source_data	related_parsed_name	parsed_names	cleaned_names	cleaned_index_name_of_empty_result
Andel TR van; Jagher A de; Smeets MAJP; Samuels R	Jagher A de	parsed:Andel TR van<SEP>Jagher A de<SEP>Smeets MAJP<SEP>R. Samuels	cleaned:<SEP><SEP>Smeets Majp<SEP>R. Samuels	cleaned_0index:1
Andel TR van; Jagher A de; Smeets MAJP; Thomas E	Andel TR van	parsed:Andel TR van<SEP>Jagher A de<SEP>Smeets MAJP<SEP>E. Thomas	cleaned:<SEP><SEP>Smeets Majp<SEP>E. Thomas	cleaned_0index:0
Andel TR van; Jagher A de; Smeets MAJP; Thomas E	Jagher A de	parsed:Andel TR van<SEP>Jagher A de<SEP>Smeets MAJP<SEP>E. Thomas	cleaned:<SEP><SEP>Smeets Majp<SEP>E. Thomas	cleaned_0index:1
Andel TR van; Jairam-Doerga S	Andel TR van	parsed:Andel TR van<SEP>S. Jairam-Doerga	cleaned:<SEP>S. Jairam-Doerga	cleaned_0index:0
Andel TR van; Jairam-Doerga S; Jairam-Doerga S	Andel TR van	parsed:Andel TR van<SEP>S. Jairam-Doerga<SEP>S. Jairam-Doerga	cleaned:<SEP>S. Jairam-Doerga<SEP>S. Jairam-Doerga	cleaned_0index:0
Andel TR van; James B; Myren BJ	Andel TR van	parsed:Andel TR van<SEP>B. James<SEP>B.J. Myren	cleaned:<SEP>B. James<SEP>B.J. Myren	cleaned_0index:0
Andel TR van; James M; Alexander B	Andel TR van	parsed:Andel TR van<SEP>M. James<SEP>B. Alexander	cleaned:<SEP>M. James<SEP>B. Alexander	cleaned_0index:0
Andel TR van; James M; Alexander B; Reinders MA	Andel TR van	parsed:Andel TR van<SEP>M. James<SEP>B. Alexander<SEP>M.A. Reinders	cleaned:<SEP>M. James<SEP>B. Alexander<SEP>M.A. Reinders	cleaned_0index:0
Andel TR van; James M; John C; Reinders MA	Andel TR van	parsed:Andel TR van<SEP>M. James<SEP>C. John<SEP>M.A. Reinders	cleaned:<SEP>M. James<SEP>C. John<SEP>M.A. Reinders	cleaned_0index:0
Andel TR van; James M; Samuels R; Reinders MA	Andel TR van	parsed:Andel TR van<SEP>M. James<SEP>R. Samuels<SEP>M.A. Reinders	cleaned:<SEP>M. James<SEP>R. Samuels<SEP>M.A. Reinders	cleaned_0index:0
Andel TR van; Jankipersadsingh S	Andel TR van	parsed:Andel TR van<SEP>S. Jankipersadsingh	cleaned:<SEP>S. Jankipersadsingh	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs	cleaned:<SEP>M.J. Jansen-Jacobs	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Abraham C	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>C. Abraham	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>C. Abraham	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Abraham C; Rebeiro O	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>C. Abraham<SEP>O. Rebeiro	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>C. Abraham<SEP>O. Rebeiro	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Bernard G	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>G. Bernard	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>G. Bernard	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Daniels P	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>P. Daniels	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>P. Daniels	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Rebeiro O	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>O. Rebeiro	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>O. Rebeiro	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Welle BJH ter	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Welle BJH ter; Bánki OS	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle<SEP>O.S. Bánki	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle<SEP>O.S. Bánki	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Welle BJH ter; Rebeiro O	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle<SEP>O. Rebeiro	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle<SEP>O. Rebeiro	cleaned_0index:0
Andel TR van; Jansen-Jacobs MJ; Welle BJH ter; Savory L	Andel TR van	parsed:Andel TR van<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle<SEP>L. Savory	cleaned:<SEP>M.J. Jansen-Jacobs<SEP>B.J.H. Welle<SEP>L. Savory	cleaned_0index:0
Andel TR van; John D	Andel TR van	parsed:Andel TR van<SEP>D. John	cleaned:<SEP>D. John	cleaned_0index:0
Andel TR van; John D; George N; Thomas E	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>N. George<SEP>E. Thomas	cleaned:<SEP>D. John<SEP>N. George<SEP>E. Thomas	cleaned_0index:0
Andel TR van; John D; John P	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>P. John	cleaned:<SEP>D. John<SEP>P. John	cleaned_0index:0
Andel TR van; John D; John W	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>W. John	cleaned:<SEP>D. John<SEP>W. John	cleaned_0index:0
Andel TR van; John D; John W; Samuels A	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>W. John<SEP>A. Samuels	cleaned:<SEP>D. John<SEP>W. John<SEP>A. Samuels	cleaned_0index:0
Andel TR van; John D; John W; Thomas E	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>W. John<SEP>E. Thomas	cleaned:<SEP>D. John<SEP>W. John<SEP>E. Thomas	cleaned_0index:0
Andel TR van; John D; John W; Thomas E; Samuels L	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>W. John<SEP>E. Thomas<SEP>L. Samuels	cleaned:<SEP>D. John<SEP>W. John<SEP>E. Thomas<SEP>L. Samuels	cleaned_0index:0
Andel TR van; John D; Thomas E	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>E. Thomas	cleaned:<SEP>D. John<SEP>E. Thomas	cleaned_0index:0
Andel TR van; John D; Thomas E; Samuels R	Andel TR van	parsed:Andel TR van<SEP>D. John<SEP>E. Thomas<SEP>R. Samuels	cleaned:<SEP>D. John<SEP>E. Thomas<SEP>R. Samuels	cleaned_0index:0
Andel TR van; John W	Andel TR van	parsed:Andel TR van<SEP>W. John	cleaned:<SEP>W. John	cleaned_0index:0
Andel TR van; John W; John D	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>D. John	cleaned:<SEP>W. John<SEP>D. John	cleaned_0index:0
Andel TR van; John W; John D; Thomas E	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>D. John<SEP>E. Thomas	cleaned:<SEP>W. John<SEP>D. John<SEP>E. Thomas	cleaned_0index:0
Andel TR van; John W; Samuels A	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>A. Samuels	cleaned:<SEP>W. John<SEP>A. Samuels	cleaned_0index:0
Andel TR van; John W; Samuels A; Thomas A	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>A. Samuels<SEP>A. Thomas	cleaned:<SEP>W. John<SEP>A. Samuels<SEP>A. Thomas	cleaned_0index:0
Andel TR van; John W; Samuels L; Thomas A	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>L. Samuels<SEP>A. Thomas	cleaned:<SEP>W. John<SEP>L. Samuels<SEP>A. Thomas	cleaned_0index:0
Andel TR van; John W; Thomas A	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>A. Thomas	cleaned:<SEP>W. John<SEP>A. Thomas	cleaned_0index:0
Andel TR van; John W; Thomas E	Andel TR van	parsed:Andel TR van<SEP>W. John<SEP>E. Thomas	cleaned:<SEP>W. John<SEP>E. Thomas	cleaned_0index:0
Andel TR van; Kenfack D; Maas PJM; Maas-van de Kamer H; Jansen-Jacobs MJ	Andel TR van	parsed:Andel TR van<SEP>D. Kenfack<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>M.J. Jansen-Jacobs	cleaned:<SEP>D. Kenfack<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>M.J. Jansen-Jacobs	cleaned_0index:0
Andel TR van; Kissoon K; Basset Y	Andel TR van	parsed:Andel TR van<SEP>K. Kissoon<SEP>Y. Basset	cleaned:<SEP>K. Kissoon<SEP>Y. Basset	cleaned_0index:0
Andel TR van; Kisudé T; Vorsah J	Andel TR van	parsed:Andel TR van<SEP>T. Kisudé<SEP>J. Vorsah	cleaned:<SEP>T. Kisudé<SEP>J. Vorsah	cleaned_0index:0
Andel TR van; Kodjo P	Andel TR van	parsed:Andel TR van<SEP>P. Kodjo	cleaned:<SEP>P. Kodjo	cleaned_0index:0
Andel TR van; Komi Ete R; Hoeven CA van der	Andel TR van	parsed:Andel TR van<SEP>R. Komi Ete<SEP>Hoeven CA van der	cleaned:<SEP>R. Komi Ete<SEP>	cleaned_0index:0
Andel TR van; Komi Ete R; Hoeven CA van der	Hoeven CA van der	parsed:Andel TR van<SEP>R. Komi Ete<SEP>Hoeven CA van der	cleaned:<SEP>R. Komi Ete<SEP>	cleaned_0index:2
Andel TR van; Koopmans D	Andel TR van	parsed:Andel TR van<SEP>D. Koopmans	cleaned:<SEP>D. Koopmans	cleaned_0index:0
Andel TR van; Kpoliy E; Hoeven CA van der	Andel TR van	parsed:Andel TR van<SEP>E. Kpoliy<SEP>Hoeven CA van der	cleaned:<SEP>E. Kpoliy<SEP>	cleaned_0index:0
Andel TR van; Kpoliy E; Hoeven CA van der	Hoeven CA van der	parsed:Andel TR van<SEP>E. Kpoliy<SEP>Hoeven CA van der	cleaned:<SEP>E. Kpoliy<SEP>	cleaned_0index:2
Andel TR van; Latifah; Myren BJ	Andel TR van	parsed:Andel TR van<SEP>Latifah<SEP>B.J. Myren	cleaned:<SEP>Latifah<SEP>B.J. Myren	cleaned_0index:0
Andel TR van; Linga C; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>C. Linga<SEP>M.S.K. Reijers	cleaned:<SEP>C. Linga<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Lodewijk G; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>G. Lodewijk<SEP>M.S.K. Reijers	cleaned:<SEP>G. Lodewijk<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Maas PJM	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas	cleaned:<SEP>P.J.M. Maas	cleaned_0index:0
Andel TR van; Maas PJM; Maas-van de Kamer H; Havinga RM	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>R.M. Havinga	cleaned:<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>R.M. Havinga	cleaned_0index:0
Andel TR van; Maas PJM; Maas-van de Kamer H; Jansen-Jacobs MJ	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>M.J. Jansen-Jacobs	cleaned:<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>M.J. Jansen-Jacobs	cleaned_0index:0
Andel TR van; Maas PJM; Maas-van de Kamer H; Mva B; Jansen-Jacobs MJ	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>B. Mva<SEP>M.J. Jansen-Jacobs	cleaned:<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>B. Mva<SEP>M.J. Jansen-Jacobs	cleaned_0index:0
Andel TR van; Maas PJM; Maas-van de Kamer H; Mva B; Jansen-Jacobs MJ; Atou'	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>B. Mva<SEP>M.J. Jansen-Jacobs<SEP>Atou'	cleaned:<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>B. Mva<SEP>M.J. Jansen-Jacobs<SEP>Atou'	cleaned_0index:0
Andel TR van; Maas PJM; Maas-van de Kamer H; Mva B; Jansen-Jacobs MJ; Essa	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>B. Mva<SEP>M.J. Jansen-Jacobs<SEP>Essa	cleaned:<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>B. Mva<SEP>M.J. Jansen-Jacobs<SEP>Essa	cleaned_0index:0
Andel TR van; Maas PJM; Maas-van de Kamer H; Ngomba L; Jansen-Jacobs MJ	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>L. Ngomba<SEP>M.J. Jansen-Jacobs	cleaned:<SEP>P.J.M. Maas<SEP>Maas-van de Kamer H<SEP>L. Ngomba<SEP>M.J. Jansen-Jacobs	cleaned_0index:0
Andel TR van; Maas PJM; Zenker F; Mva B; Jansen-Jacobs MJ	Andel TR van	parsed:Andel TR van<SEP>P.J.M. Maas<SEP>F. Zenker<SEP>B. Mva<SEP>M.J. Jansen-Jacobs	cleaned:<SEP>P.J.M. Maas<SEP>F. Zenker<SEP>B. Mva<SEP>M.J. Jansen-Jacobs	cleaned_0index:0
Andel TR van; Manu M; Bertin AT; Adjako E	Andel TR van	parsed:Andel TR van<SEP>M. Manu<SEP>A.T. Bertin<SEP>E. Adjako	cleaned:<SEP>M. Manu<SEP>A.T. Bertin<SEP>E. Adjako	cleaned_0index:0
Andel TR van; Matapi N	Andel TR van	parsed:Andel TR van<SEP>N. Matapi	cleaned:<SEP>N. Matapi	cleaned_0index:0
Andel TR van; Matapi N; Paky A	Andel TR van	parsed:Andel TR van<SEP>N. Matapi<SEP>A. Paky	cleaned:<SEP>N. Matapi<SEP>A. Paky	cleaned_0index:0
Andel TR van; Matapí A; Matapí J-J	Andel TR van	parsed:Andel TR van<SEP>A. Matapí<SEP>J.-J. Matapí	cleaned:<SEP>A. Matapí<SEP>J.-J. Matapí	cleaned_0index:0
Andel TR van; Matapí J-J	Andel TR van	parsed:Andel TR van<SEP>J.-J. Matapí	cleaned:<SEP>J.-J. Matapí	cleaned_0index:0
Andel TR van; Mateda N; Poeketie B	Andel TR van	parsed:Andel TR van<SEP>N. Mateda<SEP>B. Poeketie	cleaned:<SEP>N. Mateda<SEP>B. Poeketie	cleaned_0index:0
Andel TR van; Mateda P; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>P. Mateda<SEP>M.S.K. Reijers	cleaned:<SEP>P. Mateda<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Mawdo R; Groenendijk S	Andel TR van	parsed:Andel TR van<SEP>R. Mawdo<SEP>S. Groenendijk	cleaned:<SEP>R. Mawdo<SEP>S. Groenendijk	cleaned_0index:0
Andel TR van; Mawdo R; Groenendijk S; Havinga RM	Andel TR van	parsed:Andel TR van<SEP>R. Mawdo<SEP>S. Groenendijk<SEP>R.M. Havinga	cleaned:<SEP>R. Mawdo<SEP>S. Groenendijk<SEP>R.M. Havinga	cleaned_0index:0
Andel TR van; Mawulolo B; Divine	Andel TR van	parsed:Andel TR van<SEP>B. Mawulolo<SEP>Divine	cleaned:<SEP>B. Mawulolo<SEP>Divine	cleaned_0index:0
Andel TR van; Mawulolo B; Dzah R	Andel TR van	parsed:Andel TR van<SEP>B. Mawulolo<SEP>R. Dzah	cleaned:<SEP>B. Mawulolo<SEP>R. Dzah	cleaned_0index:0
Andel TR van; McDonald R; Groenendijk S; Havinga RM	Andel TR van	parsed:Andel TR van<SEP>R. McDonald<SEP>S. Groenendijk<SEP>R.M. Havinga	cleaned:<SEP>R. McDonald<SEP>S. Groenendijk<SEP>R.M. Havinga	cleaned_0index:0
Andel TR van; McIntosh L	Andel TR van	parsed:Andel TR van<SEP>L. McIntosh	cleaned:<SEP>L. McIntosh	cleaned_0index:0
Andel TR van; Medjo I; Ndutumu	Andel TR van	parsed:Andel TR van<SEP>I. Medjo<SEP>Ndutumu	cleaned:<SEP>I. Medjo<SEP>Ndutumu	cleaned_0index:0
Andel TR van; Mehenga A; Gnamaloba D	Andel TR van	parsed:Andel TR van<SEP>A. Mehenga<SEP>D. Gnamaloba	cleaned:<SEP>A. Mehenga<SEP>D. Gnamaloba	cleaned_0index:0
Andel TR van; Menguele M	Andel TR van	parsed:Andel TR van<SEP>M. Menguele	cleaned:<SEP>M. Menguele	cleaned_0index:0
Andel TR van; Mensah S; Myren BJ	Andel TR van	parsed:Andel TR van<SEP>S. Mensah<SEP>B.J. Myren	cleaned:<SEP>S. Mensah<SEP>B.J. Myren	cleaned_0index:0
Andel TR van; Miller J	Andel TR van	parsed:Andel TR van<SEP>J. Miller	cleaned:<SEP>J. Miller	cleaned_0index:0
Andel TR van; Miller J; Gibbs C	Andel TR van	parsed:Andel TR van<SEP>J. Miller<SEP>C. Gibbs	cleaned:<SEP>J. Miller<SEP>C. Gibbs	cleaned_0index:0
Andel TR van; Miller J; Heilbron TJ	Andel TR van	parsed:Andel TR van<SEP>J. Miller<SEP>T.J. Heilbron	cleaned:<SEP>J. Miller<SEP>T.J. Heilbron	cleaned_0index:0
Andel TR van; Miller J; Madden	Andel TR van	parsed:Andel TR van<SEP>J. Miller<SEP>Madden	cleaned:<SEP>J. Miller<SEP>Madden	cleaned_0index:0
Andel TR van; Miller J; Madden H	Andel TR van	parsed:Andel TR van<SEP>J. Miller<SEP>H. Madden	cleaned:<SEP>J. Miller<SEP>H. Madden	cleaned_0index:0
Andel TR van; Miller J; Spanner N	Andel TR van	parsed:Andel TR van<SEP>J. Miller<SEP>N. Spanner	cleaned:<SEP>J. Miller<SEP>N. Spanner	cleaned_0index:0
Andel TR van; Miller J; Stech M	Andel TR van	parsed:Andel TR van<SEP>J. Miller<SEP>M. Stech	cleaned:<SEP>J. Miller<SEP>M. Stech	cleaned_0index:0
Andel TR van; Misidjan D; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>D. Misidjan<SEP>M.S.K. Reijers	cleaned:<SEP>D. Misidjan<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Misidjan D; Reijers MSK; Vossen TE	Andel TR van	parsed:Andel TR van<SEP>D. Misidjan<SEP>M.S.K. Reijers<SEP>T.E. Vossen	cleaned:<SEP>D. Misidjan<SEP>M.S.K. Reijers<SEP>T.E. Vossen	cleaned_0index:0
Andel TR van; Misidjan D; Vossen TE	Andel TR van	parsed:Andel TR van<SEP>D. Misidjan<SEP>T.E. Vossen	cleaned:<SEP>D. Misidjan<SEP>T.E. Vossen	cleaned_0index:0
Andel TR van; Misidjan R; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>R. Misidjan<SEP>M.S.K. Reijers	cleaned:<SEP>R. Misidjan<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Misidjan R; Reijers MSK; Toika C	Andel TR van	parsed:Andel TR van<SEP>R. Misidjan<SEP>M.S.K. Reijers<SEP>C. Toika	cleaned:<SEP>R. Misidjan<SEP>M.S.K. Reijers<SEP>C. Toika	cleaned_0index:0
Andel TR van; Mitch A; Smedema S; Groenewegen S	Andel TR van	parsed:Andel TR van<SEP>A. Mitch<SEP>S. Smedema<SEP>S. Groenewegen	cleaned:<SEP>A. Mitch<SEP>S. Smedema<SEP>S. Groenewegen	cleaned_0index:0
Andel TR van; Molgo I; Groenendijk S; Havinga RM	Andel TR van	parsed:Andel TR van<SEP>I. Molgo<SEP>S. Groenendijk<SEP>R.M. Havinga	cleaned:<SEP>I. Molgo<SEP>S. Groenendijk<SEP>R.M. Havinga	cleaned_0index:0
Andel TR van; Molgo I; Havinga RM; Groenendijk S	Andel TR van	parsed:Andel TR van<SEP>I. Molgo<SEP>R.M. Havinga<SEP>S. Groenendijk	cleaned:<SEP>I. Molgo<SEP>R.M. Havinga<SEP>S. Groenendijk	cleaned_0index:0
Andel TR van; Molgo I; Ramharakh G; Havinga RM; Groenendijk S	Andel TR van	parsed:Andel TR van<SEP>I. Molgo<SEP>G. Ramharakh<SEP>R.M. Havinga<SEP>S. Groenendijk	cleaned:<SEP>I. Molgo<SEP>G. Ramharakh<SEP>R.M. Havinga<SEP>S. Groenendijk	cleaned_0index:0
Andel TR van; Moreno E; Matapi N	Andel TR van	parsed:Andel TR van<SEP>E. Moreno<SEP>N. Matapi	cleaned:<SEP>E. Moreno<SEP>N. Matapi	cleaned_0index:0
Andel TR van; Moreno J; Matapi N	Andel TR van	parsed:Andel TR van<SEP>J. Moreno<SEP>N. Matapi	cleaned:<SEP>J. Moreno<SEP>N. Matapi	cleaned_0index:0
Andel TR van; Moses J; Ford G; George N	Andel TR van	parsed:Andel TR van<SEP>J. Moses<SEP>G. Ford<SEP>N. George	cleaned:<SEP>J. Moses<SEP>G. Ford<SEP>N. George	cleaned_0index:0
Andel TR van; Mva B	Andel TR van	parsed:Andel TR van<SEP>B. Mva	cleaned:<SEP>B. Mva	cleaned_0index:0
Andel TR van; Mva B; Abba L	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>L. Abba	cleaned:<SEP>B. Mva<SEP>L. Abba	cleaned_0index:0
Andel TR van; Mva B; Abba L; Hoeven CA van der	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>L. Abba<SEP>Hoeven CA van der	cleaned:<SEP>B. Mva<SEP>L. Abba<SEP>	cleaned_0index:0
Andel TR van; Mva B; Abba L; Hoeven CA van der	Hoeven CA van der	parsed:Andel TR van<SEP>B. Mva<SEP>L. Abba<SEP>Hoeven CA van der	cleaned:<SEP>B. Mva<SEP>L. Abba<SEP>	cleaned_0index:3
Andel TR van; Mva B; Atou'ou M	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>M. Atou'ou	cleaned:<SEP>B. Mva<SEP>M. Atou'ou	cleaned_0index:0
Andel TR van; Mva B; Atou'ou M; Hoeven CA van der	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>M. Atou'ou<SEP>Hoeven CA van der	cleaned:<SEP>B. Mva<SEP>M. Atou'ou<SEP>	cleaned_0index:0
Andel TR van; Mva B; Atou'ou M; Hoeven CA van der	Hoeven CA van der	parsed:Andel TR van<SEP>B. Mva<SEP>M. Atou'ou<SEP>Hoeven CA van der	cleaned:<SEP>B. Mva<SEP>M. Atou'ou<SEP>	cleaned_0index:3
Andel TR van; Mva B; Belle B	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>B. Belle	cleaned:<SEP>B. Mva<SEP>B. Belle	cleaned_0index:0
Andel TR van; Mva B; Belle B; Hoeven CA van der	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>B. Belle<SEP>Hoeven CA van der	cleaned:<SEP>B. Mva<SEP>B. Belle<SEP>	cleaned_0index:0
Andel TR van; Mva B; Belle B; Hoeven CA van der	Hoeven CA van der	parsed:Andel TR van<SEP>B. Mva<SEP>B. Belle<SEP>Hoeven CA van der	cleaned:<SEP>B. Mva<SEP>B. Belle<SEP>	cleaned_0index:3
Andel TR van; Mva B; Bengono M	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>M. Bengono	cleaned:<SEP>B. Mva<SEP>M. Bengono	cleaned_0index:0
Andel TR van; Mva B; Evina E	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>E. Evina	cleaned:<SEP>B. Mva<SEP>E. Evina	cleaned_0index:0
Andel TR van; Mva B; Hoeven CA van der; Bijl H	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>Hoeven CA van der<SEP>H. Bijl	cleaned:<SEP>B. Mva<SEP><SEP>H. Bijl	cleaned_0index:0
Andel TR van; Mva B; Hoeven CA van der; Bijl H	Hoeven CA van der	parsed:Andel TR van<SEP>B. Mva<SEP>Hoeven CA van der<SEP>H. Bijl	cleaned:<SEP>B. Mva<SEP><SEP>H. Bijl	cleaned_0index:2
Andel TR van; Mva B; Klinsmann J	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>J. Klinsmann	cleaned:<SEP>B. Mva<SEP>J. Klinsmann	cleaned_0index:0
Andel TR van; Mva B; Mamia D	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>D. Mamia	cleaned:<SEP>B. Mva<SEP>D. Mamia	cleaned_0index:0
Andel TR van; Mva B; Mkom O	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>O. Mkom	cleaned:<SEP>B. Mva<SEP>O. Mkom	cleaned_0index:0
Andel TR van; Mva B; Mpile J; Lombo L	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>J. Mpile<SEP>L. Lombo	cleaned:<SEP>B. Mva<SEP>J. Mpile<SEP>L. Lombo	cleaned_0index:0
Andel TR van; Mva B; Mpile J; Mpile M; Lombo L	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>J. Mpile<SEP>M. Mpile<SEP>L. Lombo	cleaned:<SEP>B. Mva<SEP>J. Mpile<SEP>M. Mpile<SEP>L. Lombo	cleaned_0index:0
Andel TR van; Mva B; Ndibi P	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>P. Ndibi	cleaned:<SEP>B. Mva<SEP>P. Ndibi	cleaned_0index:0
Andel TR van; Mva B; Ossono JP	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>J.P. Ossono	cleaned:<SEP>B. Mva<SEP>J.P. Ossono	cleaned_0index:0
Andel TR van; Mva B; Sebe H	Andel TR van	parsed:Andel TR van<SEP>B. Mva<SEP>H. Sebe	cleaned:<SEP>B. Mva<SEP>H. Sebe	cleaned_0index:0
Andel TR van; Naagi C; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>C. Naagi<SEP>M.S.K. Reijers	cleaned:<SEP>C. Naagi<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Naawi P; Naawi S; Reijers MSK	Andel TR van	parsed:Andel TR van<SEP>P. Naawi<SEP>S. Naawi<SEP>M.S.K. Reijers	cleaned:<SEP>P. Naawi<SEP>S. Naawi<SEP>M.S.K. Reijers	cleaned_0index:0
Andel TR van; Naawi S; Vossen TE	Andel TR van	parsed:Andel TR van<SEP>S. Naawi<SEP>T.E. Vossen	cleaned:<SEP>S. Naawi<SEP>T.E. Vossen	cleaned_0index:0
Andel TR van; Nana Kofi A; Boakye M; Myren BJ	Andel TR van	parsed:Andel TR van<SEP>A. Nana Kofi<SEP>M. Boakye<SEP>B.J. Myren	cleaned:<SEP>A. Nana Kofi<SEP>M. Boakye<SEP>B.J. Myren	cleaned_0index:0
Andel TR van; Ngomba L	Andel TR van	parsed:Andel TR van<SEP>L. Ngomba	cleaned:<SEP>L. Ngomba	cleaned_0index:0
Andel TR van; Nicholas L; Smedema S; Groenewegen S	Andel TR van	parsed:Andel TR van<SEP>L. Nicholas<SEP>S. Smedema<SEP>S. Groenewegen	cleaned:<SEP>L. Nicholas<SEP>S. Smedema<SEP>S. Groenewegen	cleaned_0index:0
Andel TR van; Niekoop L	Andel TR van	parsed:Andel TR van<SEP>L. Niekoop	cleaned:<SEP>L. Niekoop	cleaned_0index:0
Andel TR van; Niekoop L; Behari-Ramdas J	Andel TR van	parsed:Andel TR van<SEP>L. Niekoop<SEP>J. Behari-Ramdas	cleaned:<SEP>L. Niekoop<SEP>J. Behari-Ramdas	cleaned_0index:0
