source_data	related_parsed_name	parsed_names	cleaned_names	cleaned_index_name_of_empty_result
Iboet; Expeditie Matawei-Eilanden	Expeditie Matawei-Eilanden	parsed:Iboet<SEP>Expeditie Matawei-Eilanden	cleaned:Iboet<SEP>	cleaned_0index:1
Iboet; Expeditie Mentawei-Eilanden	Expeditie Mentawei-Eilanden	parsed:Iboet<SEP>Expeditie Mentawei-Eilanden	cleaned:Iboet<SEP>	cleaned_0index:1
Iboet; Expeditie Soemba	Expeditie Soemba	parsed:Iboet<SEP>Expeditie Soemba	cleaned:Iboet<SEP>	cleaned_0index:1
Idjan; Expeditie LJ van Dijk	Expeditie LJ van Dijk	parsed:Idjan<SEP>Expeditie LJ van Dijk	cleaned:Idjan<SEP>	cleaned_0index:1
Idris; Boschproefstation	Boschproefstation	parsed:Idris<SEP>Boschproefstation	cleaned:Idris<SEP>	cleaned_0index:1
Ierland excursie VU	Ierland excursie VU	parsed:Ierland excursie VU		cleaned_0index:0
Ierland-excursie VU	Ierland-excursie VU	parsed:Ierland-excursie VU		cleaned_0index:0
Ietswaart JH; Ietswaart E; Wel N van de	Wel N van	parsed:J.H. Ietswaart<SEP>E. Ietswaart<SEP>Wel N van	cleaned:J.H. Ietswaart<SEP>E. Ietswaart<SEP>	cleaned_0index:2
Ikizu Sec. School Group 5	Ikizu Sec. School Group	parsed:Ikizu Sec. School Group		cleaned_0index:0
Iltis HH; Ewan JA; Royen P van; Anderson D	Royen P van	parsed:H.H. Iltis<SEP>J.A. Ewan<SEP>Royen P van<SEP>D. Anderson	cleaned:H.H. Iltis<SEP>J.A. Ewan<SEP><SEP>D. Anderson	cleaned_0index:2
Imin K; Kiew R; Wilde WJJO de; Duyfjes BEE	Wilde WJJO de	parsed:K. Imin<SEP>R. Kiew<SEP>Wilde WJJO de<SEP>B.E.E. Duyfjes	cleaned:K. Imin<SEP>R. Kiew<SEP><SEP>B.E.E. Duyfjes	cleaned_0index:2
Imin K; Kiew R; Wilde WJJO de; Wilde-Duyfjes BEE de	Wilde WJJO de	parsed:K. Imin<SEP>R. Kiew<SEP>Wilde WJJO de<SEP>B.E.E. Wilde-Duyfjes	cleaned:K. Imin<SEP>R. Kiew<SEP><SEP>B.E.E. Wilde-Duyfjes	cleaned_0index:2
Imin K; Wilde WJJO de; Wilde-Duyfjes BEE de	Wilde WJJO de	parsed:K. Imin<SEP>Wilde WJJO de<SEP>B.E.E. Wilde-Duyfjes	cleaned:K. Imin<SEP><SEP>B.E.E. Wilde-Duyfjes	cleaned_0index:1
Imperial Forestry Institute	Imperial Forestry Institute	parsed:Imperial Forestry Institute		cleaned_0index:0
Imperial Institute	Imperial Institute	parsed:Imperial Institute		cleaned_0index:0
Inberg HA; Dijkhuis JE; Wiel P van der	Wiel P van der	parsed:H.A. Inberg<SEP>J.E. Dijkhuis<SEP>Wiel P van der	cleaned:H.A. Inberg<SEP>J.E. Dijkhuis<SEP>	cleaned_0index:2
Inberg HA; Dijkhuis JE; Wiel P van der; Troelstra WP	Wiel P van der	parsed:H.A. Inberg<SEP>J.E. Dijkhuis<SEP>Wiel P van der<SEP>W.P. Troelstra	cleaned:H.A. Inberg<SEP>J.E. Dijkhuis<SEP><SEP>W.P. Troelstra	cleaned_0index:2
Ind. Forest. Dept.	Ind. Forest. Dept.	parsed:Ind. Forest. Dept.		cleaned_0index:0
Ind. Inst.	Ind. Inst	parsed:Ind. Inst		cleaned_0index:0
India Forest Department	Forest Department	parsed:Forest Department		cleaned_0index:0
India Museum				cleaned_0index:0
Indian Forest Department	Indian Forest Department	parsed:Indian Forest Department		cleaned_0index:0
Indonesian-Dutch Expedition	Indonesian-Dutch Expedition	parsed:Indonesian-Dutch Expedition		cleaned_0index:0
Institut d'Adiopodoumé (ORSTOM)	Institut d'Adiopodoumé	parsed:Institut d'Adiopodoumé		cleaned_0index:0
Institute National pour l'Étude Agronomique du Congo Belge	Institute National pour l'Étude Agronomique du Belge	parsed:Institute National pour l'Étude Agronomique du Belge		cleaned_0index:0
Instituto Forestal Latino-Americano	Instituto Forestal Latino-Americano	parsed:Instituto Forestal Latino-Americano		cleaned_0index:0
Instituto Nacional de Investigacion Forestal	Instituto Nacional de Investigacion Forestal	parsed:Instituto Nacional de Investigacion Forestal		cleaned_0index:0
Instituto Nazionale del Legno	Instituto Nazionale del Legno	parsed:Instituto Nazionale del Legno		cleaned_0index:0
Ireland Jr; RR				cleaned_0index:0
Irgang BE; Andrade-Lima AD de; Vianna EC; Ferreira A	Andrade-Lima AD de	parsed:B.E. Irgang<SEP>Andrade-Lima AD de<SEP>E.C. Vianna<SEP>A. Ferreira	cleaned:B.E. Irgang<SEP><SEP>E.C. Vianna<SEP>A. Ferreira	cleaned_0index:1
Irgang BE; Fereira A; Andrade-Lima AD de; Vianna EC	Andrade-Lima AD de	parsed:B.E. Irgang<SEP>A. Fereira<SEP>Andrade-Lima AD de<SEP>E.C. Vianna	cleaned:B.E. Irgang<SEP>A. Fereira<SEP><SEP>E.C. Vianna	cleaned_0index:2
Irgang BE; Vianna EC; Andrade-Lima AD de; Ferreira A	Andrade-Lima AD de	parsed:B.E. Irgang<SEP>E.C. Vianna<SEP>Andrade-Lima AD de<SEP>A. Ferreira	cleaned:B.E. Irgang<SEP>E.C. Vianna<SEP><SEP>A. Ferreira	cleaned_0index:2
Irwin HS; Fonseca SF da; Souza R	Fonseca SF da	parsed:H.S. Irwin<SEP>Fonseca SF da<SEP>R. Souza	cleaned:H.S. Irwin<SEP><SEP>R. Souza	cleaned_0index:1
Irwin HS; Fonseca SF da; Souza R; Reis dos Santos R; Ramos J	Fonseca SF da	parsed:H.S. Irwin<SEP>Fonseca SF da<SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned_0index:1
Irwin HS; Fonseca SF da; Souza R; Santos RR dos; Ramos J	Fonseca SF da	parsed:H.S. Irwin<SEP>Fonseca SF da<SEP>R. Souza<SEP>Santos RR dos<SEP>J. Ramos	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP><SEP>J. Ramos	cleaned_0index:1
Irwin HS; Fonseca SF da; Souza R; Santos RR dos; Ramos J	Santos RR dos	parsed:H.S. Irwin<SEP>Fonseca SF da<SEP>R. Souza<SEP>Santos RR dos<SEP>J. Ramos	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP><SEP>J. Ramos	cleaned_0index:3
Irwin HS; Fonsêca F da	Fonsêca F da	parsed:H.S. Irwin<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP>	cleaned_0index:1
Irwin HS; Fonsêca SF da; Souza R; Reis dos Santos R; Ramos J	Fonsêca SF da	parsed:H.S. Irwin<SEP>Fonsêca SF da<SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned_0index:1
Irwin HS; Fonsêca SF da; et al.	Fonsêca SF da	parsed:H.S. Irwin<SEP>Fonsêca SF da	cleaned:H.S. Irwin<SEP>	cleaned_0index:1
Irwin HS; Gear Jr JW; Souza R; Reis dos Santos R				cleaned_0index:0
Irwin HS; Grear JW; Santos RR dos	Santos RR dos	parsed:H.S. Irwin<SEP>J.W. Grear<SEP>Santos RR dos	cleaned:H.S. Irwin<SEP>J.W. Grear<SEP>	cleaned_0index:2
Irwin HS; Grear JW; Souza R; Santos MR dos	Santos MR  dos	parsed:H.S. Irwin<SEP>J.W. Grear<SEP>R. Souza<SEP>Santos MR  dos	cleaned:H.S. Irwin<SEP>J.W. Grear<SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Grear JW; Souza R; Santos RR dos	Santos RR dos	parsed:H.S. Irwin<SEP>J.W. Grear<SEP>R. Souza<SEP>Santos RR dos	cleaned:H.S. Irwin<SEP>J.W. Grear<SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da	Fonsêca F da	parsed:H.S. Irwin<SEP>H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP>H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>	cleaned_0index:4
Irwin HS; Onishi E; Fonseca SF da; Souza R; Reis dos Santos R; Ramos J	Fonseca SF da	parsed:H.S. Irwin<SEP>E. Onishi<SEP>Fonseca SF da<SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned:H.S. Irwin<SEP>E. Onishi<SEP><SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned_0index:2
Irwin HS; Onishi E; Fonseca SG da; Souza R; Reis dos Santos R; Ramos J	Fonseca SG da	parsed:H.S. Irwin<SEP>E. Onishi<SEP>Fonseca SG da<SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned:H.S. Irwin<SEP>E. Onishi<SEP><SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos	cleaned_0index:2
Irwin HS; Reis dos Santos R; Sousa R; Fonseca SF da	Fonseca SF da	parsed:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Sousa<SEP>Fonseca SF da	cleaned:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Sousa<SEP>	cleaned_0index:3
Irwin HS; Reis dos Santos R; Sousa R; Fonsêca F da	Fonsêca F da	parsed:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Sousa<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Sousa<SEP>	cleaned_0index:3
Irwin HS; Reis dos Santos R; Souza A; Fonsêca SF da	Fonsêca SF da	parsed:H.S. Irwin<SEP>Reis dos Santos R<SEP>A. Souza<SEP>Fonsêca SF da	cleaned:H.S. Irwin<SEP>Reis dos Santos R<SEP>A. Souza<SEP>	cleaned_0index:3
Irwin HS; Reis dos Santos R; Souza R; Fonseca SF da	Fonseca SF da	parsed:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>Fonseca SF da	cleaned:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da	Fonsêca F da	parsed:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Reis dos Santos R; Souza R; Fonsêca SF da	Fonsêca SF da	parsed:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>Fonsêca SF da	cleaned:H.S. Irwin<SEP>Reis dos Santos R<SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Rodrigues Wm; Irvine GC	Rodrigues Wm	parsed:H.S. Irwin<SEP>Rodrigues Wm<SEP>G.C. Irvine	cleaned:H.S. Irwin<SEP><SEP>G.C. Irvine	cleaned_0index:1
Irwin HS; Santos RR de; Souza R; Fonsêca F da	Santos RR de	parsed:H.S. Irwin<SEP>Santos RR de<SEP>R. Souza<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:1
Irwin HS; Santos RR de; Souza R; Fonsêca F da	Fonsêca F da	parsed:H.S. Irwin<SEP>Santos RR de<SEP>R. Souza<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Santos RR dos; Souza R; Fonseca SF da	Santos RR dos	parsed:H.S. Irwin<SEP>Santos RR dos<SEP>R. Souza<SEP>Fonseca SF da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:1
Irwin HS; Santos RR dos; Souza R; Fonseca SF da	Fonseca SF da	parsed:H.S. Irwin<SEP>Santos RR dos<SEP>R. Souza<SEP>Fonseca SF da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Santos RR dos; Souza R; Fonsêca F da	Santos RR dos	parsed:H.S. Irwin<SEP>Santos RR dos<SEP>R. Souza<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:1
Irwin HS; Santos RR dos; Souza R; Fonsêca F da	Fonsêca F da	parsed:H.S. Irwin<SEP>Santos RR dos<SEP>R. Souza<SEP>Fonsêca F da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Santos RS dos; Souza R; Fonsêca SF da	Santos RS dos	parsed:H.S. Irwin<SEP>Santos RS dos<SEP>R. Souza<SEP>Fonsêca SF da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:1
Irwin HS; Santos RS dos; Souza R; Fonsêca SF da	Fonsêca SF da	parsed:H.S. Irwin<SEP>Santos RS dos<SEP>R. Souza<SEP>Fonsêca SF da	cleaned:H.S. Irwin<SEP><SEP>R. Souza<SEP>	cleaned_0index:3
Irwin HS; Sousa R; Santos RS dos	Santos RS dos	parsed:H.S. Irwin<SEP>R. Sousa<SEP>Santos RS dos	cleaned:H.S. Irwin<SEP>R. Sousa<SEP>	cleaned_0index:2
Irwin HS; Souza R; Gear Jr JW; Reis dos Santos R				cleaned_0index:0
Irwin HS; Souza R; Grear JW; Santos RR dos	Santos RR dos	parsed:H.S. Irwin<SEP>R. Souza<SEP>J.W. Grear<SEP>Santos RR dos	cleaned:H.S. Irwin<SEP>R. Souza<SEP>J.W. Grear<SEP>	cleaned_0index:3
Irwin HS; Souza R; Reis dos Santos R; Fonseca SF da	Fonseca SF da	parsed:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP>Fonseca SF da	cleaned:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP>	cleaned_0index:3
Irwin HS; Souza R; Reis dos Santos R; Fonseca SF da; Ramos J	Fonseca SF da	parsed:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP>Fonseca SF da<SEP>J. Ramos	cleaned:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP><SEP>J. Ramos	cleaned_0index:3
Irwin HS; Souza R; Reis dos Santos R; Fonseca SF da; Ramos J; Onishi E	Fonseca SF da	parsed:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP>Fonseca SF da<SEP>J. Ramos<SEP>E. Onishi	cleaned:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP><SEP>J. Ramos<SEP>E. Onishi	cleaned_0index:3
Irwin HS; Souza R; Reis dos Santos R; Ramos J; Fonseca SF da	Fonseca SF da	parsed:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos<SEP>Fonseca SF da	cleaned:H.S. Irwin<SEP>R. Souza<SEP>Reis dos Santos R<SEP>J. Ramos<SEP>	cleaned_0index:4
Irwin HS; Souza R; Santos MR dos	Santos MR  dos	parsed:H.S. Irwin<SEP>R. Souza<SEP>Santos MR  dos	cleaned:H.S. Irwin<SEP>R. Souza<SEP>	cleaned_0index:2
Irwin HS; Souza R; Santos RR dos	Santos RR dos	parsed:H.S. Irwin<SEP>R. Souza<SEP>Santos RR dos	cleaned:H.S. Irwin<SEP>R. Souza<SEP>	cleaned_0index:2
Iserentant R; Fonds Leopold III expedition				cleaned_0index:0
Isles RS; Croft JR				cleaned_0index:0
Ismail S; Unreadable	Unreadable	parsed:S. Ismail<SEP>Unreadable	cleaned:S. Ismail<SEP>	cleaned_0index:1
Iterson FK van; Bernink JB; Blijdenstein MJ	Iterson FK van	parsed:Iterson FK van<SEP>J.B. Bernink<SEP>M.J. Blijdenstein	cleaned:<SEP>J.B. Bernink<SEP>M.J. Blijdenstein	cleaned_0index:0
Iterson FK van; Blijdenstein MJ	Iterson FK van	parsed:Iterson FK van<SEP>M.J. Blijdenstein	cleaned:<SEP>M.J. Blijdenstein	cleaned_0index:0
Iterson FK van; Blijdenstein W	Iterson FK van	parsed:Iterson FK van<SEP>W. Blijdenstein	cleaned:<SEP>W. Blijdenstein	cleaned_0index:0
Iterson FK van; Tombe FA des	Iterson FK van	parsed:Iterson FK van<SEP>Tombe F.A. des	cleaned:<SEP>Tombe F.A. Des	cleaned_0index:0
Iterson FK van; Unreadable	Iterson FK van	parsed:Iterson FK van<SEP>Unreadable	cleaned:<SEP>	cleaned_0index:0
Iterson FK van; Unreadable	Unreadable	parsed:Iterson FK van<SEP>Unreadable	cleaned:<SEP>	cleaned_0index:1
Iterson Jr G van				cleaned_0index:0
Iterson W van; Kleinhoonte A	Iterson W van	parsed:Iterson W van<SEP>A. Kleinhoonte	cleaned:<SEP>A. Kleinhoonte	cleaned_0index:0
Iterson van				cleaned_0index:0
Iwatsuki K; Botanical expedition to Cangshan	Botanical expedition to Cangshan	parsed:K. Iwatsuki<SEP>Botanical expedition to Cangshan	cleaned:K. Iwatsuki<SEP>	cleaned_0index:1
Iwatsuki K; Kyoto University Botanical Expedition To Malaysia	Kyoto Botanical Expedition To	parsed:K. Iwatsuki<SEP>Kyoto Botanical Expedition To	cleaned:K. Iwatsuki<SEP>	cleaned_0index:1
Iwatsuki K; Kyoto University Botanical Expedition to Kalimantan	Kyoto Botanical Expedition to Kalimantan	parsed:K. Iwatsuki<SEP>Kyoto Botanical Expedition to Kalimantan	cleaned:K. Iwatsuki<SEP>	cleaned_0index:1
Iwatsuki K; Kyoto University Botanical Expedition to Sumatra	Kyoto Botanical Expedition to Sumatra	parsed:K. Iwatsuki<SEP>Kyoto Botanical Expedition to Sumatra	cleaned:K. Iwatsuki<SEP>	cleaned_0index:1
Iwatsuki K; Kyoto University Botanical Expedition to Thailand	Kyoto Botanical Expedition to	parsed:K. Iwatsuki<SEP>Kyoto Botanical Expedition to	cleaned:K. Iwatsuki<SEP>	cleaned_0index:1
Iwatsuki K; Kyoto University Botanical Expedition to the Philippines	Kyoto Botanical Expedition to the	parsed:K. Iwatsuki<SEP>Kyoto Botanical Expedition to the	cleaned:K. Iwatsuki<SEP>	cleaned_0index:1
J				cleaned_0index:0
J.; Excursion de la SIGMA	Excursion de la SIGMA	parsed:J.<SEP>Excursion de la SIGMA	cleaned:J.<SEP>	cleaned_0index:1
J.; W.; Excursie Nederlands Botanische Vereniging	Excursie Nederlands Botanische Vereniging	parsed:J.<SEP>W.<SEP>Excursie Nederlands Botanische Vereniging	cleaned:J.<SEP>W.<SEP>	cleaned_0index:2
JBH				cleaned_0index:0
JC				cleaned_0index:0
JD				cleaned_0index:0
JD; Ploeg DTE van der	Ploeg DTE van der	parsed:JD<SEP>Ploeg DTE van der	cleaned:Jd<SEP>	cleaned_0index:1
JDHVTT				cleaned_0index:0
JGB				cleaned_0index:0
JH				cleaned_0index:0
JJS				cleaned_0index:0
JJS; Unreadable	Unreadable	parsed:JJS<SEP>Unreadable	cleaned:Jjs<SEP>	cleaned_0index:1
JK				cleaned_0index:0
JMB				cleaned_0index:0
JP				cleaned_0index:0
JR				cleaned_0index:0
Jaarsveld EJ van; Bodenstein	Jaarsveld EJ van	parsed:Jaarsveld EJ van<SEP>Bodenstein	cleaned:<SEP>Bodenstein	cleaned_0index:0
Jaarsveld EJ van; Sardien T	Jaarsveld EJ van	parsed:Jaarsveld EJ van<SEP>T. Sardien	cleaned:<SEP>T. Sardien	cleaned_0index:0
Jaarsveld EJ van; Swart P	Jaarsveld EJ van	parsed:Jaarsveld EJ van<SEP>P. Swart	cleaned:<SEP>P. Swart	cleaned_0index:0
Jaarsveld EJ van; et al.	Jaarsveld EJ van	parsed:Jaarsveld EJ van		cleaned_0index:0
Jabornegg Freiherr von Gamsenegg und Möderndorf MF von; J	Möderndorf MF von	parsed:Jabornegg Freiherr von Gamsenegg<SEP>Möderndorf MF von<SEP>J	cleaned:Jabornegg Freiherr von Gamsenegg<SEP><SEP>J	cleaned_0index:1
Jack; Royal Society Expedition	Royal Society Expedition	parsed:Jack<SEP>Royal Society Expedition	cleaned:Jack<SEP>	cleaned_0index:1
Jackson AB; Unreadable	Unreadable	parsed:A.B. Jackson<SEP>Unreadable	cleaned:A.B. Jackson<SEP>	cleaned_0index:1
Jacob B; Unreadable	Unreadable	parsed:B. Jacob<SEP>Unreadable	cleaned:B. Jacob<SEP>	cleaned_0index:1
Jacob M; Excursie KNBV	Excursie KNBV	parsed:M. Jacob<SEP>Excursie KNBV	cleaned:M. Jacob<SEP>	cleaned_0index:1
Jacobs B; 8th Int Bot Congress Excursion III-7	Jacobs B Int Bot Congress Excursion	parsed:Jacobs B Int Bot Congress Excursion		cleaned_0index:0
Jacobs B; Expedition of Rijksherbarium Leiden	Expedition of Rijksherbarium Leiden	parsed:B. Jacobs<SEP>Expedition of Rijksherbarium Leiden	cleaned:B. Jacobs<SEP>	cleaned_0index:1
Jacobs B; Expedition of Rijksherbarium Leiden - Philippine National Museum Mani	Expedition of Rijksherbarium Leiden	parsed:B. Jacobs<SEP>Expedition of Rijksherbarium Leiden<SEP>Philippine National Mani	cleaned:B. Jacobs<SEP><SEP>	cleaned_0index:1
Jacobs B; Expedition of Rijksherbarium Leiden - Philippine National Museum Mani	Philippine National Mani	parsed:B. Jacobs<SEP>Expedition of Rijksherbarium Leiden<SEP>Philippine National Mani	cleaned:B. Jacobs<SEP><SEP>	cleaned_0index:2
Jacobs B; Expedition of the Rijksherbarium Leiden	Expedition of the Rijksherbarium Leiden	parsed:B. Jacobs<SEP>Expedition of the Rijksherbarium Leiden	cleaned:B. Jacobs<SEP>	cleaned_0index:1
Jacobs B; Expedition of the University of Minnesota	Expedition of the of Minnesota	parsed:B. Jacobs<SEP>Expedition of the of Minnesota	cleaned:B. Jacobs<SEP>	cleaned_0index:1
Jacobs M; 8th Int Bot Congress Excursion III-7	Jacobs M Int Bot Congress Excursion	parsed:Jacobs M Int Bot Congress Excursion		cleaned_0index:0
Jacobs M; Excursie KNBV	Excursie KNBV	parsed:M. Jacobs<SEP>Excursie KNBV	cleaned:M. Jacobs<SEP>	cleaned_0index:1
Jacobs M; Expedition	Expedition	parsed:M. Jacobs<SEP>Expedition	cleaned:M. Jacobs<SEP>	cleaned_0index:1
Jacobs M; Expedition of Rijksherbarium Leiden	Expedition of Rijksherbarium Leiden	parsed:M. Jacobs<SEP>Expedition of Rijksherbarium Leiden	cleaned:M. Jacobs<SEP>	cleaned_0index:1
Jacobs M; Expedition of Rijksherbarium Leiden - Lae Div of Botany	Expedition of Rijksherbarium Leiden	parsed:M. Jacobs<SEP>Expedition of Rijksherbarium Leiden<SEP>Lae Div of Botany	cleaned:M. Jacobs<SEP><SEP>	cleaned_0index:1
Jacobs M; Expedition of Rijksherbarium Leiden - Lae Div of Botany	Lae Div of Botany	parsed:M. Jacobs<SEP>Expedition of Rijksherbarium Leiden<SEP>Lae Div of Botany	cleaned:M. Jacobs<SEP><SEP>	cleaned_0index:2
Jacobs M; Expedition of Rijksherbarium Leiden - Philippine National Museum Mani	Expedition of Rijksherbarium Leiden	parsed:M. Jacobs<SEP>Expedition of Rijksherbarium Leiden<SEP>Philippine National Mani	cleaned:M. Jacobs<SEP><SEP>	cleaned_0index:1
Jacobs M; Expedition of Rijksherbarium Leiden - Philippine National Museum Mani	Philippine National Mani	parsed:M. Jacobs<SEP>Expedition of Rijksherbarium Leiden<SEP>Philippine National Mani	cleaned:M. Jacobs<SEP><SEP>	cleaned_0index:2
Jacobs M; Expedition of the Rijksherbarium Leiden	Expedition of the Rijksherbarium Leiden	parsed:M. Jacobs<SEP>Expedition of the Rijksherbarium Leiden	cleaned:M. Jacobs<SEP>	cleaned_0index:1
Jacobs M; Expedition of the Rijksherbarium Leiden - the Forest Herbarium Bangko	Expedition of the Rijksherbarium Leiden	parsed:M. Jacobs<SEP>Expedition of the Rijksherbarium Leiden<SEP>the Forest Herbarium Bangko	cleaned:M. Jacobs<SEP><SEP>	cleaned_0index:1
Jacobs M; Expedition of the Rijksherbarium Leiden - the Forest Herbarium Bangko	the Forest Herbarium Bangko	parsed:M. Jacobs<SEP>Expedition of the Rijksherbarium Leiden<SEP>the Forest Herbarium Bangko	cleaned:M. Jacobs<SEP><SEP>	cleaned_0index:2
Jacobs M; Expedition of the University of Minnesota	Expedition of the of Minnesota	parsed:M. Jacobs<SEP>Expedition of the of Minnesota	cleaned:M. Jacobs<SEP>	cleaned_0index:1
Jacobs M; Jacobs M; Excursie KNBV	Excursie KNBV	parsed:M. Jacobs<SEP>M. Jacobs<SEP>Excursie KNBV	cleaned:M. Jacobs<SEP>M. Jacobs<SEP>	cleaned_0index:2
Jacobs M; Mendoza DR				cleaned_0index:0
Jacobs M; Unreadable	Unreadable	parsed:M. Jacobs<SEP>Unreadable	cleaned:M. Jacobs<SEP>	cleaned_0index:1
Jacquemont VV				cleaned_0index:0
Jager CR de; Duyveman R; Bats R de	Jager CR de	parsed:Jager CR de<SEP>R. Duyveman<SEP>R. Bats	cleaned:<SEP>R. Duyveman<SEP>R. Bats	cleaned_0index:0
Jager HJ; Veen K van der	Veen K van der	parsed:H.J. Jager<SEP>Veen K van der	cleaned:H.J. Jager<SEP>	cleaned_0index:1
Jagt L van der	Jagt L van der	parsed:Jagt L van der		cleaned_0index:0
Jaheri; Expedition Nieuwenhuis AW	Expedition Nieuwenhuis AW	parsed:Jaheri<SEP>Expedition Nieuwenhuis AW	cleaned:Jaheri<SEP>	cleaned_0index:1
Jalink LM; Plaats CL van der	Plaats CL van der	parsed:L.M. Jalink<SEP>Plaats CL van der	cleaned:L.M. Jalink<SEP>	cleaned_0index:1
James MS; Burgt XM van der	Burgt XM van der	parsed:M.S. James<SEP>Burgt XM van der	cleaned:M.S. James<SEP>	cleaned_0index:1
James MS; Feika AMB; Burgt XM van der	Burgt XM van der	parsed:M.S. James<SEP>A.M.B. Feika<SEP>Burgt XM van der	cleaned:M.S. James<SEP>A.M.B. Feika<SEP>	cleaned_0index:2
Jangoux J; Silva MFF da	Silva MFF da	parsed:J. Jangoux<SEP>Silva MFF da	cleaned:J. Jangoux<SEP>	cleaned_0index:1
Jans A; Ploeg DTE van der	Ploeg DTE van der	parsed:A. Jans<SEP>Ploeg DTE van der	cleaned:A. Jans<SEP>	cleaned_0index:1
Janse JA; Kern JH; Kloos Jr AW				cleaned_0index:0
Janse JA; Kloot WG van der; Kern JH; Reichgelt TJ	Kloot WG van der	parsed:J.A. Janse<SEP>Kloot WG van der<SEP>J.H. Kern<SEP>T.J. Reichgelt	cleaned:J.A. Janse<SEP><SEP>J.H. Kern<SEP>T.J. Reichgelt	cleaned_0index:1
Jansen AE; Meijden R van der; Noordeloos ME; Vliet GJCM van	Meijden R van der	parsed:A.E. van Jansen<SEP>Meijden R van der<SEP>M.E. Noordeloos<SEP>Vliet GJCM	cleaned:A.E. van Jansen<SEP><SEP>M.E. Noordeloos<SEP>Vliet Gjcm	cleaned_0index:1
Jansen HT; Ploeg DTE van der	Ploeg DTE van der	parsed:H.T. Jansen<SEP>Ploeg DTE van der	cleaned:H.T. Jansen<SEP>	cleaned_0index:1
Jansen JT; Bruyn H de; Vervoort W	Bruyn H de	parsed:J.T. Jansen<SEP>Bruyn H de<SEP>W. Vervoort	cleaned:J.T. Jansen<SEP><SEP>W. Vervoort	cleaned_0index:1
Jansen JT; Bruyn de; Vervoort D	Bruyn de	parsed:J.T. Jansen<SEP>Bruyn de<SEP>D. Vervoort	cleaned:J.T. Jansen<SEP><SEP>D. Vervoort	cleaned_0index:1
Jansen JT; Excursie KNBV	Excursie KNBV	parsed:J.T. Jansen<SEP>Excursie KNBV	cleaned:J.T. Jansen<SEP>	cleaned_0index:1
