occurrenceID,verbatimName,alternateName,displayOrder,name,agentType,action,agentIdentifierType,attributionRemarks,identifier
https://herbarium.bgbm.org/object/B700004736,"Dam,N.",N. Dam,0,N. Dam,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q33668398
https://herbarium.bgbm.org/object/B200129482,"Damazio,L.B.",L.B. Damazio,0,Léonidas Botelho Damazio,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q21509758
https://herbarium.bgbm.org/object/B100293863,"Damblon,J.",J. Damblon,0,J. Damblon,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q36588549
https://herbarium.bgbm.org/object/B100305822,"Damboldt,J., Markgraf,F. & Pieper",J. Damboldt,0,Jürgen Damboldt,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q5957354
https://herbarium.bgbm.org/object/B180012583,Dammann,Dammann,0,Dammann,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q47115980
https://herbarium.bgbm.org/object/B100127407,"Damsholt,K. & Holmen,K.",K. Damsholt,0,Kell Damsholt,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q21509763
https://dr.jacq.org/DR048195,"Dangeard,P.A.",P.A. Dangeard,0,Pierre Augustin Dangeard,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q976009
https://herbarium.bgbm.org/object/B101013999,"Daniel,P. & Okeke,L.C.",P. Daniel,0,Pitchai Daniel,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q6076955
https://herbarium.bgbm.org/object/B100068937,"Afzelius,A. & Daniell,W.F.",W.F. Daniell,0,William Freeman Daniell,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q8009422
https://herbarium.bgbm.org/object/B100250617,"Read,R.W. & Daniels,G.S.",G.S. Daniels,0,Gilbert S. Daniels,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q13414706
http://id.snsb.info/snsb/collection/462900/564058/241740,"Danin, A. (no. S-4988)",A. Danin,0,Avinoam Danin,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q4978631
https://herbarium.bgbm.org/object/B100365979,"Danser,B.H.",B.H. Danser,0,B. H. Danser,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q434331
https://herbarium.bgbm.org/object/B100009992,"van der Werff,H., Gray,B. & Dao,N.K.",N.K. Dao,0,Nguyen Kim Dao,Person,collected,wikidata,1.0 (cos similarity),http://www.wikidata.org/entity/Q36640970
