,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_similarity
10162,Lampinen,R.,,,,,,,"Lampinen, R.",5,http://id.snsb.info/snsb/collection/673837/733999/380451,8582.0,"Lampinen, R.","Lampinen, R.",1.0
10169,Land,W.J.G.,,,,,,,"Land, W.J.G.",7,https://herbarium.bgbm.org/object/B200143172,8586.0,"Land, W.J.G.","Land, W.J.G.",1.0
10178,Landmark,J.R.,,,,,,,"Landmark, J.R.",1,https://dr.jacq.org/DR055454,8592.0,"Landmark, J.R.","Landmark, J.R.",1.0
10182,Landström,T.,,,,,,,"Landström, T.",51,https://herbarium.bgbm.org/object/B101137469,8594.0,"Landström, T.","Landström, T.",1.0
10185,Lanfranco,E.,,,,,,,"Lanfranco, E.",1,https://herbarium.bgbm.org/object/B100215329,8597.0,"Lanfranco, E.","Lanfranco, E.",1.0
10189,Lang,W.,,,,,,,"Lang, W.",12,https://herbarium.bgbm.org/object/B100086720,8601.0,"Lang, W.","Lang, W.",1.0
10191,Langdon,T.,,,,,,,"Langdon, T.",2,https://je.jacq.org/JE00013255,8603.0,"Langdon, T.","Langdon, T.",1.0
10193,Lange,A.,,,,,,,"Lange, A.",1,https://dr.jacq.org/DR015256,8605.0,"Lange, A.","Lange, A.",1.0
10194,Lange,B.,,,,,,,"Lange, B.",1,https://je.jacq.org/JE00025090,8606.0,"Lange, B.","Lange, B.",1.0
10195,Lange,E.,,,,,,,"Lange, E.",1,https://je.jacq.org/JE00016868,8607.0,"Lange, E.","Lange, E.",1.0
10199,Lange,J.,,,,,,,"Lange, J.",13,http://id.snsb.info/snsb/collection/469069/575372/248021,8611.0,"Lange, J.","Lange, J.",1.0
10201,Lange,L.,,,,,,,"Lange, L.",1,https://herbarium.bgbm.org/object/B100847679,8613.0,"Lange, L.","Lange, L.",1.0
10203,Lange,O.L.,,,,,,,"Lange, O.L.",1,https://herbarium.bgbm.org/object/B600034295,8614.0,"Lange, O.L.","Lange, O.L.",1.0
206,Lange,Michael,,,,,,,"Lange, Michael",1,https://je.jacq.org/JE00000977,206.0,"Lange, Michael","Lange, Michael",1.0
10209,Langethal,C.E.,,,,,,,"Langethal, C.E.",1,https://je.jacq.org/JE00020403,8619.0,"Langethal, C.E.","Langethal, C.E.",1.0
10214,Langlassé,E.,,,,,,,"Langlassé, E.",29,https://herbarium.bgbm.org/object/B100202265,8623.0,"Langlassé, E.","Langlassé, E.",1.0
10222,Lanjouw,J.,,,,,,,"Lanjouw, J.",3,https://je.jacq.org/JE04009819,8631.0,"Lanjouw, J.","Lanjouw, J.",1.0
10224,Lankester,C.H.,,,,,,,"Lankester, C.H.",1,https://herbarium.bgbm.org/object/B200143210,8633.0,"Lankester, C.H.","Lankester, C.H.",1.0
10232,Lanza,D.,,,,,,,"Lanza, D.",1,http://id.snsb.info/snsb/collection/501693/622927/280483,8638.0,"Lanza, D.","Lanza, D.",1.0
10247,Larsen,K.,,,,,,,"Larsen, K.",48,http://id.snsb.info/snsb/collection/501232/622451/280035,8649.0,"Larsen, K.","Larsen, K.",1.0
10248,Larsen,S.S.,,,,,,,"Larsen, S.S.",36,https://herbarium.bgbm.org/object/B100061202,8650.0,"Larsen, S.S.","Larsen, S.S.",1.0
10256,Lasch,W.G.,,,,,,,"Lasch, W.G.",7,https://herbarium.bgbm.org/object/B200116972,8658.0,"Lasch, W.G.","Lasch, W.G.",1.0
10258,Last,J.T.,,,,,,,"Last, J.T.",3,https://herbarium.bgbm.org/object/B200123874,8660.0,"Last, J.T.","Last, J.T.",1.0
10260,Lastrucci,L.,,,,,,,"Lastrucci, L.",24,https://herbarium.bgbm.org/object/B101042660,8662.0,"Lastrucci, L.","Lastrucci, L.",1.0
10266,Latz,P.K.,,,,,,,"Latz, P.K.",1,https://herbarium.bgbm.org/object/B100844097,8667.0,"Latz, P.K.","Latz, P.K.",1.0
10267,Latzel,A.,,,,,,,"Latzel, A.",12,https://je.jacq.org/JE04005749,8668.0,"Latzel, A.","Latzel, A.",1.0
10281,Laurent,,,,,,,,Laurent,11,https://herbarium.bgbm.org/object/B100153279,8680.0,Laurent,"Laurent, É.",1.0
10283,Laurent,É.,,,,,,,"Laurent, É.",5,http://id.snsb.info/snsb/collection/489095/601331/270979,8682.0,"Laurent, É.","Laurent, É.",1.0
10289,Laus,H.,,,,,,,"Laus, H.",63,https://herbarium.bgbm.org/object/B100630732,8686.0,"Laus, H.","Laus, H.",1.0
10291,Lausi,D.,,,,,,,"Lausi, D.",1,https://herbarium.bgbm.org/object/B100190023,8687.0,"Lausi, D.","Lausi, D.",1.0
10293,Lautenschläger,T.,,,,,,,"Lautenschläger, T.",1222,https://dr.jacq.org/DR048225,8689.0,"Lautenschläger, T.","Lautenschläger, T.",1.0
10295,Lauterbach,C.A.G.,,,,,,,"Lauterbach, C.A.G.",47,https://herbarium.bgbm.org/object/B100279279,8691.0,"Lauterbach, C.A.G.","Lauterbach, C.A.G.",1.0
10300,Lavranos,J.J.,,,,,,,"Lavranos, J.J.",3,https://herbarium.bgbm.org/object/B101185073,8696.0,"Lavranos, J.J.","Lavranos, J.J.",1.0
10302,Law,J.S.,,,,,,,"Law, J.S.",41,http://id.snsb.info/snsb/collection/504793/626128/283734,8698.0,"Law, J.S.","Law, J.S.",1.0
10307,Lawrence,G.H.M.,,,,,,,"Lawrence, G.H.M.",2,https://herbarium.bgbm.org/object/B100515969,8703.0,"Lawrence, G.H.M.","Lawrence, G.H.M.",1.0
10308,Lawrence,R.W.,,,,,,,"Lawrence, R.W.",9,http://id.snsb.info/snsb/collection/524543/648343/306009,8704.0,"Lawrence, R.W.","Lawrence, R.W.",1.0
10310,Lay,G.T.,,,,,,,"Lay, G.T.",1,https://herbarium.bgbm.org/object/B100278753,8706.0,"Lay, G.T.","Lay, G.T.",1.0
10314,Lazarides,M.,,,,,,,"Lazarides, M.",12,https://herbarium.bgbm.org/object/B100157459,8710.0,"Lazarides, M.","Lazarides, M.",1.0
10318,Lazkov,G.A.,,,,,,,"Lazkov, G.A.",428,https://herbarium.bgbm.org/object/B100751585,8714.0,"Lazkov, G.A.","Lazkov, G.A.",1.0
10319,Lazzeri,V.,,,,,,,"Lazzeri, V.",1,https://herbarium.bgbm.org/object/B101165374,8715.0,"Lazzeri, V.","Lazzeri, V.",1.0
10321,Laínz,M.,,,,,,,"Laínz, M.",1,https://herbarium.bgbm.org/object/B100004302,8717.0,"Laínz, M.","Laínz, M.",1.0
10335,LeGrand,A.,,,,,,,"LeGrand, A.",3,https://herbarium.bgbm.org/object/B200014689,8727.0,"LeGrand, A.","Legrand, A.",1.0
10340,Leach,L.C.,,,,,,,"Leach, L.C.",7,http://id.snsb.info/snsb/collection/20617/29396/20437,8731.0,"Leach, L.C.","Leach, L.C.",1.0
10342,Leal,C.G.,,,,,,,"Leal, C.G.",1,http://id.snsb.info/snsb/collection/118014/176814/119045,8733.0,"Leal, C.G.","Leal, C.G.",1.0
10353,Lebeau,J.,,,,,,,"Lebeau, J.",1,http://id.snsb.info/snsb/collection/499363/620579/278166,8744.0,"Lebeau, J.","Lebeau, J.",1.0
10355,Lebel,J.E.,,,,,,,"Lebel, J.E.",2,http://id.snsb.info/snsb/collection/473856/583615/255083,8746.0,"Lebel, J.E.","Lebel, J.E.",1.0
10359,Lebrun,J.,,,,,,,"Lebrun, J.",17,http://id.snsb.info/snsb/collection/16983/25762/16803,8749.0,"Lebrun, J.","Lebrun, J.",1.0
10360,Lebrun,J.-P.A.,,,,,,,"Lebrun, J.-P.A.",2,http://id.snsb.info/snsb/collection/654955/712422/361009,8750.0,"Lebrun, J.-P.A.","Lebrun, J.P.A.",1.0
10361,Lebrun,J.P.A.,,,,,,,"Lebrun, J.P.A.",1,http://id.snsb.info/snsb/collection/480667/591790/262048,8751.0,"Lebrun, J.P.A.","Lebrun, J.P.A.",1.0
10364,Lechler,W.,,,,,,,"Lechler, W.",375,http://id.snsb.info/snsb/collection/117767/176567/118830,8753.0,"Lechler, W.","Lechler, W.",1.0
207,Lechler,Wilibald,,,,,,,"Lechler, Wilibald",4,https://herbarium.bgbm.org/object/B101204176,207.0,"Lechler, Wilibald","Lechler, Wilibald",1.0
10370,Lecoq,H.,,,,,,,"Lecoq, H.",2,https://herbarium.bgbm.org/object/B100384272,8757.0,"Lecoq, H.","Lecoq, H.",1.0
10377,Ledermann,C.L.,,,,,,,"Ledermann, C.L.",1138,http://id.snsb.info/snsb/collection/21373/30151/21192,8764.0,"Ledermann, C.L.","Ledermann, C.L.",1.0
10384,Lee,Y.N.,,,,,,,"Lee, Y.N.",1,https://herbarium.bgbm.org/object/B100346878,8769.0,"Lee, Y.N.","Lee, Y.N.",1.0
10385,Leege,O.,,,,,,,"Leege, O.",1,https://dr.jacq.org/DR055180,8770.0,"Leege, O.","Leege, O.",1.0
10392,Leeuwenberg,A.J.M.,,,,,,,"Leeuwenberg, A.J.M.",130,http://id.snsb.info/snsb/collection/16130/24873/15950,8775.0,"Leeuwenberg, A.J.M.","Leeuwenberg, A.J.M.",1.0
10393,Leferenz,S.,,,,,,,"Leferenz, S.",1,http://id.snsb.info/snsb/collection/645133/700025/350763,8776.0,"Leferenz, S.","Leferenz, S.",1.0
10397,Legrand,C.D.,,,,,,,"Legrand, C.D.",1,https://herbarium.bgbm.org/object/B100250392,8779.0,"Legrand, C.D.","Legrand, C.D.",1.0
10400,Lehmann,A.,,,,,,,"Lehmann, A.",16,http://id.snsb.info/snsb/collection/455431/555959/234911,8782.0,"Lehmann, A.","Lehmann, A.",1.0
10403,Lehmann,C.B.,,,,,,,"Lehmann, C.B.",7,https://je.jacq.org/JE00017885,8785.0,"Lehmann, C.B.","Lehmann, C.B.",1.0
10404,Lehmann,E.,,,,,,,"Lehmann, E.",5,https://dr.jacq.org/DR026390,8786.0,"Lehmann, E.","Lehmann, E.",1.0
10405,Lehmann,F.C.,,,,,,,"Lehmann, F.C.",248,http://id.snsb.info/snsb/collection/498467/619594/277309,8787.0,"Lehmann, F.C.","Lehmann, F.C.",1.0
10408,Lehmann,L.,,,,,,,"Lehmann, L.",5,https://dr.jacq.org/DR016083,8790.0,"Lehmann, L.","Lehmann, L.",1.0
10412,Lehmbach,H.,,,,,,,"Lehmbach, H.",5,http://id.snsb.info/snsb/collection/195265/479249/177041,8794.0,"Lehmbach, H.","Lehmbach, H.",1.0
10414,Lehto,E.,,,,,,,"Lehto, E.",1,https://herbarium.bgbm.org/object/B101149403,8796.0,"Lehto, E.","Lehto, E.",1.0
10417,Leiberg,J.B.,,,,,,,"Leiberg, J.B.",6,https://herbarium.bgbm.org/object/B100241202,8798.0,"Leiberg, J.B.","Leiberg, J.B.",1.0
10421,Leibold,F.E.,,,,,,,"Leibold, F.E.",23,https://je.jacq.org/JE04007059,8801.0,"Leibold, F.E.","Leibold, F.E.",1.0
10424,Leichhardt,L.,,,,,,,"Leichhardt, L.",1,http://id.snsb.info/snsb/collection/196122/480203/177898,8804.0,"Leichhardt, L.","Leichhardt, L.",1.0
10425,Leichtlin,M.,,,,,,,"Leichtlin, M.",2,https://je.jacq.org/JE00020010,8805.0,"Leichtlin, M.","Leichtlin, M.",1.0
10428,Leimbach,G.,,,,,,,"Leimbach, G.",4,https://je.jacq.org/JE00025015,8808.0,"Leimbach, G.","Leimbach, G.",1.0
10437,Leistner,O.A.,,,,,,,"Leistner, O.A.",31,http://id.snsb.info/snsb/collection/17472/26251/17292,8816.0,"Leistner, O.A.","Leistner, O.A.",1.0
10450,Lejeune,A.L.S.,,,,,,,"Lejeune, A.L.S.",20,https://je.jacq.org/JE00003646,8828.0,"Lejeune, A.L.S.","Lejeune, A.L.S.",1.0
10451,Lelean,Y.,,,,,,,"Lelean, Y.",8,http://id.snsb.info/snsb/collection/24676/33454/24244,8829.0,"Lelean, Y.","Lelean, Y.",1.0
10456,Lemann,C.M.,,,,,,,"Lemann, C.M.",2,https://je.jacq.org/JE04001319,8831.0,"Lemann, C.M.","Lemann, C.M.",1.0
10458,Lemieux,G.,,,,,,,"Lemieux, G.",2,https://herbarium.bgbm.org/object/B100089761,8832.0,"Lemieux, G.","Lemieux, G.",1.0
10460,Lemke,W.,,,,,,,"Lemke, W.",9,https://je.jacq.org/JE00029583,8834.0,"Lemke, W.","Lemke, W.",1.0
10461,Lemmens,R.H.M.J.,,,,,,,"Lemmens, R.H.M.J.",1,https://herbarium.bgbm.org/object/B100154154,8835.0,"Lemmens, R.H.M.J.","Lemmens, R.H.M.J.",1.0
10463,Lemmon,J.G.,,,,,,,"Lemmon, J.G.",28,http://id.snsb.info/snsb/collection/478601/589524/259623,8837.0,"Lemmon, J.G.","Lemmon, J.G.",1.0
10470,Lendemer,J.C.,,,,,,,"Lendemer, J.C.",4,https://herbarium.bgbm.org/object/B600181607,8844.0,"Lendemer, J.C.","Lendemer, J.C.",1.0
10473,Lengyel,G.,,,,,,,"Lengyel, G.",7,https://je.jacq.org/JE00015083,8846.0,"Lengyel, G.","Lengyel, G.",1.0
10487,Leonard,E.C.,,,,,,,"Leonard, E.C.",5,https://herbarium.bgbm.org/object/B100000867,8856.0,"Leonard, E.C.","Leonard, E.C.",1.0
10488,Leonard,S.W.,,,,,,,"Leonard, S.W.",15,http://id.snsb.info/snsb/collection/501942/623176/280732,8857.0,"Leonard, S.W.","Leonard, S.W.",1.0
10499,Leonhardt,O.,,,,,,,"Leonhardt, O.",31,https://herbarium.bgbm.org/object/B101142254,8868.0,"Leonhardt, O.","Leonhardt, O.",1.0
10502,Leonova,T.,,,,,,,"Leonova, T.",1,https://herbarium.bgbm.org/object/B100007304,8870.0,"Leonova, T.","Leonova, T.",1.0
10506,Lepage,E.,,,,,,,"Lepage, E.",1,https://herbarium.bgbm.org/object/B100278968,8873.0,"Lepage, E.","Lepage, E.",1.0
10511,Lepis,K.B.,,,,,,,"Lepis, K.B.",1,https://herbarium.bgbm.org/object/B100603413,8875.0,"Lepis, K.B.","Lepis, K.B.",1.0
10516,Lepper,L.,,,,,,,"Lepper, L.",312,https://herbarium.bgbm.org/object/B100009017,8879.0,"Lepper, L.","Lepper, L.",1.0
10520,Leprieur,F.M.R.,,,,,,,"Leprieur, F.M.R.",11,http://id.snsb.info/snsb/collection/502323/623557/281113,8883.0,"Leprieur, F.M.R.","Leprieur, F.M.R.",1.0
10522,Lepschi,B.J.,,,,,,,"Lepschi, B.J.",9,https://herbarium.bgbm.org/object/B100009630,8885.0,"Lepschi, B.J.","Lepschi, B.J.",1.0
10523,Lepší,M.,,,,,,,"Lepší, M.",1,http://id.snsb.info/snsb/collection/728937/799270/431909,8886.0,"Lepší, M.","Lepší, M.",1.0
10531,Leresche,L.F.J.R.,,,,,,,"Leresche, L.F.J.R.",14,http://id.snsb.info/snsb/collection/511995/634305/291410,8893.0,"Leresche, L.F.J.R.","Leresche, L.F.J.R.",1.0
10542,Lesica,P.,,,,,,,"Lesica, P.",1,https://herbarium.bgbm.org/object/BGT0003836,8902.0,"Lesica, P.","Lesica, P.",1.0
10547,Lessing,C.F.,,,,,,,"Lessing, C.F.",8,http://id.snsb.info/snsb/collection/479807/590853/260777,8907.0,"Lessing, C.F.","Lessing, C.F.",1.0
10552,Letendre,J.B.P.,,,,,,,"Letendre, J.B.P.",4,http://id.snsb.info/snsb/collection/514155/637081/293831,8912.0,"Letendre, J.B.P.","Letendre, J.B.P.",1.0
10555,Letourneux,A.,,,,,,,"Letourneux, A.",10,http://id.snsb.info/snsb/collection/188543/219322/171548,8915.0,"Letourneux, A.","Letourneux, A.",1.0
10558,Letourneux,T.,,,,,,,"Letourneux, T.",2,https://je.jacq.org/JE00017865,8918.0,"Letourneux, T.","Letourneux, T.",1.0
10559,Letouzey,R.,,,,,,,"Letouzey, R.",7,https://herbarium.bgbm.org/object/B100158121,8919.0,"Letouzey, R.","Letouzey, R.",1.0
10561,Lettau,G.,,,,,,,"Lettau, G.",46,https://herbarium.bgbm.org/object/B600033783,8921.0,"Lettau, G.","Lettau, G.",1.0
10565,Leuckert,C.,,,,,,,"Leuckert, C.",1,https://herbarium.bgbm.org/object/B100307437,8925.0,"Leuckert, C.","Leuckert, C.",1.0
10568,Leuenberger,B.E.,,,,,,,"Leuenberger, B.E.",255,https://herbarium.bgbm.org/object/B100005570,8928.0,"Leuenberger, B.E.","Leuenberger, B.E.",1.0
10575,Levier,E.,,,,,,,"Levier, E.",39,http://id.snsb.info/snsb/collection/476058/586307/257313,8934.0,"Levier, E.","Levier, E.",1.0
10583,Lewalle,J.,,,,,,,"Lewalle, J.",8,https://herbarium.bgbm.org/object/B100209646,8941.0,"Lewalle, J.","Lewalle, J.",1.0
10585,Lewejohann,K.,,,,,,,"Lewejohann, K.",4,https://herbarium.bgbm.org/object/B100180416,8943.0,"Lewejohann, K.","Lewejohann, K.",1.0
10588,Lewis,G.P.,,,,,,,"Lewis, G.P.",1,http://id.snsb.info/snsb/collection/652955/709676/358669,8946.0,"Lewis, G.P.","Lewis, G.P.",1.0
10589,Lewis,J.H.,,,,,,,"Lewis, J.H.",1,https://dr.jacq.org/DR050672,8947.0,"Lewis, J.H.","Lewis, J.H.",1.0
10591,Lewis,M.,,,,,,,"Lewis, M.",5,https://herbarium.bgbm.org/object/B100711228,8949.0,"Lewis, M.","Lewis, M.",1.0
10593,Lewis,W.H.,,,,,,,"Lewis, W.H.",1,https://herbarium.bgbm.org/object/B100296562,8951.0,"Lewis, W.H.","Lewis, W.H.",1.0
10595,Ley,A.,,,,,,,"Ley, A.",14,https://herbarium.bgbm.org/object/B101107200,8952.0,"Ley, A.","Ley, A.",1.0
10598,Leybold,F.,,,,,,,"Leybold, F.",2,https://je.jacq.org/JE00019456,8955.0,"Leybold, F.","Leybold, F.",1.0
10601,Leyens,T.,,,,,,,"Leyens, T.",39,https://herbarium.bgbm.org/object/B100160615,8958.0,"Leyens, T.","Leyens, T.",1.0
10607,León,J.,,,,,,,"León, J.",1,http://id.snsb.info/snsb/collection/498164/619289/277005,8962.0,"León, J.","León, J.",1.0
10609,Lhotsky,J.,,,,,,,"Lhotsky, J.",25,http://id.snsb.info/snsb/collection/484423/596540/266181,8964.0,"Lhotsky, J.","Lhotsky, J.",1.0
10610,Li,C.H.,,,,,,,"Li, C.H.",1,https://herbarium.bgbm.org/object/BGT0002481,8965.0,"Li, C.H.","Li, C.H.",1.0
10611,Li,D.K.,,,,,,,"Li, D.K.",1,https://je.jacq.org/JE04003094,8966.0,"Li, D.K.","Li, D.K.",1.0
10612,Li,D.Z.,,,,,,,"Li, D.Z.",1,https://herbarium.bgbm.org/object/B101144343,8967.0,"Li, D.Z.","Li, D.Z.",1.0
10614,Li,J.,,,,,,,"Li, J.",1,https://herbarium.bgbm.org/object/B101108691,8969.0,"Li, J.","Li, J.",1.0
10615,Li,Q.,,,,,,,"Li, Q.",4,https://herbarium.bgbm.org/object/B101017218,8970.0,"Li, Q.","Li, Q.",1.0
10616,Li,X.H.,,,,,,,"Li, X.H.",24,https://herbarium.bgbm.org/object/B100513721,8971.0,"Li, X.H.","Li, X.H.",1.0
10617,Li,X.J.,,,,,,,"Li, X.J.",3,https://herbarium.bgbm.org/object/B101042578,8972.0,"Li, X.J.","Li, X.J.",1.0
10618,Li,Z.,,,,,,,"Li, Z.",4,https://herbarium.bgbm.org/object/B101017316,8973.0,"Li, Z.","Li, Z.",1.0
10623,Liben,L.,,,,,,,"Liben, L.",3,https://herbarium.bgbm.org/object/B100076620,8977.0,"Liben, L.","Liben, L.",1.0
10626,Liberman,M.,,,,,,,"Liberman, M.",12,https://herbarium.bgbm.org/object/B100516766,8980.0,"Liberman, M.","Liberman, M.",1.0
10629,Licent,E.,,,,,,,"Licent, E.",1,https://herbarium.bgbm.org/object/B100241023,8982.0,"Licent, E.","Licent, E.",1.0
211,Lickleder,Max,,,,,,,"Lickleder, Max",14,https://je.jacq.org/JE04007213,211.0,"Lickleder, Max","Lickleder, Max",1.0
10654,Liesner,R.L.,,,,,,,"Liesner, R.L.",7,http://id.snsb.info/snsb/collection/502474/623708/281264,9000.0,"Liesner, R.L.","Liesner, R.L.",1.0
10660,Lillo,M.,,,,,,,"Lillo, M.",3,http://id.snsb.info/snsb/collection/675655/736378/382409,9004.0,"Lillo, M.","Lillo, M.",1.0
10665,Lima,C.T.,,,,,,,"Lima, C.T.",1,https://herbarium.bgbm.org/object/B100608796,9008.0,"Lima, C.T.","Lima, C.T.",1.0
10677,Limminghe,A.M.A.,,,,,,,"Limminghe, A.M.A.",3,https://herbarium.bgbm.org/object/B200129235a,9018.0,"Limminghe, A.M.A.","Limminghe, A.M.A.",1.0
10680,Limpricht,H.W.,,,,,,,"Limpricht, H.W.",8,https://herbarium.bgbm.org/object/B100279504,9021.0,"Limpricht, H.W.","Limpricht, H.W.",1.0
10681,Limpricht,K.G.,,,,,,,"Limpricht, K.G.",5,https://je.jacq.org/JE04007002,9022.0,"Limpricht, K.G.","Limpricht, K.G.",1.0
10686,Linares,J.,,,,,,,"Linares, J.",12,http://id.snsb.info/snsb/collection/520776/644306/302488,9027.0,"Linares, J.","Linares, J.",1.0
10693,Lind,K.,,,,,,,"Lind, K.",1,https://herbarium.bgbm.org/object/B100250141,9034.0,"Lind, K.","Lind, K.",1.0
10694,Lindauer,V.W.,,,,,,,"Lindauer, V.W.",3,https://je.jacq.org/JE04004770,9035.0,"Lindauer, V.W.","Lindauer, V.W.",1.0
10697,Lindberg,G.A.,,,,,,,"Lindberg, G.A.",16,http://id.snsb.info/snsb/collection/498541/619668/277383,9038.0,"Lindberg, G.A.","Lindberg, G.A.",1.0
10698,Lindberg,H.,,,,,,,"Lindberg, H.",56,https://je.jacq.org/JE04007142,9039.0,"Lindberg, H.","Lindberg, H.",1.0
10700,Lindberg,S.O.,,,,,,,"Lindberg, S.O.",7,https://je.jacq.org/JE04000844,9040.0,"Lindberg, S.O.","Lindberg, S.O.",1.0
213,Lindberg,Harald,,,,,,,"Lindberg, Harald",1,https://dr.jacq.org/DR063232,213.0,"Lindberg, Harald","Lindberg, Harald",1.0
10702,Lindblom,A.E.,,,,,,,"Lindblom, A.E.",1,https://herbarium.bgbm.org/object/B1002416002,9042.0,"Lindblom, A.E.","Lindblom, A.E.",1.0
10704,Lindeberg,C.J.,,,,,,,"Lindeberg, C.J.",5,https://dr.jacq.org/DR050567,9044.0,"Lindeberg, C.J.","Lindeberg, C.J.",1.0
10705,Lindeman,J.C.,,,,,,,"Lindeman, J.C.",9,https://herbarium.bgbm.org/object/B100068497,9045.0,"Lindeman, J.C.","Lindeman, J.C.",1.0
10711,Linden,J.J.,,,,,,,"Linden, J.J.",37,http://id.snsb.info/snsb/collection/498744/619871/277586,9049.0,"Linden, J.J.","Linden, J.J.",1.0
10714,Linder,D.H.,,,,,,,"Linder, D.H.",5,https://je.jacq.org/JE04005642,9052.0,"Linder, D.H.","Linder, D.H.",1.0
10715,Linder,H.P.,,,,,,,"Linder, H.P.",6,http://id.snsb.info/snsb/collection/19633/28412/19453,9053.0,"Linder, H.P.","Linder, H.P.",1.0
10717,Linder,R.,,,,,,,"Linder, R.",2,http://id.snsb.info/snsb/collection/445752/546148/228652,9055.0,"Linder, R.","Linder, R.",1.0
10718,Linder,T.,,,,,,,"Linder, T.",4,https://je.jacq.org/JE04005899,9056.0,"Linder, T.","Linder, T.",1.0
214,Lindfors,Axel Matias,,,,,,,"Lindfors, Axel Matias",1,https://dr.jacq.org/DR059801,214.0,"Lindfors, Axel Matias","Lindfors, Axel Matias",1.0
10723,Lindheimer,F.,,,,,,,"Lindheimer, F.",19,https://herbarium.bgbm.org/object/B101156620,9060.0,"Lindheimer, F.","Lindheimer, F.",1.0
10727,Lindig,A.,,,,,,,"Lindig, A.",124,https://herbarium.bgbm.org/object/B200130849,9064.0,"Lindig, A.","Lindig, A.",1.0
10730,Lindley,J.,,,,,,,"Lindley, J.",11,http://id.snsb.info/snsb/collection/195487/479466/177263,9067.0,"Lindley, J.","Lindley, J.",1.0
10731,Lindman,C.A.M.,,,,,,,"Lindman, C.A.M.",20,https://je.jacq.org/JE04002243,9068.0,"Lindman, C.A.M.","Lindman, C.A.M.",1.0
10747,Linkola,K.,,,,,,,"Linkola, K.",1,https://herbarium.bgbm.org/object/B100124087,9084.0,"Linkola, K.","Linkola, K.",1.0
10749,Linnaeus,C.,,von,,,,,"Linnaeus, C.",5,http://id.snsb.info/snsb/collection/457275/558273/236752,9085.0,"Linnaeus, C.","Linnaeus, C.",1.0
10754,Linton,E.F.,,,,,,,"Linton, E.F.",1,https://dr.jacq.org/DR067051,9087.0,"Linton, E.F.","Linton, E.F.",1.0
10756,Linzen,T.,,,,,,,"Linzen, T.",1,https://je.jacq.org/JE00011633,9089.0,"Linzen, T.","Linzen, T.",1.0
10759,Liogier,H.A.,,,,,,,"Liogier, H.A.",3,https://herbarium.bgbm.org/object/B100243707,9092.0,"Liogier, H.A.","Liogier, H.A.",1.0
10766,Lippert,W.,,,,,,,"Lippert, W.",57,http://id.snsb.info/snsb/collection/118519/177318/119478,9098.0,"Lippert, W.","Lippert, W.",1.0
10767,Lippold,H.,,,,,,,"Lippold, H.",228,https://herbarium.bgbm.org/object/B100381140,9099.0,"Lippold, H.","Lippold, H.",1.0
10774,Lipsky,V.I.,,,,,,,"Lipsky, V.I.",28,http://id.snsb.info/snsb/collection/455745/556274/235225,9106.0,"Lipsky, V.I.","Lipsky, V.I.",1.0
10780,Lisowski,S.,,,,,,,"Lisowski, S.",1,https://herbarium.bgbm.org/object/B100253866,9112.0,"Lisowski, S.","Lisowski, S.",1.0
10787,Litt,A.,,,,,,,"Litt, A.",1,https://herbarium.bgbm.org/object/B100247471,9118.0,"Litt, A.","Litt, A.",1.0
10788,Litterski,B.,,,,,,,"Litterski, B.",4,https://herbarium.bgbm.org/object/B700003683,9119.0,"Litterski, B.","Litterski, B.",1.0
10789,Little,E.L.,Jr.,,,,,,"Little, E.L.",5,https://herbarium.bgbm.org/object/B100244623,9120.0,"Little, E.L.","Little, E.L.",1.0
10790,Litvinov,D.,,,,,,,"Litvinov, D.",18,https://herbarium.bgbm.org/object/B100241583,9121.0,"Litvinov, D.","Litvinov, D.",1.0
10796,Liu,B.B.,,,,,,,"Liu, B.B.",1,https://herbarium.bgbm.org/object/B100624632,9125.0,"Liu, B.B.","Liu, B.B.",1.0
10798,Liu,Q.X.,,,,,,,"Liu, Q.X.",1,https://herbarium.bgbm.org/object/B100058090,9127.0,"Liu, Q.X.","Liu, Q.X.",1.0
215,Liu,Zheng-yu,,,,,,,"Liu, Zheng-yu",2,https://herbarium.bgbm.org/object/B100517349,215.0,"Liu, Zheng-yu","Liu, Zheng Yu",1.0
10804,Ljungner,E.,,,,,,,"Ljungner, E.",4,https://je.jacq.org/JE04002181,9130.0,"Ljungner, E.","Ljungner, E.",1.0
10805,Ljungström,E.,,,,,,,"Ljungström, E.",1,https://herbarium.bgbm.org/object/B101137429,9131.0,"Ljungström, E.","Ljungström, E.",1.0
10806,Llamozas,S.,,,,,,,"Llamozas, S.",1,https://herbarium.bgbm.org/object/B100030508,9132.0,"Llamozas, S.","Llamozas, S.",1.0
10811,Lleras,E.,,,,,,,"Lleras, E.",1,http://id.snsb.info/snsb/collection/445355/545592/228241,9136.0,"Lleras, E.","Lleras, E.",1.0
10812,Llorens,L.,,,,,,,"Llorens, L.",1,http://id.snsb.info/snsb/collection/459238/559939/238087,9137.0,"Llorens, L.","Llorens, L.",1.0
10815,Lloyd,C.G.,,,,,,,"Lloyd, C.G.",4,https://je.jacq.org/JE00002698,9140.0,"Lloyd, C.G.","Lloyd, C.G.",1.0
