source_data	related_parsed_name	parsed_names	cleaned_names	cleaned_index_name_of_empty_result
Estacao Biologica de Boraceia	Estacao Biologica de Boraceia	parsed:Estacao Biologica de Boraceia		cleaned_0index:0
Estacao Biologica de Boraceia & S. A. Vanin.	Estacao Biologica de Boraceia	parsed:Estacao Biologica de Boraceia<SEP>S.A. Vanin	cleaned:<SEP>S.A. Vanin	cleaned_0index:0
Estacao Biologica de Murici & C. Sampaio & A. Giupponi & A. Chag	Estacao Biologica de Murici	parsed:Estacao Biologica de Murici<SEP>C. Sampaio<SEP>A. Giupponi<SEP>A. Chag	cleaned:<SEP>C. Sampaio<SEP>A. Giupponi<SEP>A. Chag	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo	cleaned:<SEP>C.O. Azevedo	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo	cleaned:<SEP>C.O. Azevedo	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo	cleaned:<SEP>C.O. Azevedo	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo	cleaned:<SEP>C.O. Azevedo	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & C. O. Azevedo & R. Kawada	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned:<SEP>C.O. Azevedo<SEP>R. Kawada	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise	cleaned:<SEP>C.O. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise & C. O. Azevedo	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>Malaise<SEP>C.O. Azevedo	cleaned:<SEP>Malaise<SEP>C.O. Azevedo	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, C. O. & D, C. O. Aze	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Malaise<SEP>D. C. O. Aze	cleaned:<SEP>C.O. Malaise<SEP>D. C. O. Aze	cleaned_0index:0
Estacao Biologica de Santa Lucia & Malaise, M. T.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>M.T. Malaise	cleaned:<SEP>M.T. Malaise	cleaned_0index:0
Estacao Biologica de Santa Lucia & Moricke, C. O.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>C.O. Moricke	cleaned:<SEP>C.O. Moricke	cleaned_0index:0
Estacao Biologica de Santa Lucia & Tavares, M. T.	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>M.T. Tavares	cleaned:<SEP>M.T. Tavares	cleaned_0index:0
Estacao Biologica de Santa Lucia & Tavares, M. T. & Oliveira & A	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>M.T. Tavares<SEP>Oliveira<SEP>A	cleaned:<SEP>M.T. Tavares<SEP>Oliveira<SEP>A	cleaned_0index:0
Estacao Biologica de Santa Lucia & Tavares, M. T. & Oliveira & A	Estacao Biologica de Santa Lucia	parsed:Estacao Biologica de Santa Lucia<SEP>M.T. Tavares<SEP>Oliveira<SEP>A	cleaned:<SEP>M.T. Tavares<SEP>Oliveira<SEP>A	cleaned_0index:0
Estacao Ecologica de Assis & Equipe Biota	Estacao Ecologica de Assis	parsed:Estacao Ecologica de Assis<SEP>Equipe Biota	cleaned:<SEP>	cleaned_0index:0
Estacao Ecologica de Assis & Equipe Biota	Equipe Biota	parsed:Estacao Ecologica de Assis<SEP>Equipe Biota	cleaned:<SEP>	cleaned_0index:1
Estacao Ecologica do Taim & H. A. Gastal	Estacao Ecologica do Taim	parsed:Estacao Ecologica do Taim<SEP>H.A. Gastal	cleaned:<SEP>H.A. Gastal	cleaned_0index:0
Estacao Ecologica Serra dos Tres Irmaos & D. M. M. Mendes & F. F	Estacao Ecologica Serra dos Tres Irmaos	parsed:Estacao Ecologica Serra dos Tres Irmaos<SEP>D.M.M. Mendes<SEP>F. F	cleaned:<SEP>D.M.M. Mendes<SEP>	cleaned_0index:0
Estacao Ecologica Serra dos Tres Irmaos & D. M. M. Mendes & F. F	F. F	parsed:Estacao Ecologica Serra dos Tres Irmaos<SEP>D.M.M. Mendes<SEP>F. F	cleaned:<SEP>D.M.M. Mendes<SEP>	cleaned_0index:2
Estacion Biologia La Selva & Rio Puerto Viejo & Holzenthal & Hey	Estacion Biologia La Selva	parsed:Estacion Biologia La Selva<SEP>Rio Puerto Viejo<SEP>Holzenthal<SEP>Hey	cleaned:<SEP>Rio Puerto Viejo<SEP>Holzenthal<SEP>Hey	cleaned_0index:0
Estacion Biologica	Estacion Biologica	parsed:Estacion Biologica		cleaned_0index:0
Estacion Biologica Caparu, L & Benavides	L Estacion Biologica Caparu	parsed:L Estacion Biologica Caparu<SEP>Benavides	cleaned:<SEP>Benavides	cleaned_0index:0
Estacion Biologica Caparu, L & Benavides	L Estacion Biologica Caparu	parsed:L Estacion Biologica Caparu<SEP>Benavides	cleaned:<SEP>Benavides	cleaned_0index:0
Estacion Biologica Caparu, L & Benavides	L Estacion Biologica Caparu	parsed:L Estacion Biologica Caparu<SEP>Benavides	cleaned:<SEP>Benavides	cleaned_0index:0
Estacion Biologica & Chamela	Estacion Biologica	parsed:Estacion Biologica<SEP>Chamela	cleaned:<SEP>Chamela	cleaned_0index:0
Estacion Biologica Chamela-Jalisco, R & Tomatlan & Brailovsky	R Estacion Biologica Chamela-Jalisco	parsed:R Estacion Biologica Chamela-Jalisco<SEP>Tomatlan<SEP>Brailovsky	cleaned:<SEP>Tomatlan<SEP>Brailovsky	cleaned_0index:0
Estacion Biologica de Kasmera & Sierra de Perija & J. Mosco Mora	Estacion Biologica de Kasmera	parsed:Estacion Biologica de Kasmera<SEP>Sierra de Perija<SEP>J.Mosco Mora	cleaned:<SEP>Sierra de Perija<SEP>J. Mosco Mora	cleaned_0index:0
Estación Biologica Jatun Sacha	Estación Biologica Jatun Sacha	parsed:Estación Biologica Jatun Sacha		cleaned_0index:0
Estacion Biologica La Selva	Estacion Biologica La Selva	parsed:Estacion Biologica La Selva		cleaned_0index:0
Estacion Biologica La Selva	Estacion Biologica La Selva	parsed:Estacion Biologica La Selva		cleaned_0index:0
Estacion Biologica La Selva	Estacion Biologica La Selva	parsed:Estacion Biologica La Selva		cleaned_0index:0
Estacion Biologica Villa Carmen, M	M Estacion Biologica Villa Carmen	parsed:M Estacion Biologica Villa Carmen		cleaned_0index:0
Estacion Biologica Villa Carmen, M	M Estacion Biologica Villa Carmen	parsed:M Estacion Biologica Villa Carmen		cleaned_0index:0
Estacion Cientifica Las Joyas, B. M. & Col. G. & Mesa & Bosque M	B. M. Estacion Cientifica Las Joyas	parsed:B. M. Estacion Cientifica Las Joyas<SEP>G.<SEP>Mesa<SEP>M. Bosque	cleaned:<SEP><SEP>Mesa<SEP>M. Bosque	cleaned_0index:0
Estacion Cientifica Las Joyas, B. M. & Col. G. & Mesa & Bosque M	G.	parsed:B. M. Estacion Cientifica Las Joyas<SEP>G.<SEP>Mesa<SEP>M. Bosque	cleaned:<SEP><SEP>Mesa<SEP>M. Bosque	cleaned_0index:1
Estacion Cientifica Yasuni & Coll. E. G. Riley				cleaned_0index:0
Estacion Cientifica Yasuni & M. J. Ramirez	Estacion Cientifica Yasuni	parsed:Estacion Cientifica Yasuni<SEP>M.J. Ramirez	cleaned:<SEP>M.J. Ramirez	cleaned_0index:0
Estacion de Biologia Chamela & Cuenca & Zona & Pescador, A.	Estacion de Biologia Chamela	parsed:Estacion de Biologia Chamela<SEP>Cuenca<SEP>Zona<SEP>A. Pescador	cleaned:<SEP>Cuenca<SEP>Zona<SEP>A. Pescador	cleaned_0index:0
Estacion de Biologia & Chamela & H. Brailovsky & A. Pescador & E	Estacion de Biologia	parsed:Estacion de Biologia<SEP>Chamela<SEP>H. Brailovsky<SEP>A. Pescador<SEP>E	cleaned:<SEP>Chamela<SEP>H. Brailovsky<SEP>A. Pescador<SEP>E	cleaned_0index:0
Estacion de Biologia Chamela & M. Soto	Estacion de Biologia Chamela	parsed:Estacion de Biologia Chamela<SEP>M. Soto	cleaned:<SEP>M. Soto	cleaned_0index:0
Estacion de Biologia & Eric Guiler & Feb & I. Kruse	Estacion de Biologia	parsed:Estacion de Biologia<SEP>Eric Guiler<SEP>Feb<SEP>I. Kruse	cleaned:<SEP>Eric Guiler<SEP>Feb<SEP>I. Kruse	cleaned_0index:0
Estacion de Biologia Los Tuxtlas & P. S. Ward	Estacion de Biologia Los Tuxtlas	parsed:Estacion de Biologia Los Tuxtlas<SEP>P.S. Ward	cleaned:<SEP>P.S. Ward	cleaned_0index:0
Estacion de Biologia Tropical Los Tuxtlas & P. Sinaca & L. Cerva	Estacion de Biologia Tropical Los Tuxtlas	parsed:Estacion de Biologia Tropical Los Tuxtlas<SEP>P. Sinaca<SEP>L. Cerva	cleaned:<SEP>P. Sinaca<SEP>L. Cerva	cleaned_0index:0
Estacion de Biologia Tropical & L. Villagomez & A. D. Ruiz & L. 	Estacion de Biologia Tropical	parsed:Estacion de Biologia Tropical<SEP>L. Villagomez<SEP>A.D. Ruiz<SEP>L.	cleaned:<SEP>L. Villagomez<SEP>A.D. Ruiz<SEP>L.	cleaned_0index:0
Estacion de Biologia Tropical & L. Villagomez & Five & This & La	Estacion de Biologia Tropical	parsed:Estacion de Biologia Tropical<SEP>L. Villagomez<SEP>Five<SEP>This<SEP>La	cleaned:<SEP>L. Villagomez<SEP>Five<SEP>This<SEP>	cleaned_0index:0
Estacion de Biologia Tropical & L. Villagomez & Five & This & La	La	parsed:Estacion de Biologia Tropical<SEP>L. Villagomez<SEP>Five<SEP>This<SEP>La	cleaned:<SEP>L. Villagomez<SEP>Five<SEP>This<SEP>	cleaned_0index:4
Estacion de Biologia Tropical & L. Villagomez & L. A. Martinez &	Estacion de Biologia Tropical	parsed:Estacion de Biologia Tropical<SEP>L. Villagomez<SEP>L.A. Martinez	cleaned:<SEP>L. Villagomez<SEP>L.A. Martinez	cleaned_0index:0
Estacion de Biologia Tropical Rio Macho	Estacion de Biologia Tropical Rio Macho	parsed:Estacion de Biologia Tropical Rio Macho		cleaned_0index:0
Estacion de Biologia Tropical Rio Macho	Estacion de Biologia Tropical Rio Macho	parsed:Estacion de Biologia Tropical Rio Macho		cleaned_0index:0
Estacion El Sabanal & Col. S. & Zaragoza & Noguera & Ramirez & G	S.	parsed:Estacion El Sabanal<SEP>S.<SEP>Zaragoza<SEP>Noguera<SEP>Ramirez<SEP>G	cleaned:Estacion El Sabanal<SEP><SEP>Zaragoza<SEP>Noguera<SEP>Ramirez<SEP>G	cleaned_0index:1
Estacion Experimental Agronomica & Santiago de la Vegas	Estacion Experimental Agronomica	parsed:Estacion Experimental Agronomica<SEP>Santiago de la Vegas	cleaned:<SEP>Santiago de la Vegas	cleaned_0index:0
Estación Experimental Loreto	Estación Experimental Loreto	parsed:Estación Experimental Loreto		cleaned_0index:0
Estancion Biological de La Selva & E. G. Riley	Estancion Biological de La Selva	parsed:Estancion Biological de La Selva<SEP>E.G. Riley	cleaned:<SEP>E.G. Riley	cleaned_0index:0
E. Starling. Host & The	The	parsed:E.Starling Host<SEP>The	cleaned:E. Starling Host<SEP>	cleaned_0index:1
Estasion de Biologia Los Tuxtlas, C & M. Madora	C Estasion de Biologia Los Tuxtlas	parsed:C Estasion de Biologia Los Tuxtlas<SEP>M. Madora	cleaned:<SEP>M. Madora	cleaned_0index:0
Est. Biologica. El. & M. Yoder	Est. Biologica. El.	parsed:Est. Biologica. El.<SEP>M. Yoder	cleaned:<SEP>M. Yoder	cleaned_0index:0
Est. Cacao & SO Vol. Cacao P. N. Guanacaste & Prov. Guanacaste &	SO Vol. Cacao P. N. Guanacaste	parsed:Est Cacao<SEP>SO Vol. Cacao P. N. Guanacaste<SEP>Prov Guanacaste	cleaned:Est Cacao<SEP><SEP>Prov Guanacaste	cleaned_0index:1
Est. Cacao, SW & Biodiv. Survey	Biodiv. Survey	parsed:S.W. Est. Cacao<SEP>Biodiv. Survey	cleaned:S.W. Est. Cacao<SEP>	cleaned_0index:1
Est. Cacao, SW & Biodiv. Survey	Biodiv. Survey	parsed:S.W. Est. Cacao<SEP>Biodiv. Survey	cleaned:S.W. Est. Cacao<SEP>	cleaned_0index:1
Est. Cacao, SW & Biodiv. Survey	Biodiv. Survey	parsed:S.W. Est. Cacao<SEP>Biodiv. Survey	cleaned:S.W. Est. Cacao<SEP>	cleaned_0index:1
Est. de Biologia Chamela Jalisco & R. & K. Dreisbach	Est. de Biologia Chamela Jalisco	parsed:Est. de Biologia Chamela Jalisco<SEP>R.<SEP>K. Dreisbach	cleaned:<SEP>R.<SEP>K. Dreisbach	cleaned_0index:0
Est & Ecologica	Ecologica	parsed:Est<SEP>Ecologica	cleaned:Est<SEP>	cleaned_0index:1
Est. Exp. Loreto, Dr. A. A	A. A	parsed:Est Loreto<SEP>A. A	cleaned:Est Loreto<SEP>	cleaned_0index:1
Est & Haiti, R. J. & Crew & Female & Male & N. Banks & Roewer & 				cleaned_0index:0
E. Sto. Domingo de Los Colorados & J. E. Eger Coll. & Fernandes				cleaned_0index:0
Estr. Am. & A. Faustino	Estr. Am.	parsed:Estr. Am.<SEP>A. Faustino	cleaned:<SEP>A. Faustino	cleaned_0index:0
Estr. Am. & Manaus & A. Faustino	Estr. Am.	parsed:Estr. Am.<SEP>Manaus<SEP>A. Faustino	cleaned:<SEP>Manaus<SEP>A. Faustino	cleaned_0index:0
Est. Sist. Animal	Est. Sist. Animal	parsed:Est. Sist. Animal		cleaned_0index:0
Est & Sta. Catar. & Col.				cleaned_0index:0
Estud. Biologia UN & Edo Florez	Estud. Biologia UN	parsed:Estud. Biologia UN<SEP>Edo Florez	cleaned:<SEP>Edo Florez	cleaned_0index:0
Estudiantes Biologia UN	Estudiantes Biologia UN	parsed:Estudiantes Biologia UN		cleaned_0index:0
Estudiantes de biologia UN	Estudiantes de biologia UN	parsed:Estudiantes de biologia UN		cleaned_0index:0
Estudiantes de biologia UN	Estudiantes de biologia UN	parsed:Estudiantes de biologia UN		cleaned_0index:0
Estudiantes de biologia UN	Estudiantes de biologia UN	parsed:Estudiantes de biologia UN		cleaned_0index:0
Estudiantes Sistematica Animal	Estudiantes Sistematica Animal	parsed:Estudiantes Sistematica Animal		cleaned_0index:0
Estudiantes Sistematica Animal	Estudiantes Sistematica Animal	parsed:Estudiantes Sistematica Animal		cleaned_0index:0
Estudiantes Tax. Animal.	Estudiantes Tax. Animal.	parsed:Estudiantes Tax. Animal.		cleaned_0index:0
Estudiantes Taxonomia Animal Universidad Nacional	Estudiantes Taxonomia Animal Universidad Nacional	parsed:Estudiantes Taxonomia Animal Universidad Nacional		cleaned_0index:0
Estud. Tax & Animal. UN	Animal. UN	parsed:Estud Tax<SEP>Animal. UN	cleaned:Estud Tax<SEP>	cleaned_0index:1
E. Sutton Collection	E. Sutton Collection	parsed:E. Sutton Collection		cleaned_0index:0
E. Sutton Collection	E. Sutton Collection	parsed:E. Sutton Collection		cleaned_0index:0
E. Sutton & E. Sutton Collection Don.	E. Sutton Collection	parsed:E. Sutton<SEP>E. Sutton Collection	cleaned:E. Sutton<SEP>	cleaned_0index:1
Etang National Park, Mt. & C. W. & L. O'Brien.	Etang National Park	parsed:Etang National Park<SEP>Mt<SEP>C. W.<SEP>L. O'Brien	cleaned:<SEP>Mt<SEP><SEP>L. O'Brien	cleaned_0index:0
Etang National Park, Mt. & C. W. & L. O'Brien.	C. W.	parsed:Etang National Park<SEP>Mt<SEP>C. W.<SEP>L. O'Brien	cleaned:<SEP>Mt<SEP><SEP>L. O'Brien	cleaned_0index:2
E.   Tapia & C.   Tapia  & N.   Duperre 				cleaned_0index:0
E.   Tapia & C.   Tapia  & N.   Duperre 				cleaned_0index:0
E.   Tapia & C.   Tapia  & N.   Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.   Duperre				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.   Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N.  Duperre 				cleaned_0index:0
E.   Tapia & C.  Tapia  & N. Duperre				cleaned_0index:0
E.   Tapia & C.  Tapia  & N. Duperre				cleaned_0index:0
E.   Tapia & C.  Tapia  & N. Duperre				cleaned_0index:0
E.   Tapia & C.  Tapia  & N. Duperre				cleaned_0index:0
E.   Tapia & C.  Tapia  & N. Duperre				cleaned_0index:0
E.   Tapia & C.  Tapia  & N. Duperre				cleaned_0index:0
E.   Tapia & C. Tapia & N. Duperre				cleaned_0index:0
E.   Tapia & C. Tapia & N. Duperre				cleaned_0index:0
E.   Tapia & C. Tapia & N. Duperre				cleaned_0index:0
E.   Tapia & C. Tapia & N. Duperre				cleaned_0index:0
Etat d'Amazonas, H. W				cleaned_0index:0
Et. De & E. Gounelle	Et. De	parsed:Et. De<SEP>E. Gounelle	cleaned:<SEP>E. Gounelle	cleaned_0index:0
E. Town. Host & The	The	parsed:E.Town Host<SEP>The	cleaned:E. Town Host<SEP>	cleaned_0index:1
E. Transvaal & Farm de Hoop E & N. Transvaal & Davis & Flanagan.	Farm de Hoop E	parsed:E. Transvaal<SEP>Farm de Hoop E<SEP>N. Transvaal<SEP>Davis<SEP>Flanagan	cleaned:E. Transvaal<SEP><SEP>N. Transvaal<SEP>Davis<SEP>Flanagan	cleaned_0index:1
E Turkey & The	The	parsed:E<SEP>The	cleaned:E<SEP>	cleaned_0index:1
Etymology & The & G. B. Soares & Mr. Germano Soares. Zoobank Lif	The	parsed:Etymology<SEP>The<SEP>G.B. Soares<SEP>Germano Soares. Zoobank Lif	cleaned:Etymology<SEP><SEP>G.B. Soares<SEP>	cleaned_0index:1
Etymology & The & G. B. Soares & Mr. Germano Soares. Zoobank Lif	Germano Soares. Zoobank Lif	parsed:Etymology<SEP>The<SEP>G.B. Soares<SEP>Germano Soares. Zoobank Lif	cleaned:Etymology<SEP><SEP>G.B. Soares<SEP>	cleaned_0index:3
E. U. Balsbaugh & Jr.				cleaned_0index:0
E. U. Balsbaugh & Jr.				cleaned_0index:0
E. U. Balsbaugh & Jr.				cleaned_0index:0
E. U. Balsbaugh & Jr.				cleaned_0index:0
E. U. Balsbaugh & Jr.				cleaned_0index:0
E. U. Balsbaugh & Jr.				cleaned_0index:0
Eungella Nat. Pk. & G. B. Monteith	Eungella Nat. Pk.	parsed:Eungella Nat. Pk.<SEP>G.B. Monteith	cleaned:<SEP>G.B. Monteith	cleaned_0index:0
European Cave Project & H. Steiner	European Cave Project	parsed:European Cave Project<SEP>H. Steiner	cleaned:<SEP>H. Steiner	cleaned_0index:0
E. Vainio & Lichenes Brasilinses Exsiccati	Lichenes Brasilinses Exsiccati	parsed:E. Vainio<SEP>Lichenes Brasilinses Exsiccati	cleaned:E. Vainio<SEP>	cleaned_0index:1
E. Valladolid & C. W., L. O'Brien & Marshall	C. W.	parsed:E. Valladolid<SEP>C. W.<SEP>L. O'Brien<SEP>Marshall	cleaned:E. Valladolid<SEP><SEP>L. O'Brien<SEP>Marshall	cleaned_0index:1
Evan S. H. Quah. Adult & Bryan L. Stuart. Adult & Bryan L. Stuar	Evan S. H. Quah. Adult	parsed:Evan S. H. Quah. Adult<SEP>Bryan L. Stuart. Adult<SEP>Bryan L. Stuar	cleaned:<SEP><SEP>Bryan L. Stuar	cleaned_0index:0
Evan S. H. Quah. Adult & Bryan L. Stuart. Adult & Bryan L. Stuar	Bryan L. Stuart. Adult	parsed:Evan S. H. Quah. Adult<SEP>Bryan L. Stuart. Adult<SEP>Bryan L. Stuar	cleaned:<SEP><SEP>Bryan L. Stuar	cleaned_0index:1
