source_data	related_parsed_name	parsed_names	cleaned_names	cleaned_index_name_of_empty_result
C. T. Pham & Pham, T. V & B. V. Ngo & Sao La Nature Reserve, A	A Sao La Nature Reserve	parsed:C.T. Pham<SEP>T.V. Pham<SEP>B.V. Ngo<SEP>A Sao La Nature Reserve	cleaned:C.T. Pham<SEP>T.V. Pham<SEP>B.V. Ngo<SEP>	cleaned_0index:3
C. - T. Zhang & X. - Y. Li.	Y. Li.	parsed:C.<SEP>T. Zhang<SEP>X.<SEP>Y. Li.	cleaned:C.<SEP>T. Zhang<SEP>X.<SEP>	cleaned_0index:3
Cuajiniquil & Guanacaste National Park, X & F. A. Quesada	X Guanacaste National Park	parsed:Cuajiniquil<SEP>X Guanacaste National Park<SEP>F.A. Quesada	cleaned:Cuajiniquil<SEP><SEP>F.A. Quesada	cleaned_0index:1
Cuamba & Agriculture Faculty, M	M Agriculture Faculty	parsed:Cuamba<SEP>M Agriculture Faculty	cleaned:Cuamba<SEP>	cleaned_0index:1
Cuautla & Mexico-Oaxaca				cleaned_0index:0
Cubuk II				cleaned_0index:0
Cuc Phuong National Park, N & E. Jendek	N Cuc Phuong National Park	parsed:N Cuc Phuong National Park<SEP>E. Jendek	cleaned:<SEP>E. Jendek	cleaned_0index:0
Cuc Phuong N. P. & Y. S. Bae & Gen. Slide No.	Slide No.	parsed:P. Cuc Phuong N.<SEP>Y.S. Bae<SEP>Slide No.	cleaned:P. Cuc Phuong N.<SEP>Y.S. Bae<SEP>	cleaned_0index:2
Cuernavaca & Col. R. & Gonzalez. Conservation & Complete	R.	parsed:Cuernavaca<SEP>R.<SEP>Gonzalez. Conservation<SEP>Complete	cleaned:Cuernavaca<SEP><SEP><SEP>Complete	cleaned_0index:1
Cuernavaca & Col. R. & Gonzalez. Conservation & Complete	Gonzalez. Conservation	parsed:Cuernavaca<SEP>R.<SEP>Gonzalez. Conservation<SEP>Complete	cleaned:Cuernavaca<SEP><SEP><SEP>Complete	cleaned_0index:2
Cue, T & Eucla, K & B. Howton	K Eucla	parsed:T. Cue<SEP>K Eucla<SEP>B. Howton	cleaned:T. Cue<SEP><SEP>B. Howton	cleaned_0index:1
Cui Le	Cui Le	parsed:Cui Le		cleaned_0index:0
Cui Le	Cui Le	parsed:Cui Le		cleaned_0index:0
Cui Le	Cui Le	parsed:Cui Le		cleaned_0index:0
Cui Le	Cui Le	parsed:Cui Le		cleaned_0index:0
Cui Le.	Cui Le.	parsed:Cui Le.		cleaned_0index:0
Cui Le & Cheng Rui	Cui Le	parsed:Cui Le<SEP>Cheng Rui	cleaned:<SEP>Cheng Rui	cleaned_0index:0
Cui Le & Jiang Nan	Cui Le	parsed:Cui Le<SEP>Jiang Nan	cleaned:<SEP>Jiang Nan	cleaned_0index:0
Cui Le & Li Henan	Cui Le	parsed:Cui Le<SEP>Li Henan	cleaned:<SEP>Li Henan	cleaned_0index:0
Cui Le & Li Henan	Cui Le	parsed:Cui Le<SEP>Li Henan	cleaned:<SEP>Li Henan	cleaned_0index:0
Cui Le & Li Henan	Cui Le	parsed:Cui Le<SEP>Li Henan	cleaned:<SEP>Li Henan	cleaned_0index:0
Cui Le & Li Henan	Cui Le	parsed:Cui Le<SEP>Li Henan	cleaned:<SEP>Li Henan	cleaned_0index:0
Culion Is.	Culion Is.	parsed:Culion Is.		cleaned_0index:0
Culmi. Imprecise data (1): Honduras.				cleaned_0index:0
Cultured & Planaltina	Cultured	parsed:Cultured<SEP>Planaltina	cleaned:<SEP>Planaltina	cleaned_0index:0
Cultured & Planaltina	Cultured	parsed:Cultured<SEP>Planaltina	cleaned:<SEP>Planaltina	cleaned_0index:0
Cultured & Planaltina	Cultured	parsed:Cultured<SEP>Planaltina	cleaned:<SEP>Planaltina	cleaned_0index:0
Cumberland Ck.	Cumberland Ck.	parsed:Cumberland Ck.		cleaned_0index:0
Cuming Collection & R. J. Shuttleworth	Cuming Collection	parsed:Cuming Collection<SEP>R.J. Shuttleworth	cleaned:<SEP>R.J. Shuttleworth	cleaned_0index:0
Cuming Collection & Salle	Cuming Collection	parsed:Cuming Collection<SEP>Salle	cleaned:<SEP>Salle	cleaned_0index:0
Cund. Arbelaez & Viga & Col & Nates. & Prestamo Jul.				cleaned_0index:0
Cundinamarca & Zoologico Santa Cruz	Zoologico Santa Cruz	parsed:Cundinamarca<SEP>Zoologico Santa Cruz	cleaned:Cundinamarca<SEP>	cleaned_0index:1
Curitiba & Coll. Claretiano				cleaned_0index:0
Curitiba & Dept. Zoo.	Dept. Zoo.	parsed:Curitiba<SEP>Dept. Zoo.	cleaned:Curitiba<SEP>	cleaned_0index:1
Curnow & Coll. S. A. Mus				cleaned_0index:0
Currawong Ck.	Currawong Ck.	parsed:Currawong Ck.		cleaned_0index:0
Currowan S. F. & Cabbage Tree Ck.	Cabbage Tree Ck.	parsed:F. Currowan S.<SEP>Cabbage Tree Ck.	cleaned:F. Currowan S.<SEP>	cleaned_0index:1
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal	Curso Sistematica Animal	parsed:Curso Sistematica Animal		cleaned_0index:0
Curso Sistematica Animal & La Paya	Curso Sistematica Animal	parsed:Curso Sistematica Animal<SEP>La Paya	cleaned:<SEP>La Paya	cleaned_0index:0
C. V., C. G. L. Gooding Collection	C. V.	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:0
C. V., C. G. L. Gooding Collection	C. G. L. Gooding Collection	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:1
C. V., C. G. L. Gooding Collection	C. V.	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:0
C. V., C. G. L. Gooding Collection	C. G. L. Gooding Collection	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:1
C. V., C. G. L. Gooding Collection	C. V.	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:0
C. V., C. G. L. Gooding Collection	C. G. L. Gooding Collection	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:1
C. V., C. G. L. Gooding Collection	C. V.	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:0
C. V., C. G. L. Gooding Collection	C. G. L. Gooding Collection	parsed:C. V.<SEP>C. G. L. Gooding Collection	cleaned:<SEP>	cleaned_0index:1
C. Vidthayanon.	C. Vidthayanon.	parsed:C. Vidthayanon.		cleaned_0index:0
C. Vidthayanon.	C. Vidthayanon.	parsed:C. Vidthayanon.		cleaned_0index:0
C. Vidthayanon.	C. Vidthayanon.	parsed:C. Vidthayanon.		cleaned_0index:0
C. Vietnam & R. de Vries.	C de	parsed:C de<SEP>R. de<SEP>Vries	cleaned:<SEP><SEP>Vries	cleaned_0index:0
C. Vietnam & R. de Vries.	R. de	parsed:C de<SEP>R. de<SEP>Vries	cleaned:<SEP><SEP>Vries	cleaned_0index:1
C. V. Riley Collection	C. V. Riley Collection	parsed:C. V. Riley Collection		cleaned_0index:0
C. W. and L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. and L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. and L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. and L. B. O’Brien	C. W.	parsed:C. W.<SEP>L.B. O’Brien	cleaned:<SEP>L.B. O’Brien	cleaned_0index:0
C. W. and L. B. O'Brien & R. Mizuno	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>R. Mizuno	cleaned:<SEP>L.B. O'Brien<SEP>R. Mizuno	cleaned_0index:0
C. W. and L. B. O'Brien & R. Mizuno	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>R. Mizuno	cleaned:<SEP>L.B. O'Brien<SEP>R. Mizuno	cleaned_0index:0
C. W. and L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. and L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. and L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. and L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. Watts & Database No	Database No	parsed:C. Watts<SEP>Database No	cleaned:C. Watts<SEP>	cleaned_0index:1
Cwb & Koppen Classification	Koppen Classification	parsed:Cwb<SEP>Koppen Classification	cleaned:Cwb<SEP>	cleaned_0index:1
C.W. Ferguson Collection	C.W. Ferguson Collection	parsed:C.W. Ferguson Collection		cleaned_0index:0
C W. Frazier & A. F. O ' Farrell				cleaned_0index:0
C. W & L. B. O'Brien	C. W	parsed:C. W<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien.	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien.	C. W.	parsed:C. W.<SEP>L.B. O'Brien	cleaned:<SEP>L.B. O'Brien	cleaned_0index:0
C. W. & L. B. O'Brien Araucaria Forest	C. W.	parsed:C. W.<SEP>L.B.O.'Brien Araucaria Forest	cleaned:<SEP>L.B.O.'Brien Araucaria Forest	cleaned_0index:0
C. W. & L. B. O'Brien Araucaria Forest	C. W.	parsed:C. W.<SEP>L.B.O.'Brien Araucaria Forest	cleaned:<SEP>L.B.O.'Brien Araucaria Forest	cleaned_0index:0
C. W. & L. B. O'Brien & Coccoloba	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Coccoloba	cleaned:<SEP>L.B. O'Brien<SEP>Coccoloba	cleaned_0index:0
C. W. & L. B. O'Brien & Formicomus	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Formicomus	cleaned:<SEP>L.B. O'Brien<SEP>Formicomus	cleaned_0index:0
C. W. & L. B. O'Brien & F. Skillman & J. Monzon	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>F. Skillman<SEP>J. Monzon	cleaned:<SEP>L.B. O'Brien<SEP>F. Skillman<SEP>J. Monzon	cleaned_0index:0
C. W. & L. B. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L.B. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L.B. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. B. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L.B. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. B. O'Brien & G. Wibmer & Choromoto & Higuera	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>G. Wibmer<SEP>Choromoto<SEP>Higuera	cleaned:<SEP>L.B. O'Brien<SEP>G. Wibmer<SEP>Choromoto<SEP>Higuera	cleaned_0index:0
C. W. & L. B O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall	cleaned:<SEP>L.B. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. B. O'Brien & MarshallAchiote	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>MarshallAchiote	cleaned:<SEP>L.B. O'Brien<SEP>MarshallAchiote	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall & C. W. & L. B O'Brien & C. W. 	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall<SEP>C. W.<SEP>L.B. O'Brien<SEP>C. W.	cleaned:<SEP>L.B. O'Brien<SEP>Marshall<SEP><SEP>L.B. O'Brien<SEP>	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall & C. W. & L. B O'Brien & C. W. 	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall<SEP>C. W.<SEP>L.B. O'Brien<SEP>C. W.	cleaned:<SEP>L.B. O'Brien<SEP>Marshall<SEP><SEP>L.B. O'Brien<SEP>	cleaned_0index:3
C. W. & L. B. O'Brien & Marshall & C. W. & L. B O'Brien & C. W. 	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall<SEP>C. W.<SEP>L.B. O'Brien<SEP>C. W.	cleaned:<SEP>L.B. O'Brien<SEP>Marshall<SEP><SEP>L.B. O'Brien<SEP>	cleaned_0index:5
C. W. & L. B. O'Brien & Marshall & C. W. & L. B O'Brien & C. W. 	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall<SEP>C. W.<SEP>L.B. O'Brien<SEP>C. W.	cleaned:<SEP>L.B. O'Brien<SEP>Marshall<SEP><SEP>L.B. O'Brien<SEP>	cleaned_0index:0
C. W. & L. B. O'Brien & Marshall & C. W. & L. B O'Brien & C. W. 	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall<SEP>C. W.<SEP>L.B. O'Brien<SEP>C. W.	cleaned:<SEP>L.B. O'Brien<SEP>Marshall<SEP><SEP>L.B. O'Brien<SEP>	cleaned_0index:3
C. W. & L. B. O'Brien & Marshall & C. W. & L. B O'Brien & C. W. 	C. W.	parsed:C. W.<SEP>L.B. O'Brien<SEP>Marshall<SEP>C. W.<SEP>L.B. O'Brien<SEP>C. W.	cleaned:<SEP>L.B. O'Brien<SEP>Marshall<SEP><SEP>L.B. O'Brien<SEP>	cleaned_0index:5
C. W. & L. O'Brian & Marshall	C. W.	parsed:C. W.<SEP>L. O'Brian<SEP>Marshall	cleaned:<SEP>L. O'Brian<SEP>Marshall	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien	C. W.	parsed:C. W.<SEP>L. O'Brien	cleaned:<SEP>L. O'Brien	cleaned_0index:0
C. W. & L. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. O'Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G.B. Marshall	cleaned:<SEP>L. O'Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. O’Brien & G. B. Marshall	C. W.	parsed:C. W.<SEP>L. O’Brien<SEP>G.B. Marshall	cleaned:<SEP>L. O’Brien<SEP>G.B. Marshall	cleaned_0index:0
C. W. & L. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibmer	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibmer	cleaned:<SEP>L. O'Brien<SEP>G. Wibmer	cleaned_0index:0
C. W. & L. O'Brien & G. Wibner	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibner	cleaned:<SEP>L. O'Brien<SEP>G. Wibner	cleaned_0index:0
C. W. & L. O'Brien & G. Wibner	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibner	cleaned:<SEP>L. O'Brien<SEP>G. Wibner	cleaned_0index:0
C. W. & L. O'Brien & G. Wibner	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>G. Wibner	cleaned:<SEP>L. O'Brien<SEP>G. Wibner	cleaned_0index:0
C. W & L. O'Brien & Marshall	C. W	parsed:C. W<SEP>L. O'Brien<SEP>Marshall	cleaned:<SEP>L. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>Marshall	cleaned:<SEP>L. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>Marshall	cleaned:<SEP>L. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>Marshall	cleaned:<SEP>L. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. O'Brien & Marshall	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>Marshall	cleaned:<SEP>L. O'Brien<SEP>Marshall	cleaned_0index:0
C. W. & L. O'Brien & Wibmer & Temascaltepec & H. E. Hinton & R. 	C. W.	parsed:C. W.<SEP>L. O'Brien<SEP>Wibmer<SEP>Temascaltepec<SEP>H.E. Hinton<SEP>R.	cleaned:<SEP>L. O'Brien<SEP>Wibmer<SEP>Temascaltepec<SEP>H.E. Hinton<SEP>R.	cleaned_0index:0
C. W. & L. W. O'Brien	C. W.	parsed:C. W.<SEP>L.W. O'Brien	cleaned:<SEP>L.W. O'Brien	cleaned_0index:0
C. W. & L. W. O'Brien	C. W.	parsed:C. W.<SEP>L.W. O'Brien	cleaned:<SEP>L.W. O'Brien	cleaned_0index:0
C. W. & L. W. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
C. W. & L. W. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
C. W. & L. W. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
C. W. & L. W. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
C. W. & L. W. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
C. W. & L. W. O'Brien & G. J. Wibmer	C. W.	parsed:C. W.<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned:<SEP>L.W. O'Brien<SEP>G.J. Wibmer	cleaned_0index:0
