,family,given,suffix,particle,dropping_particle,nick,appellation,title,canonical_string_collector_parsed,occurrenceID_collectors_count,occurrenceID_collectors_firstsample,old_index,namematch_source_data,namematch_resource_data,namematch_distance
10288,Levier,E.,,,,,,,"Levier, E.",39,http://id.snsb.info/snsb/collection/476058/586307/257313,18527,"Levier, E.","Levier, E.",0.0
10296,Lewalle,J.,,,,,,,"Lewalle, J.",8,https://herbarium.bgbm.org/object/B100209646,19430,"Lewalle, J.","Lewalle, J.",0.0
10298,Lewejohann,K.,,,,,,,"Lewejohann, K.",4,https://herbarium.bgbm.org/object/B100180416,2009,"Lewejohann, K.","Lewejohann, K.",0.0
10301,Lewis,G.P.,,,,,,,"Lewis, G.P.",1,http://id.snsb.info/snsb/collection/652955/709676/358669,1730,"Lewis, G.P.","Lewis, G.P.",0.0
10302,Lewis,J.H.,,,,,,,"Lewis, J.H.",1,https://dr.jacq.org/DR050672,3488,"Lewis, J.H.","Lewis, J.H.",0.0
10304,Lewis,M.,,,,,,,"Lewis, M.",5,https://herbarium.bgbm.org/object/B100711228,3184,"Lewis, M.","Lewis, M.",0.0
10306,Lewis,W.H.,,,,,,,"Lewis, W.H.",1,https://herbarium.bgbm.org/object/B100296562,13033,"Lewis, W.H.","Lewis, W.H.",0.0
10308,Ley,A.,,,,,,,"Ley, A.",14,https://herbarium.bgbm.org/object/B101107200,18876,"Ley, A.","Ley, A.",0.0
10311,Leybold,F.,,,,,,,"Leybold, F.",2,https://je.jacq.org/JE00019456,4580,"Leybold, F.","Leybold, F.",0.0
10314,Leyens,T.,,,,,,,"Leyens, T.",39,https://herbarium.bgbm.org/object/B100160615,3735,"Leyens, T.","Leyens, T.",0.0
10319,León,J.,,,,,,,"León, J.",1,http://id.snsb.info/snsb/collection/498164/619289/277005,11716,"León, J.","León, J.",0.0
10321,Lhotsky,J.,,,,,,,"Lhotsky, J.",25,http://id.snsb.info/snsb/collection/484423/596540/266181,11621,"Lhotsky, J.","Lhotsky, J.",0.0
10322,Li,C.H.,,,,,,,"Li, C.H.",1,https://herbarium.bgbm.org/object/BGT0002481,18719,"Li, C.H.","Li, C.H.",0.0
10323,Li,D.K.,,,,,,,"Li, D.K.",1,https://je.jacq.org/JE04003094,18742,"Li, D.K.","Li, D.K.",0.0
10324,Li,D.Z.,,,,,,,"Li, D.Z.",1,https://herbarium.bgbm.org/object/B101144343,700,"Li, D.Z.","Li, D.Z.",0.0
10326,Li,J.,,,,,,,"Li, J.",1,https://herbarium.bgbm.org/object/B101108691,16727,"Li, J.","Li, J.",0.0
10327,Li,Q.,,,,,,,"Li, Q.",4,https://herbarium.bgbm.org/object/B101017218,13085,"Li, Q.","Li, Q.",0.0
10328,Li,X.H.,,,,,,,"Li, X.H.",24,https://herbarium.bgbm.org/object/B100513721,4525,"Li, X.H.","Li, X.H.",0.0
10329,Li,X.J.,,,,,,,"Li, X.J.",3,https://herbarium.bgbm.org/object/B101042578,4581,"Li, X.J.","Li, X.J.",0.0
10330,Li,Z.,,,,,,,"Li, Z.",4,https://herbarium.bgbm.org/object/B101017316,2429,"Li, Z.","Li, Z.",0.0
10335,Liben,L.,,,,,,,"Liben, L.",3,https://herbarium.bgbm.org/object/B100076620,6746,"Liben, L.","Liben, L.",0.0
10338,Liberman,M.,,,,,,,"Liberman, M.",12,https://herbarium.bgbm.org/object/B100516766,6883,"Liberman, M.","Liberman, M.",0.0
10341,Licent,E.,,,,,,,"Licent, E.",1,https://herbarium.bgbm.org/object/B100241023,16568,"Licent, E.","Licent, E.",0.0
307,Lickleder,Max,,,,,,,"Lickleder, Max",14,https://je.jacq.org/JE04007213,90,"Lickleder, Max","Lickleder, Max",0.0
10365,Liesner,R.L.,,,,,,,"Liesner, R.L.",7,http://id.snsb.info/snsb/collection/502474/623708/281264,7132,"Liesner, R.L.","Liesner, R.L.",0.0
10371,Lillo,M.,,,,,,,"Lillo, M.",3,http://id.snsb.info/snsb/collection/675655/736378/382409,10006,"Lillo, M.","Lillo, M.",0.0
10376,Lima,C.T.,,,,,,,"Lima, C.T.",1,https://herbarium.bgbm.org/object/B100608796,2608,"Lima, C.T.","Lima, C.T.",0.0
10387,Limminghe,A.M.A.,,,,,,,"Limminghe, A.M.A.",3,https://herbarium.bgbm.org/object/B200129235a,8000,"Limminghe, A.M.A.","Limminghe, A.M.A.",0.0
10390,Limpricht,H.W.,,,,,,,"Limpricht, H.W.",8,https://herbarium.bgbm.org/object/B100279504,1910,"Limpricht, H.W.","Limpricht, H.W.",0.0
10391,Limpricht,K.G.,,,,,,,"Limpricht, K.G.",5,https://je.jacq.org/JE04007002,12358,"Limpricht, K.G.","Limpricht, K.G.",0.0
10396,Linares,J.,,,,,,,"Linares, J.",12,http://id.snsb.info/snsb/collection/520776/644306/302488,3634,"Linares, J.","Linares, J.",0.0
10403,Lind,K.,,,,,,,"Lind, K.",1,https://herbarium.bgbm.org/object/B100250141,17397,"Lind, K.","Lind, K.",0.0
10404,Lindauer,V.W.,,,,,,,"Lindauer, V.W.",3,https://je.jacq.org/JE04004770,5153,"Lindauer, V.W.","Lindauer, V.W.",0.0
10407,Lindberg,G.A.,,,,,,,"Lindberg, G.A.",16,http://id.snsb.info/snsb/collection/498541/619668/277383,3771,"Lindberg, G.A.","Lindberg, G.A.",0.0
10408,Lindberg,H.,,,,,,,"Lindberg, H.",56,https://je.jacq.org/JE04007142,12882,"Lindberg, H.","Lindberg, H.",0.0
10409,Lindberg,S.O.,,,,,,,"Lindberg, S.O.",7,https://je.jacq.org/JE04000844,3282,"Lindberg, S.O.","Lindberg, S.O.",0.0
309,Lindberg,Harald,,,,,,,"Lindberg, Harald",1,https://dr.jacq.org/DR063232,216,"Lindberg, Harald","Lindberg, Harald",0.0
10411,Lindblom,A.E.,,,,,,,"Lindblom, A.E.",1,https://herbarium.bgbm.org/object/B1002416002,20062,"Lindblom, A.E.","Lindblom, A.E.",0.0
10413,Lindeberg,C.J.,,,,,,,"Lindeberg, C.J.",5,https://dr.jacq.org/DR050567,16604,"Lindeberg, C.J.","Lindeberg, C.J.",0.0
10414,Lindeman,J.C.,,,,,,,"Lindeman, J.C.",9,https://herbarium.bgbm.org/object/B100068497,13742,"Lindeman, J.C.","Lindeman, J.C.",0.0
10420,Linden,J.J.,,,,,,,"Linden, J.J.",37,http://id.snsb.info/snsb/collection/498744/619871/277586,18837,"Linden, J.J.","Linden, J.J.",0.0
10423,Linder,D.H.,,,,,,,"Linder, D.H.",5,https://je.jacq.org/JE04005642,16868,"Linder, D.H.","Linder, D.H.",0.0
10424,Linder,H.P.,,,,,,,"Linder, H.P.",6,http://id.snsb.info/snsb/collection/19633/28412/19453,15067,"Linder, H.P.","Linder, H.P.",0.0
10426,Linder,R.,,,,,,,"Linder, R.",2,http://id.snsb.info/snsb/collection/445752/546148/228652,7406,"Linder, R.","Linder, R.",0.0
10427,Linder,T.,,,,,,,"Linder, T.",4,https://je.jacq.org/JE04005899,9507,"Linder, T.","Linder, T.",0.0
310,Lindfors,Axel Matias,,,,,,,"Lindfors, Axel Matias",1,https://dr.jacq.org/DR059801,186,"Lindfors, Axel Matias","Lindfors, Axel Matias",0.0
10431,Lindheimer,F.,,,,,,,"Lindheimer, F.",19,https://herbarium.bgbm.org/object/B101156620,15276,"Lindheimer, F.","Lindheimer, F.",0.0
10435,Lindig,A.,,,,,,,"Lindig, A.",124,https://herbarium.bgbm.org/object/B200130849,19942,"Lindig, A.","Lindig, A.",0.0
10438,Lindley,J.,,,,,,,"Lindley, J.",11,http://id.snsb.info/snsb/collection/195487/479466/177263,18981,"Lindley, J.","Lindley, J.",0.0
10439,Lindman,C.A.M.,,,,,,,"Lindman, C.A.M.",20,https://je.jacq.org/JE04002243,7218,"Lindman, C.A.M.","Lindman, C.A.M.",0.0
10454,Linkola,K.,,,,,,,"Linkola, K.",1,https://herbarium.bgbm.org/object/B100124087,11686,"Linkola, K.","Linkola, K.",0.0
10455,Linnaeus,C.,,von,,,,,"Linnaeus, C.",5,http://id.snsb.info/snsb/collection/457275/558273/236752,3722,"Linnaeus, C.","Linnaeus, C.",0.0
10460,Linton,E.F.,,,,,,,"Linton, E.F.",1,https://dr.jacq.org/DR067051,2274,"Linton, E.F.","Linton, E.F.",0.0
10462,Linzen,T.,,,,,,,"Linzen, T.",1,https://je.jacq.org/JE00011633,19073,"Linzen, T.","Linzen, T.",0.0
10465,Liogier,H.A.,,,,,,,"Liogier, H.A.",3,https://herbarium.bgbm.org/object/B100243707,17377,"Liogier, H.A.","Liogier, H.A.",0.0
10472,Lippert,W.,,,,,,,"Lippert, W.",57,http://id.snsb.info/snsb/collection/118519/177318/119478,3197,"Lippert, W.","Lippert, W.",0.0
10473,Lippold,H.,,,,,,,"Lippold, H.",228,https://herbarium.bgbm.org/object/B100381140,19362,"Lippold, H.","Lippold, H.",0.0
10480,Lipsky,V.I.,,,,,,,"Lipsky, V.I.",28,http://id.snsb.info/snsb/collection/455745/556274/235225,11611,"Lipsky, V.I.","Lipsky, V.I.",0.0
10486,Lisowski,S.,,,,,,,"Lisowski, S.",1,https://herbarium.bgbm.org/object/B100253866,13653,"Lisowski, S.","Lisowski, S.",0.0
10493,Litt,A.,,,,,,,"Litt, A.",1,https://herbarium.bgbm.org/object/B100247471,12077,"Litt, A.","Litt, A.",0.0
10494,Litterski,B.,,,,,,,"Litterski, B.",4,https://herbarium.bgbm.org/object/B700003683,16674,"Litterski, B.","Litterski, B.",0.0
10495,Little,E.L.,Jr.,,,,,,"Little, E.L.",5,https://herbarium.bgbm.org/object/B100244623,17210,"Little, E.L.","Little, E.L.",0.0
10496,Litvinov,D.,,,,,,,"Litvinov, D.",18,https://herbarium.bgbm.org/object/B100241583,1139,"Litvinov, D.","Litvinov, D.",0.0
10502,Liu,B.B.,,,,,,,"Liu, B.B.",1,https://herbarium.bgbm.org/object/B100624632,10787,"Liu, B.B.","Liu, B.B.",0.0
10504,Liu,Q.X.,,,,,,,"Liu, Q.X.",1,https://herbarium.bgbm.org/object/B100058090,17828,"Liu, Q.X.","Liu, Q.X.",0.0
312,Liu,Zheng-yu,,,,,,,"Liu, Zheng-yu",2,https://herbarium.bgbm.org/object/B100517349,519,"Liu, Zheng-yu","Liu, Zheng Yu",0.0
10509,Ljungner,E.,,,,,,,"Ljungner, E.",4,https://je.jacq.org/JE04002181,10862,"Ljungner, E.","Ljungner, E.",0.0
10510,Ljungström,E.,,,,,,,"Ljungström, E.",1,https://herbarium.bgbm.org/object/B101137429,18717,"Ljungström, E.","Ljungström, E.",0.0
10511,Llamozas,S.,,,,,,,"Llamozas, S.",1,https://herbarium.bgbm.org/object/B100030508,4409,"Llamozas, S.","Llamozas, S.",0.0
10516,Lleras,E.,,,,,,,"Lleras, E.",1,http://id.snsb.info/snsb/collection/445355/545592/228241,12998,"Lleras, E.","Lleras, E.",0.0
10517,Llorens,L.,,,,,,,"Llorens, L.",1,http://id.snsb.info/snsb/collection/459238/559939/238087,18406,"Llorens, L.","Llorens, L.",0.0
10520,Lloyd,C.G.,,,,,,,"Lloyd, C.G.",4,https://je.jacq.org/JE00002698,8724,"Lloyd, C.G.","Lloyd, C.G.",0.0
10521,Lloyd,J.,,,,,,,"Lloyd, J.",5,https://je.jacq.org/JE00002231,18872,"Lloyd, J.","Lloyd, J.",0.0
10523,Lloyd,R.M.,,,,,,,"Lloyd, R.M.",2,https://herbarium.bgbm.org/object/B100177815,17732,"Lloyd, R.M.","Lloyd, R.M.",0.0
10528,Lobb,T.,,,,,,,"Lobb, T.",1,https://herbarium.bgbm.org/object/B200144863,8993,"Lobb, T.","Lobb, T.",0.0
10529,Lobb,W.,,,,,,,"Lobb, W.",1,https://herbarium.bgbm.org/object/B101157220,13517,"Lobb, W.","Lobb, W.",0.0
10531,Lobin,W.,,,,,,,"Lobin, W.",19,https://herbarium.bgbm.org/object/B100003017,17960,"Lobin, W.","Lobin, W.",0.0
10537,Lock,J.M.,,,,,,,"Lock, J.M.",2,https://herbarium.bgbm.org/object/B100026121,4829,"Lock, J.M.","Lock, J.M.",0.0
10539,Lockhart,D.,,,,,,,"Lockhart, D.",1,https://herbarium.bgbm.org/object/B200142447,14427,"Lockhart, D.","Lockhart, D.",0.0
10542,Loddiges,C.,,,,,,,"Loddiges, C.",38,http://id.snsb.info/snsb/collection/501573/622807/280363,8474,"Loddiges, C.","Loddiges, C.",0.0
10546,Lodny,J.,,,,,,,"Lodny, J.",231,https://dr.jacq.org/DR020215,20250,"Lodny, J.","Lodny, J.",0.0
10552,Loesener,T.,,,,,,,"Loesener, T.",1,https://herbarium.bgbm.org/object/B180009486,5428,"Loesener, T.","Loesener, T.",0.0
10554,Loeske,L.,,,,,,,"Loeske, L.",14,https://je.jacq.org/JE04005492,16945,"Loeske, L.","Loeske, L.",0.0
10559,Lohde,G.,,,,,,,"Lohde, G.",1,https://herbarium.bgbm.org/object/B100560551,17490,"Lohde, G.","Lohde, G.",0.0
10560,Loher,A.,,,,,,,"Loher, A.",230,http://id.snsb.info/snsb/collection/16923/25702/16743,2630,"Loher, A.","Loher, A.",0.0
10565,Lohmeyer,T.R.,,,,,,,"Lohmeyer, T.R.",5,https://herbarium.bgbm.org/object/B700004737,16928,"Lohmeyer, T.R.","Lohmeyer, T.R.",0.0
10571,Loitlesberger,K.,,,,,,,"Loitlesberger, K.",20,https://je.jacq.org/JE04003161,9681,"Loitlesberger, K.","Loitlesberger, K.",0.0
10574,Lojka,H.,,,,,,,"Lojka, H.",3,https://je.jacq.org/JE00013480,5968,"Lojka, H.","Lojka, H.",0.0
10578,Lomonosova,M.N.,,,,,,,"Lomonosova, M.N.",5,https://herbarium.bgbm.org/object/B100245891,9918,"Lomonosova, M.N.","Lomonosova, M.N.",0.0
10583,Long,B.H.,,,,,,,"Long, B.H.",7,https://herbarium.bgbm.org/object/B100011917,10628,"Long, B.H.","Long, B.H.",0.0
10584,Long,D.G.,,,,,,,"Long, D.G.",37,https://je.jacq.org/JE04003103,10050,"Long, D.G.","Long, D.G.",0.0
10587,Longa,M.,,,,,,,"Longa, M.",15,http://id.snsb.info/snsb/collection/23616/32394/23186,9807,"Longa, M.","Longa, M.",0.0
10589,Longton,R.E.,,,,,,,"Longton, R.E.",2,https://je.jacq.org/JE04009292,18260,"Longton, R.E.","Longton, R.E.",0.0
10591,Looman,J.,,,,,,,"Looman, J.",1,https://herbarium.bgbm.org/object/B100623173,17391,"Looman, J.","Looman, J.",0.0
10592,Loos,G.H.,,,,,,,"Loos, G.H.",1,https://herbarium.bgbm.org/object/B100463754,2206,"Loos, G.H.","Loos, G.H.",0.0
10597,Looser,G.,,,,,,,"Looser, G.",4,http://id.snsb.info/snsb/collection/408327/477618/192211,3613,"Looser, G.","Looser, G.",0.0
10611,Lorek,M.,,,,,,,"Lorek, M.",6,https://herbarium.bgbm.org/object/B100741153,19442,"Lorek, M.","Lorek, M.",0.0
10613,Lorent,J.A.,,,,,,,"Lorent, J.A.",90,http://id.snsb.info/snsb/collection/113412/172190/114478,4740,"Lorent, J.A.","Lorent, J.A.",0.0
10618,Lorentz,P.G.,,,,,,,"Lorentz, P.G.",649,http://id.snsb.info/snsb/collection/118291/177091/119304,10319,"Lorentz, P.G.","Lorentz, P.G.",0.0
10620,Lorenz,B.,,,,,,,"Lorenz, B.",2,https://dr.jacq.org/DR064183,10729,"Lorenz, B.","Lorenz, B.",0.0
10622,Lorenzen,M.,,,,,,,"Lorenzen, M.",2,https://dr.jacq.org/DR000958,5543,"Lorenzen, M.","Lorenzen, M.",0.0
10623,Loret,H.,,,,,,,"Loret, H.",2,https://herbarium.bgbm.org/object/B100241228,12847,"Loret, H.","Loret, H.",0.0
10624,Lorey,F.,,,,,,,"Lorey, F.",1,https://je.jacq.org/JE00017868,4456,"Lorey, F.","Lorey, F.",0.0
10627,Lorinser,G.,,,,,,,"Lorinser, G.",7,https://herbarium.bgbm.org/object/B100841446,2114,"Lorinser, G.","Lorinser, G.",0.0
10637,Losa Quintana,J.M.,,,,,,,"Losa Quintana, J.M.",4,https://herbarium.bgbm.org/object/B100184308,3278,"Losa Quintana, J.M.","Losa-Quintana, J.M.",0.0
10646,Lothian,T.R.N.,,,,,,,"Lothian, T.R.N.",1,http://id.snsb.info/snsb/collection/667899/726509/374172,17944,"Lothian, T.R.N.","Lothian, T.R.N.",0.0
10654,Louis,A.M.,,,,,,,"Louis, A.M.",2,http://id.snsb.info/snsb/collection/502055/623289/280845,18462,"Louis, A.M.","Louis, A.M.",0.0
10659,Louis,J.L.P.,,,,,,,"Louis, J.L.P.",15,http://id.snsb.info/snsb/collection/494533/609691/276373,16744,"Louis, J.L.P.","Louis, J.L.P.",0.0
10661,Louis-Marie,,,,,,,,Louis-Marie,1,https://dr.jacq.org/DR047518,9812,Louis-Marie,Louis-Marie,0.0
10667,Lousley,J.E.,,,,,,,"Lousley, J.E.",4,https://dr.jacq.org/DR057808,6002,"Lousley, J.E.","Lousley, J.E.",0.0
10672,Lovis,J.D.,,,,,,,"Lovis, J.D.",2,https://herbarium.bgbm.org/object/B200171892,14390,"Lovis, J.D.","Lovis, J.D.",0.0
10676,Lowe,R.T.,,,,,,,"Lowe, R.T.",9,http://id.snsb.info/snsb/collection/489221/601457/271105,13836,"Lowe, R.T.","Lowe, R.T.",0.0
10677,Lowry,P.P.,,,,,,,"Lowry, P.P.",2,https://herbarium.bgbm.org/object/B100124924,9097,"Lowry, P.P.","Lowry, P.P.",0.0
10681,Lozano,R.,,,,,,,"Lozano, R.",1,https://herbarium.bgbm.org/object/B100710987,6091,"Lozano, R.","Lozano, R.",0.0
10684,Lubienski,M.,,,,,,,"Lubienski, M.",1,https://herbarium.bgbm.org/object/B200155472,19676,"Lubienski, M.","Lubienski, M.",0.0
10694,Luceño,M.,,,,,,,"Luceño, M.",9,https://herbarium.bgbm.org/object/B100009985,11551,"Luceño, M.","Luceño, M.",0.0
10702,Ludlow,F.,,,,,,,"Ludlow, F.",1,https://herbarium.bgbm.org/object/B100386890,1468,"Ludlow, F.","Ludlow, F.",0.0
10705,Ludwig,A.,,,,,,,"Ludwig, A.",126,https://herbarium.bgbm.org/object/B100766534,9903,"Ludwig, A.","Ludwig, A.",0.0
10707,Ludwig,C.F.,,,,,,,"Ludwig, C.F.",19,https://herbarium.bgbm.org/object/B310134031,12914,"Ludwig, C.F.","Ludwig, C.F.",0.0
10710,Ludwig,R.,,,,,,,"Ludwig, R.",6,https://herbarium.bgbm.org/object/BGT0007091,2070,"Ludwig, R.","Ludwig, R.",0.0
10712,Ludwig,W.,,,,,,,"Ludwig, W.",1,https://herbarium.bgbm.org/object/B100463900,16534,"Ludwig, W.","Ludwig, W.",0.0
10716,Luebert,F.,,,,,,,"Luebert, F.",50,https://herbarium.bgbm.org/object/B100555949,19790,"Luebert, F.","Luebert, F.",0.0
10727,Lugard,E.J.,,,,,,,"Lugard, E.J.",1,https://herbarium.bgbm.org/object/B101186285,3971,"Lugard, E.J.","Lugard, E.J.",0.0
10734,Luisier,A.,,,,,,,"Luisier, A.",1,https://je.jacq.org/JE04000434,17522,"Luisier, A.","Luisier, A.",0.0
10738,Luizet,D.,,,,,,,"Luizet, D.",2,https://herbarium.bgbm.org/object/B100002866,11888,"Luizet, D.","Luizet, D.",0.0
10744,Lullfitz,F.,,,,,,,"Lullfitz, F.",1,https://herbarium.bgbm.org/object/B100294624,4447,"Lullfitz, F.","Lullfitz, F.",0.0
10747,Lumbsch,H.T.,,,,,,,"Lumbsch, H.T.",2,https://herbarium.bgbm.org/object/B600092290,4526,"Lumbsch, H.T.","Lumbsch, H.T.",0.0
10753,Lund,P.W.,,,,,,,"Lund, P.W.",4,http://id.snsb.info/snsb/collection/498672/619799/277514,1167,"Lund, P.W.","Lund, P.W.",0.0
10755,Lundell,C.L.,,,,,,,"Lundell, C.L.",1,https://je.jacq.org/JE04001294,8702,"Lundell, C.L.","Lundell, C.L.",0.0
10758,Lundgren,J.,,,,,,,"Lundgren, J.",194,http://id.snsb.info/snsb/collection/19699/28478/19519,750,"Lundgren, J.","Lundgren, J.",0.0
10759,Lundin,R.,,,,,,,"Lundin, R.",31,https://herbarium.bgbm.org/object/B101043409,6909,"Lundin, R.","Lundin, R.",0.0
10767,Luong,D.T.,,,,,,,"Luong, D.T.",568,https://herbarium.bgbm.org/object/B101006789,10224,"Luong, D.T.","Luong, D.T.",0.0
10769,Lupu,I.,,,,,,,"Lupu, I.",1,https://herbarium.bgbm.org/object/B101015498,3799,"Lupu, I.","Lupu, I.",0.0
10770,Luque,T.,,,,,,,"Luque, T.",3,https://herbarium.bgbm.org/object/B100014528,9202,"Luque, T.","Luque, T.",0.0
10775,Luschnath,B.,,,,,,,"Luschnath, B.",35,http://id.snsb.info/snsb/collection/445106/545319/227992,11742,"Luschnath, B.","Luschnath, B.",0.0
10779,Luteyn,J.L.,,,,,,,"Luteyn, J.L.",5,https://herbarium.bgbm.org/object/B100242772,16779,"Luteyn, J.L.","Luteyn, J.L.",0.0
10782,Lutze,G.,,,,,,,"Lutze, G.",2,https://dr.jacq.org/DR029860,12813,"Lutze, G.","Lutze, G.",0.0
10792,Lyall,D.,,,,,,,"Lyall, D.",4,https://herbarium.bgbm.org/object/B180011494,19591,"Lyall, D.","Lyall, D.",0.0
10793,Lyall,R.,,,,,,,"Lyall, R.",1,https://je.jacq.org/JE04002690,17551,"Lyall, R.","Lyall, R.",0.0
10796,Lyka,K.,,,,,,,"Lyka, K.",2,https://herbarium.bgbm.org/object/B101068268,7357,"Lyka, K.","Lyka, K.",0.0
10798,Lynes,H.,,,,,,,"Lynes, H.",1,https://herbarium.bgbm.org/object/B100158132,18626,"Lynes, H.","Lynes, H.",0.0
10800,Lysenko,T.,,,,,,,"Lysenko, T.",2,https://herbarium.bgbm.org/object/B100620710,1082,"Lysenko, T.","Lysenko, T.",0.0
10803,Lythgoe,J.N.,,,,,,,"Lythgoe, J.N.",1,https://herbarium.bgbm.org/object/B100003774,8697,"Lythgoe, J.N.","Lythgoe, J.N.",0.0
10806,Láng,A.F.,,,,,,,"Láng, A.F.",25,http://id.snsb.info/snsb/collection/118514/177313/119474,5703,"Láng, A.F.","Láng, A.F.",0.0
10807,László,K.,,,,,,,"László, K.",3,https://herbarium.bgbm.org/object/B100604792,7450,"László, K.","László, K.",0.0
10819,Léonard,J.J.G.,,,,,,,"Léonard, J.J.G.",18,http://id.snsb.info/snsb/collection/473960/583719/255187,9942,"Léonard, J.J.G.","Léonard, J.J.G.",0.0
10833,López,A.,,,,,,,"López, A.",194,https://herbarium.bgbm.org/object/B100040232,6226,"López, A.","López, A.",0.0
10835,López,C.,,,,,,,"López, C.",32,https://herbarium.bgbm.org/object/B100113391,14028,"López, C.","López, C.",0.0
10837,López,E.,,,,,,,"López, E.",17,https://herbarium.bgbm.org/object/B100031733,4165,"López, E.","López, E.",0.0
10840,López,I.,,,,,,,"López, I.",18,https://herbarium.bgbm.org/object/B100459206,10099,"López, I.","López, I.",0.0
10841,López,J.,,,,,,,"López, J.",20,https://herbarium.bgbm.org/object/B100041374,980,"López, J.","López, J.",0.0
10829,López Figueiras,M.,,,,,,,"López Figueiras, M.",4,https://herbarium.bgbm.org/object/B100243709,12106,"López Figueiras, M.","López-Figueiras, M.",0.0
10855,López-Figueiras,M.,,,,,,,"López-Figueiras, M.",3,https://herbarium.bgbm.org/object/B300241690,17901,"López-Figueiras, M.","López-Figueiras, M.",0.0
10871,Løjtnant,B.,,,,,,,"Løjtnant, B.",1,https://herbarium.bgbm.org/object/B200082768,5277,"Løjtnant, B.","Løjtnant, B.",0.0
10872,Lübbert,A.,,,,,,,"Lübbert, A.",6,https://herbarium.bgbm.org/object/B180006256,7354,"Lübbert, A.","Lübbert, A.",0.0
10873,Lübeck,H.G.,,,,,,,"Lübeck, H.G.",3,https://je.jacq.org/JE00013170,3116,"Lübeck, H.G.","Lübeck, H.G.",0.0
10875,Lücking,R.,,,,,,,"Lücking, R.",231,https://herbarium.bgbm.org/object/B101139926,3484,"Lücking, R.","Lücking, R.",0.0
10878,Lüderwaldt,A.,,,,,,,"Lüderwaldt, A.",24,https://dr.jacq.org/DR048661,9325,"Lüderwaldt, A.","Lüderwaldt, A.",0.0
10889,Lützow,G.,,,,,,,"Lützow, G.",1,https://herbarium.bgbm.org/object/B100124097,4642,"Lützow, G.","Lützow, G.",0.0
10891,Ma,C.G.,,,,,,,"Ma, C.G.",7,https://herbarium.bgbm.org/object/B100186761,3849,"Ma, C.G.","Ma, C.G.",0.0
10899,Maass,G.,,,,,,,"Maass, G.",5,https://dr.jacq.org/DR059323,15554,"Maass, G.","Maass, G.",0.0
10900,Maass,W.S.G.,,,,,,,"Maass, W.S.G.",1,https://herbarium.bgbm.org/object/B600325616,11770,"Maass, W.S.G.","Maass, W.S.G.",0.0
320,Maass,Gustav,,,,,,,"Maass, Gustav",4,https://je.jacq.org/JE00014333,274,"Maass, Gustav","Maass, Gustav",0.0
10901,Maassoumi,A.A.,,,,,,,"Maassoumi, A.A.",44,http://id.snsb.info/snsb/collection/468853/575156/247805,8388,"Maassoumi, A.A.","Maassoumi, A.A.",0.0
10905,Mabille,P.,,,,,,,"Mabille, P.",1,https://herbarium.bgbm.org/object/B100474921,12054,"Mabille, P.","Mabille, P.",0.0
10908,MacDaniels,L.H.,,,,,,,"MacDaniels, L.H.",3,https://herbarium.bgbm.org/object/B101160405,8630,"MacDaniels, L.H.","MacDaniels, L.H.",0.0
10910,MacDougal,D.T.,,,,,,,"MacDougal, D.T.",1,https://herbarium.bgbm.org/object/B100241317,11593,"MacDougal, D.T.","MacDougal, D.T.",0.0
10911,MacDougal,J.M.,,,,,,,"MacDougal, J.M.",4,https://herbarium.bgbm.org/object/B100049798,4865,"MacDougal, J.M.","MacDougal, J.M.",0.0
10914,MacDougall,T.B.,,,,,,,"MacDougall, T.B.",11,http://id.snsb.info/snsb/collection/195033/479006/176809,13792,"MacDougall, T.B.","MacDougall, T.B.",0.0
10915,MacFadyen,J.,,,,,,,"MacFadyen, J.",1,https://herbarium.bgbm.org/object/B100249139,19351,"MacFadyen, J.","Macfadyen, J.",0.0
10916,MacGillivray,J.,,,,,,,"MacGillivray, J.",4,https://herbarium.bgbm.org/object/B200096741,11275,"MacGillivray, J.","MacGillivray, J.",0.0
10917,MacGillivray,W.,,,,,,,"MacGillivray, W.",1,http://id.snsb.info/snsb/collection/652284/708999/357957,7304,"MacGillivray, W.","MacGillivray, W.",0.0
10919,MacGregor,W.,,,,,,,"MacGregor, W.",23,http://id.snsb.info/snsb/collection/648672/704342/354376,19927,"MacGregor, W.","MacGregor, W.",0.0
10920,MacKee,H.S.,,,,,,,"MacKee, H.S.",24,https://herbarium.bgbm.org/object/B101202989,12224,"MacKee, H.S.","MacKee, H.S.",0.0
10921,MacKee,M.,,,,,,,"MacKee, M.",4,https://herbarium.bgbm.org/object/B100617197,377,"MacKee, M.","MacKee, M.",0.0
10928,MacOwan,P.,,,,,,,"MacOwan, P.",54,https://herbarium.bgbm.org/object/B100057398,10912,"MacOwan, P.","MacOwan, P.",0.0
10934,Macbride,J.F.,,,,,,,"Macbride, J.F.",54,https://herbarium.bgbm.org/object/B100004625,14040,"Macbride, J.F.","Macbride, J.F.",0.0
10938,Macfarlane,J.M.,,,,,,,"Macfarlane, J.M.",1,https://herbarium.bgbm.org/object/B100249486,3307,"Macfarlane, J.M.","Macfarlane, J.M.",0.0
10942,Machado,T.M.,,,,,,,"Machado, T.M.",1,https://herbarium.bgbm.org/object/B200172001,983,"Machado, T.M.","Machado, T.M.",0.0
10945,Mackee,M.,,,,,,,"Mackee, M.",8,https://herbarium.bgbm.org/object/B100295995,5369,"Mackee, M.","MacKee, M.",0.0
