recordedBy	occurrenceID_count	occurrenceID_first
Elmer, A.D.E. (no. 20607)	1	http://id.snsb.info/snsb/collection/501327/622546/280130
Elmer, A.D.E. (no. 20612)	1	http://id.snsb.info/snsb/collection/501329/622548/280132
Elmer, A.D.E. (no. 20615)	1	http://id.snsb.info/snsb/collection/476887/587293/257999
Elmer, A.D.E. (no. 20622)	1	http://id.snsb.info/snsb/collection/426878/526202/210694
Elmer, A.D.E. (no. 20626)	1	http://id.snsb.info/snsb/collection/464924/566498/243770
Elmer, A.D.E. (no. 20633)	1	http://id.snsb.info/snsb/collection/195274/479258/177050
Elmer, A.D.E. (no. 20635)	1	http://id.snsb.info/snsb/collection/498324/619451/277166
Elmer, A.D.E. (no. 20652)	1	http://id.snsb.info/snsb/collection/467629/571983/246581
Elmer, A.D.E. (no. 20665)	1	http://id.snsb.info/snsb/collection/669948/729443/376272
Elmer, A.D.E. (no. 20666)	1	http://id.snsb.info/snsb/collection/196677/526866/178444
Elmer, A.D.E. (no. 20673)	1	http://id.snsb.info/snsb/collection/428435/526818/211232
Elmer, A.D.E. (no. 20675)	1	http://id.snsb.info/snsb/collection/653290/710013/359017
Elmer, A.D.E. (no. 20679)	1	http://id.snsb.info/snsb/collection/724480/793633/427495
Elmer, A.D.E. (no. 20684)	1	http://id.snsb.info/snsb/collection/645226/700117/350856
Elmer, A.D.E. (no. 20686)	1	http://id.snsb.info/snsb/collection/501543/622777/280333
Elmer, A.D.E. (no. 20707)	1	http://id.snsb.info/snsb/collection/514843/637976/294557
Elmer, A.D.E. (no. 20708)	1	http://id.snsb.info/snsb/collection/513661/636253/293262
Elmer, A.D.E. (no. 20713)	1	http://id.snsb.info/snsb/collection/658520/716296/365497
Elmer, A.D.E. (no. 20726)	1	http://id.snsb.info/snsb/collection/498340/619467/277182
Elmer, A.D.E. (no. 20727)	1	http://id.snsb.info/snsb/collection/25335/34113/24899
Elmer, A.D.E. (no. 20736)	1	http://id.snsb.info/snsb/collection/25333/34111/24897
Elmer, A.D.E. (no. 20742)	1	http://id.snsb.info/snsb/collection/667984/726594/374257
Elmer, A.D.E. (no. 20749)	1	http://id.snsb.info/snsb/collection/645869/700929/351519
Elmer, A.D.E. (no. 20756)	1	http://id.snsb.info/snsb/collection/464912/566486/243758
Elmer, A.D.E. (no. 20767)	1	http://id.snsb.info/snsb/collection/467528/571882/246480
Elmer, A.D.E. (no. 20768)	1	http://id.snsb.info/snsb/collection/680237/742668/387070
Elmer, A.D.E. (no. 20776)	1	http://id.snsb.info/snsb/collection/669946/729441/376270
Elmer, A.D.E. (no. 20777)	1	http://id.snsb.info/snsb/collection/501542/622776/280332
Elmer, A.D.E. (no. 20782)	1	http://id.snsb.info/snsb/collection/408778/478184/192660
Elmer, A.D.E. (no. 20807)	1	http://id.snsb.info/snsb/collection/25088/33866/24652
Elmer, A.D.E. (no. 20808)	1	http://id.snsb.info/snsb/collection/196679/526868/178446
Elmer, A.D.E. (no. 20823)	1	http://id.snsb.info/snsb/collection/501520/622754/280310
Elmer, A.D.E. (no. 20825)	1	http://id.snsb.info/snsb/collection/501562/622796/280352
Elmer, A.D.E. (no. 20829)	1	http://id.snsb.info/snsb/collection/480728/591851/262109
Elmer, A.D.E. (no. 20831)	1	http://id.snsb.info/snsb/collection/494657/609807/276486
Elmer, A.D.E. (no. 20838)	1	http://id.snsb.info/snsb/collection/24170/32948/23740
Elmer, A.D.E. (no. 20840)	1	http://id.snsb.info/snsb/collection/501561/622795/280351
Elmer, A.D.E. (no. 20842)	1	http://id.snsb.info/snsb/collection/681446/744322/388374
Elmer, A.D.E. (no. 20845)	1	http://id.snsb.info/snsb/collection/494453/609611/276309
Elmer, A.D.E. (no. 20854)	1	http://id.snsb.info/snsb/collection/645381/700382/351031
Elmer, A.D.E. (no. 20855)	1	http://id.snsb.info/snsb/collection/24822/33600/24387
Elmer, A.D.E. (no. 20862)	1	http://id.snsb.info/snsb/collection/665691/724059/371817
Elmer, A.D.E. (no. 20867)	1	http://id.snsb.info/snsb/collection/479572/590614/260551
Elmer, A.D.E. (no. 20870)	1	http://id.snsb.info/snsb/collection/669956/729451/376280
Elmer, A.D.E. (no. 20872)	1	http://id.snsb.info/snsb/collection/667409/725990/373644
Elmer, A.D.E. (no. 20875)	1	http://id.snsb.info/snsb/collection/408777/478183/192659
Elmer, A.D.E. (no. 20881)	1	http://id.snsb.info/snsb/collection/670624/730168/376993
Elmer, A.D.E. (no. 20889)	1	http://id.snsb.info/snsb/collection/504204/625473/282981
Elmer, A.D.E. (no. 20892)	1	http://id.snsb.info/snsb/collection/498323/619450/277165
Elmer, A.D.E. (no. 20895)	1	http://id.snsb.info/snsb/collection/670232/729727/376556
Elmer, A.D.E. (no. 20899)	1	http://id.snsb.info/snsb/collection/516194/639364/296148
Elmer, A.D.E. (no. 20906)	1	http://id.snsb.info/snsb/collection/195803/479885/177579
Elmer, A.D.E. (no. 20911)	1	http://id.snsb.info/snsb/collection/503535/624795/282306
Elmer, A.D.E. (no. 20931)	1	http://id.snsb.info/snsb/collection/408776/478182/192658
Elmer, A.D.E. (no. 20935)	1	http://id.snsb.info/snsb/collection/574573/661862/314483
Elmer, A.D.E. (no. 20936)	1	http://id.snsb.info/snsb/collection/667985/726595/374258
Elmer, A.D.E. (no. 20944)	1	http://id.snsb.info/snsb/collection/645228/700119/350858
Elmer, A.D.E. (no. 20954)	1	http://id.snsb.info/snsb/collection/645235/700126/350865
Elmer, A.D.E. (no. 20965)	1	http://id.snsb.info/snsb/collection/680238/742669/387071
Elmer, A.D.E. (no. 20966)	1	http://id.snsb.info/snsb/collection/455065/555592/234545
Elmer, A.D.E. (no. 20976)	1	http://id.snsb.info/snsb/collection/494756/609906/276585
Elmer, A.D.E. (no. 20982)	1	http://id.snsb.info/snsb/collection/494454/609612/276310
Elmer, A.D.E. (no. 20987)	1	http://id.snsb.info/snsb/collection/428433/526816/211230
Elmer, A.D.E. (no. 20990)	1	http://id.snsb.info/snsb/collection/480029/591075/260999
Elmer, A.D.E. (no. 21004)	1	http://id.snsb.info/snsb/collection/24824/33602/24389
Elmer, A.D.E. (no. 21012)	1	http://id.snsb.info/snsb/collection/499083/620211/277922
Elmer, A.D.E. (no. 21014)	1	http://id.snsb.info/snsb/collection/408764/478170/192646
Elmer, A.D.E. (no. 21017)	1	http://id.snsb.info/snsb/collection/670235/729730/376559
Elmer, A.D.E. (no. 21025)	1	http://id.snsb.info/snsb/collection/463757/565096/242604
Elmer, A.D.E. (no. 21027)	1	http://id.snsb.info/snsb/collection/464948/566522/243794
Elmer, A.D.E. (no. 21028)	1	http://id.snsb.info/snsb/collection/507424/628871/286398
Elmer, A.D.E. (no. 21038)	1	http://id.snsb.info/snsb/collection/477019/587425/258131
Elmer, A.D.E. (no. 21040)	1	http://id.snsb.info/snsb/collection/670234/729729/376558
Elmer, A.D.E. (no. 21042)	1	http://id.snsb.info/snsb/collection/670214/729709/376538
Elmer, A.D.E. (no. 21043)	1	http://id.snsb.info/snsb/collection/503523/624781/282293
Elmer, A.D.E. (no. 21048)	1	http://id.snsb.info/snsb/collection/645236/700127/350866
Elmer, A.D.E. (no. 21065)	1	http://id.snsb.info/snsb/collection/24825/33603/24390
Elmer, A.D.E. (no. 21067)	1	http://id.snsb.info/snsb/collection/501977/623211/280767
Elmer, A.D.E. (no. 21073)	1	http://id.snsb.info/snsb/collection/675243/735905/381981
Elmer, A.D.E. (no. 21078)	1	http://id.snsb.info/snsb/collection/668026/726636/374299
Elmer, A.D.E. (no. 21081)	1	http://id.snsb.info/snsb/collection/670407/729901/376730
Elmer, A.D.E. (no. 21090)	1	http://id.snsb.info/snsb/collection/669952/729447/376276
Elmer, A.D.E. (no. 21091)	1	http://id.snsb.info/snsb/collection/467529/571883/246481
Elmer, A.D.E. (no. 21094)	1	http://id.snsb.info/snsb/collection/503525/624783/282295
Elmer, A.D.E. (no. 21102)	1	http://id.snsb.info/snsb/collection/501460/622694/280250
Elmer, A.D.E. (no. 21104)	1	http://id.snsb.info/snsb/collection/480729/591852/262110
Elmer, A.D.E. (no. 21105)	1	http://id.snsb.info/snsb/collection/464946/566520/243792
Elmer, A.D.E. (no. 21107)	1	http://id.snsb.info/snsb/collection/456692/557690/236169
Elmer, A.D.E. (no. 21116)	1	http://id.snsb.info/snsb/collection/463546/564885/242393
Elmer, A.D.E. (no. 21123)	1	http://id.snsb.info/snsb/collection/426877/526201/210693
Elmer, A.D.E. (no. 21124)	1	http://id.snsb.info/snsb/collection/408816/478222/192698
Elmer, A.D.E. (no. 21138)	1	http://id.snsb.info/snsb/collection/490793/603029/272677
Elmer, A.D.E. (no. 21139)	1	http://id.snsb.info/snsb/collection/500875/622094/279678
Elmer, A.D.E. (no. 21140)	1	http://id.snsb.info/snsb/collection/494555/609713/276395
Elmer, A.D.E. (no. 21150)	1	http://id.snsb.info/snsb/collection/24826/33604/24391
Elmer, A.D.E. (no. 21152)	1	http://id.snsb.info/snsb/collection/641471/695484/345703
Elmer, A.D.E. (no. 21161)	1	http://id.snsb.info/snsb/collection/675244/735906/381982
Elmer, A.D.E. (no. 21164)	1	http://id.snsb.info/snsb/collection/196561/478609/178328
Elmer, A.D.E. (no. 21171)	1	http://id.snsb.info/snsb/collection/196562/478610/178329
Elmer, A.D.E. (no. 21172)	2	http://id.snsb.info/snsb/collection/463763/565102/242610
Elmer, A.D.E. (no. 21173)	1	http://id.snsb.info/snsb/collection/464932/566506/243778
Elmer, A.D.E. (no. 21174)	1	http://id.snsb.info/snsb/collection/494491/609649/276331
Elmer, A.D.E. (no. 21175)	1	http://id.snsb.info/snsb/collection/670718/730262/377087
Elmer, A.D.E. (no. 21176)	1	http://id.snsb.info/snsb/collection/463543/564882/242390
Elmer, A.D.E. (no. 21185)	1	http://id.snsb.info/snsb/collection/653300/710023/359027
Elmer, A.D.E. (no. 21211)	1	http://id.snsb.info/snsb/collection/669942/729437/376266
Elmer, A.D.E. (no. 21212)	1	http://id.snsb.info/snsb/collection/500707/621926/279510
Elmer, A.D.E. (no. 21223)	1	http://id.snsb.info/snsb/collection/428384/526754/211181
Elmer, A.D.E. (no. 21225)	1	http://id.snsb.info/snsb/collection/461726/562742/240582
Elmer, A.D.E. (no. 21237)	1	http://id.snsb.info/snsb/collection/428385/526755/211182
Elmer, A.D.E. (no. 21238)	1	http://id.snsb.info/snsb/collection/196595/527066/178362
Elmer, A.D.E. (no. 21256)	1	http://id.snsb.info/snsb/collection/502863/624098/281653
Elmer, A.D.E. (no. 21268)	1	http://id.snsb.info/snsb/collection/464930/566504/243776
Elmer, A.D.E. (no. 21273)	1	http://id.snsb.info/snsb/collection/437673/537016/220460
Elmer, A.D.E. (no. 21280)	1	http://id.snsb.info/snsb/collection/426969/526293/210785
Elmer, A.D.E. (no. 21284)	1	http://id.snsb.info/snsb/collection/645252/700144/350883
Elmer, A.D.E. (no. 21291)	1	http://id.snsb.info/snsb/collection/456707/557705/236184
Elmer, A.D.E. (no. 21292)	1	http://id.snsb.info/snsb/collection/497882/619006/276724
Elmer, A.D.E. (no. 21298)	1	http://id.snsb.info/snsb/collection/461715/562731/240571
Elmer, A.D.E. (no. 21302)	1	http://id.snsb.info/snsb/collection/653356/710079/359086
Elmer, A.D.E. (no. 21306)	1	http://id.snsb.info/snsb/collection/645253/700145/350884
Elmer, A.D.E. (no. 21310)	1	http://id.snsb.info/snsb/collection/456854/557852/236331
Elmer, A.D.E. (no. 21312)	1	http://id.snsb.info/snsb/collection/482775/594022/264214
Elmer, A.D.E. (no. 21317)	1	http://id.snsb.info/snsb/collection/482774/594021/264213
Elmer, A.D.E. (no. 21318)	1	http://id.snsb.info/snsb/collection/482771/594018/264210
Elmer, A.D.E. (no. 21320)	1	http://id.snsb.info/snsb/collection/23990/32768/23560
Elmer, A.D.E. (no. 21322)	1	http://id.snsb.info/snsb/collection/653027/709748/358743
Elmer, A.D.E. (no. 21331)	1	http://id.snsb.info/snsb/collection/501433/622667/280223
Elmer, A.D.E. (no. 21335)	2	http://id.snsb.info/snsb/collection/196596/527067/178363
Elmer, A.D.E. (no. 21337)	1	http://id.snsb.info/snsb/collection/456858/557856/236335
Elmer, A.D.E. (no. 21348)	1	http://id.snsb.info/snsb/collection/502083/623317/280873
Elmer, A.D.E. (no. 21354)	1	http://id.snsb.info/snsb/collection/645968/701028/351618
Elmer, A.D.E. (no. 21364)	1	http://id.snsb.info/snsb/collection/667834/726444/374107
Elmer, A.D.E. (no. 21365)	1	http://id.snsb.info/snsb/collection/503524/624782/282294
Elmer, A.D.E. (no. 21366)	1	http://id.snsb.info/snsb/collection/670075/729570/376399
Elmer, A.D.E. (no. 21367)	1	http://id.snsb.info/snsb/collection/501541/622775/280331
Elmer, A.D.E. (no. 21368)	1	http://id.snsb.info/snsb/collection/24689/33467/24257
Elmer, A.D.E. (no. 21373)	1	http://id.snsb.info/snsb/collection/408766/478172/192648
Elmer, A.D.E. (no. 21376)	1	http://id.snsb.info/snsb/collection/507463/628910/286437
Elmer, A.D.E. (no. 21378)	1	http://id.snsb.info/snsb/collection/670062/729557/376386
Elmer, A.D.E. (no. 21384)	1	http://id.snsb.info/snsb/collection/195273/479257/177049
Elmer, A.D.E. (no. 21386)	1	http://id.snsb.info/snsb/collection/513718/636310/293319
Elmer, A.D.E. (no. 21390)	1	http://id.snsb.info/snsb/collection/670717/730261/377086
Elmer, A.D.E. (no. 21392)	2	http://id.snsb.info/snsb/collection/648480/704150/354184
Elmer, A.D.E. (no. 21398)	1	http://id.snsb.info/snsb/collection/670719/730263/377088
Elmer, A.D.E. (no. 21402)	1	http://id.snsb.info/snsb/collection/408763/478169/192645
Elmer, A.D.E. (no. 21409)	1	http://id.snsb.info/snsb/collection/670233/729728/376557
Elmer, A.D.E. (no. 21415)	1	http://id.snsb.info/snsb/collection/504486/625789/283449
Elmer, A.D.E. (no. 21418)	1	http://id.snsb.info/snsb/collection/408751/478157/192633
Elmer, A.D.E. (no. 21419)	1	http://id.snsb.info/snsb/collection/464958/566532/243804
Elmer, A.D.E. (no. 21422)	1	http://id.snsb.info/snsb/collection/463542/564881/242389
Elmer, A.D.E. (no. 21425)	1	http://id.snsb.info/snsb/collection/500941/622160/279744
Elmer, A.D.E. (no. 21430)	1	http://id.snsb.info/snsb/collection/408761/478167/192643
Elmer, A.D.E. (no. 21432)	1	http://id.snsb.info/snsb/collection/514864/637997/294580
Elmer, A.D.E. (no. 21434)	1	http://id.snsb.info/snsb/collection/645227/700118/350857
Elmer, A.D.E. (no. 21435)	1	http://id.snsb.info/snsb/collection/514868/638001/294585
Elmer, A.D.E. (no. 21439)	1	http://id.snsb.info/snsb/collection/670716/730260/377085
Elmer, A.D.E. (no. 21440)	1	http://id.snsb.info/snsb/collection/195937/480019/177713
Elmer, A.D.E. (no. 21442)	1	http://id.snsb.info/snsb/collection/645969/701029/351619
Elmer, A.D.E. (no. 21445)	1	http://id.snsb.info/snsb/collection/444734/544937/227588
Elmer, A.D.E. (no. 21447)	1	http://id.snsb.info/snsb/collection/463545/564884/242392
Elmer, A.D.E. (no. 21448)	1	http://id.snsb.info/snsb/collection/426901/526225/210717
Elmer, A.D.E. (no. 21449)	1	http://id.snsb.info/snsb/collection/515459/638592/295203
Elmer, A.D.E. (no. 21457)	1	http://id.snsb.info/snsb/collection/408748/478154/192630
Elmer, A.D.E. (no. 21460)	1	http://id.snsb.info/snsb/collection/426900/526224/210716
Elmer, A.D.E. (no. 21464)	1	http://id.snsb.info/snsb/collection/464919/566493/243765
Elmer, A.D.E. (no. 21465)	1	http://id.snsb.info/snsb/collection/645966/701026/351616
Elmer, A.D.E. (no. 21467)	1	http://id.snsb.info/snsb/collection/482844/594091/264283
Elmer, A.D.E. (no. 21471)	1	http://id.snsb.info/snsb/collection/494362/609520/276218
Elmer, A.D.E. (no. 21478)	1	http://id.snsb.info/snsb/collection/456855/557853/236332
Elmer, A.D.E. (no. 21490)	1	http://id.snsb.info/snsb/collection/456931/557929/236408
Elmer, A.D.E. (no. 21493)	1	http://id.snsb.info/snsb/collection/461728/562744/240584
Elmer, A.D.E. (no. 21494)	1	http://id.snsb.info/snsb/collection/653028/709749/358744
Elmer, A.D.E. (no. 21496)	1	http://id.snsb.info/snsb/collection/497813/618937/276655
Elmer, A.D.E. (no. 21497)	1	http://id.snsb.info/snsb/collection/494497/609655/276337
Elmer, A.D.E. (no. 21500)	1	http://id.snsb.info/snsb/collection/24688/33466/24256
Elmer, A.D.E. (no. 21502)	1	http://id.snsb.info/snsb/collection/461717/562733/240573
Elmer, A.D.E. (no. 21508)	1	http://id.snsb.info/snsb/collection/645380/700381/351030
Elmer, A.D.E. (no. 21509)	1	http://id.snsb.info/snsb/collection/645254/700146/350885
Elmer, A.D.E. (no. 21510)	1	http://id.snsb.info/snsb/collection/645256/700148/350887
Elmer, A.D.E. (no. 21513)	1	http://id.snsb.info/snsb/collection/645251/700143/350882
Elmer, A.D.E. (no. 21518)	1	http://id.snsb.info/snsb/collection/426845/526169/210661
Elmer, A.D.E. (no. 21519)	1	http://id.snsb.info/snsb/collection/461716/562732/240572
Elmer, A.D.E. (no. 21522)	1	http://id.snsb.info/snsb/collection/437681/537024/220464
Elmer, A.D.E. (no. 21527)	1	http://id.snsb.info/snsb/collection/670213/729708/376537
Elmer, A.D.E. (no. 21529)	1	http://id.snsb.info/snsb/collection/464918/566492/243764
Elmer, A.D.E. (no. 21534)	1	http://id.snsb.info/snsb/collection/676978/738385/383744
Elmer, A.D.E. (no. 21538)	1	http://id.snsb.info/snsb/collection/464947/566521/243793
Elmer, A.D.E. (no. 21547)	1	http://id.snsb.info/snsb/collection/653401/710124/359130
Elmer, A.D.E. (no. 21548)	1	http://id.snsb.info/snsb/collection/24754/33532/24319
Elmer, A.D.E. (no. 21549)	1	http://id.snsb.info/snsb/collection/461712/562728/240568
Elmer, A.D.E. (no. 21550)	1	http://id.snsb.info/snsb/collection/645248/700140/350879
Elmer, A.D.E. (no. 21553)	1	http://id.snsb.info/snsb/collection/502084/623318/280874
Elmer, A.D.E. (no. 21554)	1	http://id.snsb.info/snsb/collection/645249/700141/350880
Elmer, A.D.E. (no. 21555)	1	http://id.snsb.info/snsb/collection/498306/619433/277148
Elmer, A.D.E. (no. 21557)	1	http://id.snsb.info/snsb/collection/482773/594020/264212
Elmer, A.D.E. (no. 21559)	1	http://id.snsb.info/snsb/collection/667986/726596/374259
Elmer, A.D.E. (no. 21561)	1	http://id.snsb.info/snsb/collection/195936/480018/177712
Elmer, A.D.E. (no. 21562)	1	http://id.snsb.info/snsb/collection/670720/730264/377089
Elmer, A.D.E. (no. 21568)	1	http://id.snsb.info/snsb/collection/645970/701030/351620
Elmer, A.D.E. (no. 21571)	1	http://id.snsb.info/snsb/collection/463765/565104/242612
Elmer, A.D.E. (no. 21575)	1	http://id.snsb.info/snsb/collection/195938/480020/177714
Elmer, A.D.E. (no. 21577)	1	http://id.snsb.info/snsb/collection/24679/33457/24247
Elmer, A.D.E. (no. 21578)	1	http://id.snsb.info/snsb/collection/484451/596568/266209
Elmer, A.D.E. (no. 21579)	1	http://id.snsb.info/snsb/collection/502145/623379/280935
Elmer, A.D.E. (no. 21582)	1	http://id.snsb.info/snsb/collection/479579/590621/260558
Elmer, A.D.E. (no. 21584)	1	http://id.snsb.info/snsb/collection/463534/564873/242381
Elmer, A.D.E. (no. 21585)	1	http://id.snsb.info/snsb/collection/467677/572031/246629
Elmer, A.D.E. (no. 21591)	1	http://id.snsb.info/snsb/collection/503528/624786/282298
Elmer, A.D.E. (no. 21605)	1	http://id.snsb.info/snsb/collection/653026/709747/358742
Elmer, A.D.E. (no. 21607)	1	http://id.snsb.info/snsb/collection/667835/726445/374108
Elmer, A.D.E. (no. 21610)	1	http://id.snsb.info/snsb/collection/494490/609648/276330
Elmer, A.D.E. (no. 21611)	1	http://id.snsb.info/snsb/collection/645967/701027/351617
Elmer, A.D.E. (no. 21619)	1	http://id.snsb.info/snsb/collection/502853/624088/281643
Elmer, A.D.E. (no. 21620)	1	http://id.snsb.info/snsb/collection/463739/565078/242586
Elmer, A.D.E. (no. 21631)	1	http://id.snsb.info/snsb/collection/24169/32947/23739
Elmer, A.D.E. (no. 21635)	1	http://id.snsb.info/snsb/collection/501834/623068/280624
Elmer, A.D.E. (no. 21638)	1	http://id.snsb.info/snsb/collection/514863/637996/294579
Elmer, A.D.E. (no. 21640)	1	http://id.snsb.info/snsb/collection/24829/33607/24394
Elmer, A.D.E. (no. 21646)	1	http://id.snsb.info/snsb/collection/456939/557937/236416
Elmer, A.D.E. (no. 21656)	1	http://id.snsb.info/snsb/collection/500706/621925/279509
Elmer, A.D.E. (no. 21659)	1	http://id.snsb.info/snsb/collection/502707/623941/281497
Elmer, A.D.E. (no. 21668)	1	http://id.snsb.info/snsb/collection/461729/562745/240585
Elmer, A.D.E. (no. 21676)	1	http://id.snsb.info/snsb/collection/645247/700139/350878
Elmer, A.D.E. (no. 21682)	1	http://id.snsb.info/snsb/collection/428386/526756/211183
Elmer, A.D.E. (no. 21693)	1	http://id.snsb.info/snsb/collection/464931/566505/243777
Elmer, A.D.E. (no. 21704)	1	http://id.snsb.info/snsb/collection/503533/624791/282303
Elmer, A.D.E. (no. 21705)	1	http://id.snsb.info/snsb/collection/25334/34112/24898
Elmer, A.D.E. (no. 21708)	1	http://id.snsb.info/snsb/collection/646007/701067/351657
Elmer, A.D.E. (no. 21710)	1	http://id.snsb.info/snsb/collection/461714/562730/240570
Elmer, A.D.E. (no. 21718)	1	http://id.snsb.info/snsb/collection/514844/637977/294558
Elmer, A.D.E. (no. 21733)	1	http://id.snsb.info/snsb/collection/670060/729555/376384
Elmer, A.D.E. (no. 21750)	1	http://id.snsb.info/snsb/collection/463544/564883/242391
Elmer, A.D.E. (no. 21751)	1	http://id.snsb.info/snsb/collection/24680/33458/24248
Elmer, A.D.E. (no. 21752)	1	http://id.snsb.info/snsb/collection/461725/562741/240581
Elmer, A.D.E. (no. 21755)	1	http://id.snsb.info/snsb/collection/464929/566503/243775
Elmer, A.D.E. (no. 21759)	1	http://id.snsb.info/snsb/collection/498305/619432/277147
Elmer, A.D.E. (no. 21762)	1	http://id.snsb.info/snsb/collection/426846/526170/210662
Elmer, A.D.E. (no. 21765)	1	http://id.snsb.info/snsb/collection/645234/700125/350864
Elmer, A.D.E. (no. 21773)	1	http://id.snsb.info/snsb/collection/645238/700130/350868
Elmer, A.D.E. (no. 21777)	1	http://id.snsb.info/snsb/collection/464960/566534/243806
Elmer, A.D.E. (no. 21783)	1	http://id.snsb.info/snsb/collection/645250/700142/350881
Elmer, A.D.E. (no. 21786)	1	http://id.snsb.info/snsb/collection/514862/637995/294577
Elmer, A.D.E. (no. 21790)	1	http://id.snsb.info/snsb/collection/482776/594023/264215
Elmer, A.D.E. (no. 21793)	1	http://id.snsb.info/snsb/collection/500889/622108/279692
Elmer, A.D.E. (no. 21800)	1	http://id.snsb.info/snsb/collection/645964/701024/351614
Elmer, A.D.E. (no. 21804)	1	http://id.snsb.info/snsb/collection/498302/619429/277144
Elmer, A.D.E. (no. 21809)	1	http://id.snsb.info/snsb/collection/196594/527065/178361
Elmer, A.D.E. (no. 21818)	1	http://id.snsb.info/snsb/collection/498319/619446/277161
Elmer, A.D.E. (no. 21821)	1	http://id.snsb.info/snsb/collection/464955/566529/243801
Elmer, A.D.E. (no. 21823)	1	http://id.snsb.info/snsb/collection/195804/479886/177580
Elmer, A.D.E. (no. 21837)	1	http://id.snsb.info/snsb/collection/23994/32772/23564
Elmer, A.D.E. (no. 21839)	1	http://id.snsb.info/snsb/collection/24762/33540/24327
Elmer, A.D.E. (no. 21842)	1	http://id.snsb.info/snsb/collection/645245/700137/350876
Elmer, A.D.E. (no. 21851)	1	http://id.snsb.info/snsb/collection/408767/478173/192649
Elmer, A.D.E. (no. 21860)	1	http://id.snsb.info/snsb/collection/670107/729602/376431
Elmer, A.D.E. (no. 21865)	1	http://id.snsb.info/snsb/collection/500709/621928/279512
Elmer, A.D.E. (no. 21871)	1	http://id.snsb.info/snsb/collection/482772/594019/264211
Elmer, A.D.E. (no. 21873)	1	http://id.snsb.info/snsb/collection/501551/622785/280341
Elmer, A.D.E. (no. 21880)	1	http://id.snsb.info/snsb/collection/503532/624790/282302
Elmer, A.D.E. (no. 21882)	1	http://id.snsb.info/snsb/collection/667840/726450/374113
Elmer, A.D.E. (no. 21883)	1	http://id.snsb.info/snsb/collection/24162/32940/23732
Elmer, A.D.E. (no. 21894)	1	http://id.snsb.info/snsb/collection/498301/619428/277143
Elmer, A.D.E. (no. 21898)	1	http://id.snsb.info/snsb/collection/464916/566490/243762
Elmer, A.D.E. (no. 21907)	1	http://id.snsb.info/snsb/collection/670074/729569/376398
Elmer, A.D.E. (no. 21913)	1	http://id.snsb.info/snsb/collection/498341/619468/277183
Elmer, A.D.E. (no. 5739)	1	http://id.snsb.info/snsb/collection/648557/704227/354261
Elmer, A.D.E. (no. 5869)	1	http://id.snsb.info/snsb/collection/648573/704243/354277
Elmer, A.D.E. (no. 7157)	1	http://id.snsb.info/snsb/collection/648694/704365/354399
Elmer, A.D.E. (no. 7271)	1	http://id.snsb.info/snsb/collection/652165/708880/357831
Elmer, A.D.E. (no. 7329)	1	http://id.snsb.info/snsb/collection/645700/700760/351350
Elmer, A.D.E. (no. 7330)	1	http://id.snsb.info/snsb/collection/645814/700874/351464
Elmer, A.D.E. (no. 7493)	1	http://id.snsb.info/snsb/collection/648466/704136/354170
Elmer, A.D.E. (no. 7676)	1	http://id.snsb.info/snsb/collection/648587/704257/354291
Elmer, A.D.E. (no. 8704)	1	http://id.snsb.info/snsb/collection/648570/704240/354274
Elmer, A.D.E. (no. 9315)	1	http://id.snsb.info/snsb/collection/648588/704258/354292
Elmer, A.D.E. (no. 9319)	1	http://id.snsb.info/snsb/collection/648655/704325/354359
Elmer, A.D.E. (no. 9321)	1	http://id.snsb.info/snsb/collection/648467/704137/354171
Elmer,A.D.E.	546	https://je.jacq.org/JE04005789
Elmi	1	http://id.snsb.info/snsb/collection/17375/26154/17195
Elmqvist,C.F.	1	https://je.jacq.org/JE00026151
Elorsa, Misael,C.	4	https://herbarium.bgbm.org/object/B100525696
Eloy	1	https://herbarium.bgbm.org/object/B100177664
Elsmann	1	https://herbarium.bgbm.org/object/B100263533
Elsmann,F.	2	https://herbarium.bgbm.org/object/B100630764
Emberger,L.	2	https://herbarium.bgbm.org/object/B101161412
Embovič	2	https://dr.jacq.org/DR059295
Embree, Alvin (no. 1083)	1	http://id.snsb.info/snsb/collection/645152/700044/350783
Emmerich, M. (no. 4053)	2	http://id.snsb.info/snsb/collection/670275/729769/376598
Emmerich, M. (no. 4598)	1	http://id.snsb.info/snsb/collection/670355/729849/376678
Emmerich, M. (no. 4669)	1	http://id.snsb.info/snsb/collection/658957/716733/365934
Emmerich,M. & Dressler,R.	1	https://herbarium.bgbm.org/object/B100359737
Emory,W.H.	1	https://herbarium.bgbm.org/object/B100244853
Emrich, K.	3	https://herbarium.bgbm.org/object/B100629365
Emrich,C.	3	https://herbarium.bgbm.org/object/B100239698
Emrich,K.	1	https://herbarium.bgbm.org/object/B100268347
Emsbach	1	https://herbarium.bgbm.org/object/B100327522
Emygdio,L. & Emmerich,M.	1	https://herbarium.bgbm.org/object/B100465928
Enander,S.J.	5	https://je.jacq.org/JE00005864
Encarnación,F.	1	https://herbarium.bgbm.org/object/B100312929
Ender,E.	2	https://dr.jacq.org/DR049370
Endert	6	https://herbarium.bgbm.org/object/B200009502
Endert,F.H.	11	https://je.jacq.org/JE04008727
Endlich	5	https://herbarium.bgbm.org/object/B180000753
Endlich, R. (no. 103)	1	http://id.snsb.info/snsb/collection/670887/730431/377256
