source_data	related_parsed_name	parsed_names	cleaned_names	cleaned_index_name_of_empty_result
Dr. [Arendze]				cleaned_0index:0
Dr. [Arndl]				cleaned_0index:0
Dr. [Audreáns] []				cleaned_0index:0
Dr. [B.]				cleaned_0index:0
Dr. [BS.]				cleaned_0index:0
Dr. [B] [B]oiglaender-[T]ekn[]				cleaned_0index:0
Dr. [Barndahl]				cleaned_0index:0
Dr. [Beckl.]				cleaned_0index:0
Dr. [Bertrouw]				cleaned_0index:0
Dr. [Bohs]				cleaned_0index:0
Dr. [Boubierx]				cleaned_0index:0
Dr. [Boubieux]				cleaned_0index:0
Dr. [Bousien]				cleaned_0index:0
Dr. [Bouvier]				cleaned_0index:0
Dr. [Bouviex]				cleaned_0index:0
Dr. [Buhodard]				cleaned_0index:0
Dr. [Buodier]				cleaned_0index:0
Dr. [C.] D.	D.	parsed:D.		cleaned_0index:0
Dr. [Carrinston]				cleaned_0index:0
Dr. [Chas. Beck], Ph. Dr.				cleaned_0index:0
Dr. [Chassagne]				cleaned_0index:0
Dr. [Chev]. de Reuss				cleaned_0index:0
Dr. [Chrish]				cleaned_0index:0
Dr. [Chrits.]				cleaned_0index:0
Dr. [Codina]				cleaned_0index:0
Dr. [D. Voigtlaender-Bekner]				cleaned_0index:0
Dr. [Delbey]				cleaned_0index:0
Dr. [Diegl]				cleaned_0index:0
Dr. [Disur]				cleaned_0index:0
Dr. [Ditul]				cleaned_0index:0
Dr. [Dufsuhoow]				cleaned_0index:0
Dr. [Duftschmid]				cleaned_0index:0
Dr. [E.R.]				cleaned_0index:0
Dr. [E.X.]				cleaned_0index:0
Dr. [EWeip]				cleaned_0index:0
Dr. [Earl]				cleaned_0index:0
Dr. [Ed. de Renss]				cleaned_0index:0
Dr. [Emple]				cleaned_0index:0
Dr. [Eop]				cleaned_0index:0
Dr. [Faccuini]				cleaned_0index:0
Dr. [Fauconnet]				cleaned_0index:0
Dr. [Feichtinger]				cleaned_0index:0
Dr. [Fengl]				cleaned_0index:0
Dr. [Filie-mas]				cleaned_0index:0
Dr. [Filing]				cleaned_0index:0
Dr. [Fiéneneau]				cleaned_0index:0
Dr. [Forges]				cleaned_0index:0
Dr. [Freedley]				cleaned_0index:0
Dr. [Fuararinio]				cleaned_0index:0
Dr. [G Jer]				cleaned_0index:0
Dr. [G.B.]				cleaned_0index:0
Dr. [G.S.]				cleaned_0index:0
Dr. [G.X]				cleaned_0index:0
Dr. [G]. E. Perkins				cleaned_0index:0
Dr. [Geiler]				cleaned_0index:0
Dr. [Geo. Vasey]				cleaned_0index:0
Dr. [Gerarday]				cleaned_0index:0
Dr. [Goryon]				cleaned_0index:0
Dr. [Grafz]				cleaned_0index:0
Dr. [Gras]				cleaned_0index:0
Dr. [Griermark]				cleaned_0index:0
Dr. [Guilrot]				cleaned_0index:0
Dr. [Guisao]				cleaned_0index:0
Dr. [Guitrafrìbrugh]				cleaned_0index:0
Dr. [Gull]				cleaned_0index:0
Dr. [Guyand]				cleaned_0index:0
Dr. [Guètrol] & A.				cleaned_0index:0
Dr. [H Bingles]				cleaned_0index:0
Dr. [Haffner]				cleaned_0index:0
Dr. [Hatouxde]				cleaned_0index:0
Dr. [Healt]				cleaned_0index:0
Dr. [Hefs]				cleaned_0index:0
Dr. [Herbich]				cleaned_0index:0
Dr. [Herssqio]				cleaned_0index:0
Dr. [Hesfqui]				cleaned_0index:0
Dr. [Hess]				cleaned_0index:0
Dr. [Hessqun]				cleaned_0index:0
Dr. [Hlotz]				cleaned_0index:0
Dr. [Hoem]				cleaned_0index:0
Dr. [Holm]				cleaned_0index:0
Dr. [Hon]				cleaned_0index:0
Dr. [Hoss]				cleaned_0index:0
Dr. [Host]				cleaned_0index:0
Dr. [Hse], Gras Osco				cleaned_0index:0
Dr. [Huger]				cleaned_0index:0
Dr. [I. Futgen]				cleaned_0index:0
Dr. [Iless]				cleaned_0index:0
Dr. [Inger]				cleaned_0index:0
Dr. [Itefs]				cleaned_0index:0
Dr. [Iterf]				cleaned_0index:0
Dr. [Itess]				cleaned_0index:0
Dr. [J Murr]				cleaned_0index:0
Dr. [J. Lunell]				cleaned_0index:0
Dr. [J.F. Lucy]				cleaned_0index:0
Dr. [J.J. Hope]-Simpson				cleaned_0index:0
Dr. [J]. Van Den Bosch				cleaned_0index:0
Dr. [J].A. Tauscher				cleaned_0index:0
Dr. [Jachly]				cleaned_0index:0
Dr. [Jang]				cleaned_0index:0
Dr. [Jeckle]				cleaned_0index:0
Dr. [Jus. Aug. Tauscher]				cleaned_0index:0
Dr. [Kolaé]				cleaned_0index:0
Dr. [Kolaí]				cleaned_0index:0
Dr. [Kolaŕ]				cleaned_0index:0
Dr. [Kolár]				cleaned_0index:0
Dr. [Kuhlewein]				cleaned_0index:0
Dr. [Kura]				cleaned_0index:0
Dr. [Kure]				cleaned_0index:0
Dr. [Kurr]				cleaned_0index:0
Dr. [Kuss]				cleaned_0index:0
Dr. [L]. J. de Langen en AW[]				cleaned_0index:0
Dr. [Lacerda]				cleaned_0index:0
Dr. [Leirnbach]				cleaned_0index:0
Dr. [Lerbiech]				cleaned_0index:0
Dr. [Lerch]				cleaned_0index:0
Dr. [Lias - Zutsch]				cleaned_0index:0
Dr. [Lies-Zwich]				cleaned_0index:0
Dr. [Lies-Zürich]				cleaned_0index:0
Dr. [M][]				cleaned_0index:0
Dr. [Malsler]				cleaned_0index:0
Dr. [Maly]				cleaned_0index:0
Dr. [Me]				cleaned_0index:0
Dr. [Mes.]				cleaned_0index:0
Dr. [Mllr]				cleaned_0index:0
Dr. [Moss]				cleaned_0index:0
Dr. [Nequvnaien]				cleaned_0index:0
Dr. [Niedin]				cleaned_0index:0
Dr. [Niest Gartz]				cleaned_0index:0
Dr. [Noss]				cleaned_0index:0
Dr. [O Vicker]				cleaned_0index:0
Dr. [OBL]				cleaned_0index:0
Dr. [Ohm]				cleaned_0index:0
Dr. [Oroinierre]				cleaned_0index:0
Dr. [Otto Burhtia]				cleaned_0index:0
Dr. [Owinaire]				cleaned_0index:0
Dr. [P. Scammon]				cleaned_0index:0
Dr. [P]. Ascherson & Dr. O Reinhard				cleaned_0index:0
Dr. [P]. Weise				cleaned_0index:0
Dr. [Pappe]				cleaned_0index:0
Dr. [Pevias]				cleaned_0index:0
Dr. [Pflugradz]				cleaned_0index:0
Dr. [Phem]				cleaned_0index:0
Dr. [Pisuilain]				cleaned_0index:0
Dr. [Ploem]				cleaned_0index:0
Dr. [Porges]				cleaned_0index:0
Dr. [Pávai]				cleaned_0index:0
Dr. [R Dugt]				cleaned_0index:0
Dr. [Rastach]				cleaned_0index:0
Dr. [Reuts]				cleaned_0index:0
Dr. [Rice]				cleaned_0index:0
Dr. [Rosbach]				cleaned_0index:0
Dr. [Rosher]				cleaned_0index:0
Dr. [Roukienf]				cleaned_0index:0
Dr. [Rouzier]				cleaned_0index:0
Dr. [Ruthlewein]				cleaned_0index:0
Dr. [Sadebeik]				cleaned_0index:0
Dr. [Sadles]				cleaned_0index:0
Dr. [Scammon]				cleaned_0index:0
Dr. [Schaur]				cleaned_0index:0
Dr. [Schauv]				cleaned_0index:0
Dr. [Scheur]				cleaned_0index:0
Dr. [Schimu M]				cleaned_0index:0
Dr. [Schumer]				cleaned_0index:0
Dr. [Schutz]				cleaned_0index:0
Dr. [Senrofur]				cleaned_0index:0
Dr. [Sihur]				cleaned_0index:0
Dr. [Sissis]				cleaned_0index:0
Dr. [Spruvoll]				cleaned_0index:0
Dr. [Stefsqun]				cleaned_0index:0
Dr. [Stess]				cleaned_0index:0
Dr. [Storys]				cleaned_0index:0
Dr. [Stur]				cleaned_0index:0
Dr. [T]. E. Wilcox				cleaned_0index:0
Dr. [T]ûrson I.	ûrson I.	parsed:ûrson I.		cleaned_0index:0
Dr. [Them]				cleaned_0index:0
Dr. [Touze]				cleaned_0index:0
Dr. [Tremois]				cleaned_0index:0
Dr. [Trezson I.]				cleaned_0index:0
Dr. [Uffolt]				cleaned_0index:0
Dr. [Unger]				cleaned_0index:0
Dr. [Valuse]				cleaned_0index:0
Dr. [Vasey]				cleaned_0index:0
Dr. [Veugler]				cleaned_0index:0
Dr. [Vinat]				cleaned_0index:0
Dr. [Voluse]				cleaned_0index:0
Dr. [WKugler]				cleaned_0index:0
Dr. [Wd. Cornaz]				cleaned_0index:0
Dr. [Weder-Zittau]				cleaned_0index:0
Dr. [Weitenwebrzy]				cleaned_0index:0
Dr. [Wemolz]				cleaned_0index:0
Dr. [Wheuf]				cleaned_0index:0
Dr. [Wolfaer]				cleaned_0index:0
Dr. [Wolfner]				cleaned_0index:0
Dr. [Wolfron]				cleaned_0index:0
Dr. [Wosidto]				cleaned_0index:0
Dr. [Wright]				cleaned_0index:0
Dr. [Wusht]				cleaned_0index:0
Dr. [Wuthtwdn]				cleaned_0index:0
Dr. [Zon]				cleaned_0index:0
Dr. [Zothmann]				cleaned_0index:0
Dr. []				cleaned_0index:0
Dr. [] Bernouilli				cleaned_0index:0
Dr. [] Müller				cleaned_0index:0
Dr. []emols				cleaned_0index:0
Dr. []ire				cleaned_0index:0
Dr. []remols				cleaned_0index:0
Dr. [ferou]				cleaned_0index:0
Dr. [hault]				cleaned_0index:0
Dr. [holt.]				cleaned_0index:0
Dr. [hon.]				cleaned_0index:0
Dr. [hon]				cleaned_0index:0
Dr. [host.]				cleaned_0index:0
Dr. [host]				cleaned_0index:0
Dr. [luyen]				cleaned_0index:0
Dr. [térat]				cleaned_0index:0
Dr. [van Klinggraeft]				cleaned_0index:0
Dr. de [Liedohl]	de	parsed:de		cleaned_0index:0
Dr.G. X.	G. X.	parsed:G. X.		cleaned_0index:0
Dr.Leboucq père in Louis Magnel				cleaned_0index:0
Dr.Paavo, S.Jokela				cleaned_0index:0
Dr.[M. Aichenson]				cleaned_0index:0
Dr[Jehaun]				cleaned_0index:0
Dr[Schultz]				cleaned_0index:0
Dr[Weitinarby]				cleaned_0index:0
Dr[]				cleaned_0index:0
Drs Marcq et P. Piret in Herbiers du Centre Grégoire Fournier (Abbaye de Maredsous)	P. Piret in Herbiers du Centre Grégoire Fournier	parsed:Drs Marcq<SEP>P. Piret in Herbiers du Centre Grégoire Fournier	cleaned:Drs Marcq<SEP>	cleaned_0index:1
Du Cha[ss]ainy				cleaned_0index:0
Du [Marché]	Du	parsed:Du		cleaned_0index:0
Du[]	Du	parsed:Du		cleaned_0index:0
Du[]é	Du	parsed:Du		cleaned_0index:0
Dubois Ph.	Dubois Ph.	parsed:Dubois Ph.		cleaned_0index:0
Duchess of Gloucester Girls School	Duchess of Gloucester Girls School	parsed:Duchess of Gloucester Girls School		cleaned_0index:0
Duffort in Ch. Ozanon in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:Duffort in Ch. Ozanon in F. Crépin<SEP>Herbarium rosarum	cleaned:Duffort F. Crépin<SEP>	cleaned_0index:1
Duffort in Dr. Pons et Abbé Coste F. Crépin - Herbarium Rosarum				cleaned_0index:0
Duffort in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Duffort in F. Crépin<SEP>Herbarium Rosarum	cleaned:Duffort in F. Crépin<SEP>	cleaned_0index:1
Duffour Ch.	Duffour Ch.	parsed:Duffour Ch.		cleaned_0index:0
Duffour in Dr. Pons et Abbé Coste in F. Crépin				cleaned_0index:0
Dufft in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Dufft in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Dufft in Christ in F. Crépin<SEP>	cleaned_0index:1
Dufft in J.B. Keller in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Dufft in J.B. Keller in F. Crépin<SEP>Herbarium Rosarum	cleaned:Dufft F. Crépin<SEP>	cleaned_0index:1
Dujardin M.	M. Dujardin	parsed:M. Dujardin		cleaned_0index:0
Duncan Ross Voor N.Pyck, LV	LV	parsed:Duncan Ross Voor N. Pyck<SEP>LV	cleaned:Duncan Ross Voor N. Pyck<SEP>	cleaned_0index:1
Dupin Ch.	Dupin Ch.	parsed:Dupin Ch.		cleaned_0index:0
Durand Th.	Durand Th.	parsed:Durand Th.		cleaned_0index:0
Durand in de Brébisson in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Durand in de Brébisson in F. Crépin<SEP>Herbarium Rosarum	cleaned:Durand in de Brébisson in F. Crépin<SEP>	cleaned_0index:1
Durieux Ch.	Durieux Ch.	parsed:Durieux Ch.		cleaned_0index:0
Dürrenberger in J.B. Keller in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Dürrenberger in J.B. Keller in F. Crépin<SEP>Herbarium Rosarum	cleaned:Dürrenberger F. Crépin<SEP>	cleaned_0index:1
E				cleaned_0index:0
E B	E B	parsed:E B		cleaned_0index:0
E C C.	E C C.	parsed:E C C.		cleaned_0index:0
E. -G. Paris				cleaned_0index:0
E. -H. Tourlet				cleaned_0index:0
E. A[]	E. A	parsed:E. A		cleaned_0index:0
E. B.	E. B.	parsed:E. B.		cleaned_0index:0
E. Baicheré in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Baicheré in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Baicheré in F. Crépin<SEP>	cleaned_0index:1
E. Broecke in Instituti Carnoy	E. Broecke in Instituti Carnoy	parsed:E. Broecke in Instituti Carnoy		cleaned_0index:0
E. Burnat in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Burnat in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Burnat in Christ in F. Crépin<SEP>	cleaned_0index:1
E. Burnat in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Burnat in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Burnat in F. Crépin<SEP>	cleaned_0index:1
E. C[]	E. C	parsed:E. C		cleaned_0index:0
E. C[]ze	E. C	parsed:E. C		cleaned_0index:0
E. Coemans in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Coemans in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Coemans in F. Crépin<SEP>	cleaned_0index:1
E. De Halacsy in Karl Richter in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E. De Halacsy in Karl Richter in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. De Halacsy in Karl Richter in F. Crépin<SEP>	cleaned_0index:1
E. Delpy Del.	E. Delpy Del	parsed:E. Delpy Del		cleaned_0index:0
E. Do[]	E. Do	parsed:E. Do		cleaned_0index:0
E. Essed, [BSC}				cleaned_0index:0
E. Ferati in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Ferati in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Ferati in F. Crépin<SEP>	cleaned_0index:1
E. Ferrari in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:E.Ferrari in F. Crépin<SEP>Herbarium rosarum	cleaned:E. Ferrari in F. Crépin<SEP>	cleaned_0index:1
E. G[allapf]-[Potodam]	E. G	parsed:E. G		cleaned_0index:0
E. Garroute in Dr. Pons & Abbé Costein F. Crépin				cleaned_0index:0
E. Garroute in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Garroute in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Garroute in F. Crépin<SEP>	cleaned_0index:1
E. Garroute in Ripart in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Garroute in Ripart in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Garroute in Ripart in F. Crépin<SEP>	cleaned_0index:1
E. Gonod D'Artemare, [Bounaymé]				cleaned_0index:0
E. H[averland]	E. H	parsed:E. H		cleaned_0index:0
E. Koehne in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Koehne in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Koehne in F. Crépin<SEP>	cleaned_0index:1
E. L[ux]	E. L	parsed:E. L		cleaned_0index:0
E. Label	E. Label	parsed:E. Label		cleaned_0index:0
E. Levier Dr. del., Ch. Cuisin hth.				cleaned_0index:0
E. Levier in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Levier in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Levier in Christ in F. Crépin<SEP>	cleaned_0index:1
E. Levier in François Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Levier in François Crépin<SEP>Herbarium Rosarum	cleaned:E. Levier in François Crépin<SEP>	cleaned_0index:1
E. Levier(herbarium etruscum) in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Levier in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Levier in Christ in F. Crépin<SEP>	cleaned_0index:1
E. M[]	E. M	parsed:E. M		cleaned_0index:0
E. M[e]	E. M	parsed:E. M		cleaned_0index:0
E. M[ourtius]	E. M	parsed:E. M		cleaned_0index:0
E. Marchal in herbier des plantes rares ou critiques de Belgique	E. Marchal in herbier des plantes rares ou critiques de Belgique	parsed:E. Marchal in herbier des plantes rares ou critiques de Belgique		cleaned_0index:0
E. Marinel	E. Marinel	parsed:E. Marinel		cleaned_0index:0
E. Napalea	E. Napalea	parsed:E. Napalea		cleaned_0index:0
E. Njau, ,c. Kayombo				cleaned_0index:0
E. Paque S.J. in H. Vandenbroeck	E. Paque S.J. in H. Vandenbroeck	parsed:E. Paque S.J. in H. Vandenbroeck		cleaned_0index:0
E. Paque S.J. in Musée de Planes médicinales et de la Pharmacie				cleaned_0index:0
E. Paque, S. J.	S. J.	parsed:E. Paque<SEP>S. J.	cleaned:E. Paque<SEP>	cleaned_0index:1
E. Pierrot in G. parent				cleaned_0index:0
E. Rev[]				cleaned_0index:0
E. Ripart in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Ripart in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Ripart in Christ in F. Crépin<SEP>	cleaned_0index:1
E. Ripart in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Ripart in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Ripart in F. Crépin<SEP>	cleaned_0index:1
E. Robbrecht & J.W. Jongepier in Nationale Plantentuin van België	J.W. Jongepier in Nationale Plantentuin van België	parsed:E. Robbrecht<SEP>J.W. Jongepier in Nationale Plantentuin van België	cleaned:E. Robbrecht<SEP>	cleaned_0index:1
E. Shellard, IV. Assenov				cleaned_0index:0
E. Stolle U. E. Winter	E. Stolle U. E. Winter	parsed:E. Stolle U. E. Winter		cleaned_0index:0
E. Th. & H. Fries	E. Th.	parsed:E. Th.<SEP>H. Fries	cleaned:<SEP>H. Fries	cleaned_0index:0
E. Topa, F. Diaconescu et. V. Slonovschi				cleaned_0index:0
E. V[.]	E. V	parsed:E. V		cleaned_0index:0
E. Van Langenhove in [François Crépin]				cleaned_0index:0
E. Vayreda in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.Vayreda in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. Vayreda in F. Crépin<SEP>	cleaned_0index:1
E. W[e]	E. W	parsed:E. W		cleaned_0index:0
E. Westphal et J.M.C.Westphal - Stevels Leg.				cleaned_0index:0
E. [..]âque S.J.	E. âque S.J.	parsed:E. âque S.J.		cleaned_0index:0
E. [F]. Smidt				cleaned_0index:0
E. [F]ørgensen	E. ørgensen	parsed:E. ørgensen		cleaned_0index:0
E. [Ohl].				cleaned_0index:0
E. [Tridue]-Redhead				cleaned_0index:0
E. de Bullemont in Centre Grégoire Fournier (Abbaye de Maredsous)	E. de Bullemont in Centre Grégoire Fournier	parsed:E. de Bullemont in Centre Grégoire Fournier		cleaned_0index:0
E. de [Haelege]	E. de	parsed:E. de		cleaned_0index:0
E. de [Haveleye]	E. de	parsed:E. de		cleaned_0index:0
E. de [Havileye]	E. de	parsed:E. de		cleaned_0index:0
E. de [Mesquita]	E. de	parsed:E. de		cleaned_0index:0
E. de [Ools]	E. de	parsed:E. de		cleaned_0index:0
E. de [Pommaret]	E. de	parsed:E. de		cleaned_0index:0
E. de [Salen]	E. de	parsed:E. de		cleaned_0index:0
E. de [Salon]	E. de	parsed:E. de		cleaned_0index:0
E. et. C. Billot				cleaned_0index:0
E. van Rompaey in Abbé Jh Legrain				cleaned_0index:0
E. x C.B.	E. x C.B.	parsed:E. x C.B.		cleaned_0index:0
E.C, E.G., W.	E.G. E.C	parsed:E.G. E.C<SEP>W.	cleaned:<SEP>W.	cleaned_0index:0
E.C. & E.B. Ogden, F.H. Steinmetz				cleaned_0index:0
E.C. & E.B. Ogden, W.K. Babel				cleaned_0index:0
E.C. H.	E.C. H.	parsed:E.C. H.		cleaned_0index:0
E.G.El.	E.G. El.	parsed:E.G. El.		cleaned_0index:0
E.I. Nyárády et. E. Ghişa				cleaned_0index:0
E.M. in Herbiers du Centre Grégoire Fournier (Abbaye de Maredsous)	E.M. in Herbiers du Centre Grégoire Fournier	parsed:E.M. in Herbiers du Centre Grégoire Fournier		cleaned_0index:0
E.Milne -Redhead & P.Taylor				cleaned_0index:0
E.P. Ver[m]eyen S.J.	eyen S.J.	parsed:E.P.<SEP>eyen S.J.	cleaned:E.P.<SEP>	cleaned_0index:1
E.S. Marshall in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:E.S.Marshall in F. Crépin<SEP>Herbarium Rosarum	cleaned:E. S. Marshall in F. Crépin<SEP>	cleaned_0index:1
E.S. Smith, Ph. Dr.				cleaned_0index:0
E.Westphal -Stevels				cleaned_0index:0
E.Westphal et J.M.C.Westphal -Stevels				cleaned_0index:0
EANHS				cleaned_0index:0
EB				cleaned_0index:0
EBurnat	EBurnat	parsed:EBurnat		cleaned_0index:0
ED				cleaned_0index:0
EG., EC.	EC. EG.	parsed:EC. EG.		cleaned_0index:0
EH				cleaned_0index:0
EHaury	EHaury	parsed:EHaury		cleaned_0index:0
EKaterinenboury	EKaterinenboury	parsed:EKaterinenboury		cleaned_0index:0
EL				cleaned_0index:0
ELD				cleaned_0index:0
ELS				cleaned_0index:0
EM				cleaned_0index:0
EM in Centre Grégoire Fournier (Abbaye de Maredsous)	EM in Centre Grégoire Fournier	parsed:EM in Centre Grégoire Fournier		cleaned_0index:0
EMarc[uies]	EMarc	parsed:EMarc		cleaned_0index:0
EMiouillefarani	EMiouillefarani	parsed:EMiouillefarani		cleaned_0index:0
EMorhas	EMorhas	parsed:EMorhas		cleaned_0index:0
ENAlpum	ENAlpum	parsed:ENAlpum		cleaned_0index:0
EP				cleaned_0index:0
ERamez	ERamez	parsed:ERamez		cleaned_0index:0
ESM				cleaned_0index:0
ESS				cleaned_0index:0
ET				cleaned_0index:0
EW				cleaned_0index:0
Earle C. Jr. Smith, H. Morgan, Arrauz Tule				cleaned_0index:0
Ec				cleaned_0index:0
Eclange U].L.B.				cleaned_0index:0
Ecole d'Horticulture	Ecole d'Horticulture	parsed:Ecole d'Horticulture		cleaned_0index:0
Ecole de botanique systématique	Ecole de botanique systématique	parsed:Ecole de botanique systématique		cleaned_0index:0
Ecolle Véterinaire in Cercle des Botanistes de Liège	Ecolle Véterinaire in Cercle des Botanistes de Liège	parsed:Ecolle Véterinaire in Cercle des Botanistes de Liège		cleaned_0index:0
Ed. Cornaz in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Cornaz in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Cornaz in Christ in F. Crépin<SEP>	cleaned_0index:1
Ed. Cornaz in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Cornaz in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Cornaz in F. Crépin<SEP>	cleaned_0index:1
Ed. Cornaz in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:Ed Cornaz in F. Crépin<SEP>Herbarium rosarum	cleaned:Ed Cornaz in F. Crépin<SEP>	cleaned_0index:1
Ed. Formanek in J.B. Keller in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Formanek in J.B. Keller in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Formanek F. Crépin<SEP>	cleaned_0index:1
Ed. Morren in Constant Bamps in H. verheggen				cleaned_0index:0
Ed. Rostan in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Rostan in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Rostan in F. Crépin<SEP>	cleaned_0index:1
Ed. Rostan in U. Marletti in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Rostan in U. Marletti in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Rostan F. Crépin<SEP>	cleaned_0index:1
Ed. Timbal, Dr. Jeanbernat, G. Gautier, Ed. Marçais				cleaned_0index:0
Ed. Timbal, Dr. Jeanbernat, G. Gautier, abbé Ed. Marçais				cleaned_0index:0
Ed. Timbal-Lag., Dr. Jeanbernat, G. Gautier, abb. Marçais				cleaned_0index:0
Ed. Timbal-Lagrave in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Timbal-Lagrave in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Timbal-Lagrave in Christ in F. Crépin<SEP>	cleaned_0index:1
Ed. Timbal-Lagrave in Ripart in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Ed Timbal-Lagrave in Ripart in F. Crépin<SEP>Herbarium Rosarum	cleaned:Ed Timbal-Lagrave in Ripart in F. Crépin<SEP>	cleaned_0index:1
Eddy Beernaert, Marc Haelterman, ...				cleaned_0index:0
Edouard VII				cleaned_0index:0
Edwds. Del. Sansom Sc.	Edwds. Del. Sansom Sc.	parsed:Edwds. Del. Sansom Sc.		cleaned_0index:0
Ef				cleaned_0index:0
Einfele MD.				cleaned_0index:0
Einfele Md.				cleaned_0index:0
El londe de [T]omepa[u]do	El londe de do	parsed:El londe de do		cleaned_0index:0
El[] Reverch[]	El	parsed:El		cleaned_0index:0
El[]ée []on	El	parsed:El		cleaned_0index:0
Elcole d'Horticulture	Elcole d'Horticulture	parsed:Elcole d'Horticulture		cleaned_0index:0
Elise Braig in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Elise Braig in F. Crépin<SEP>Herbarium Rosarum	cleaned:Elise Braig in F. Crépin<SEP>	cleaned_0index:1
Eloy de [Jicq]	Eloy de	parsed:Eloy de		cleaned_0index:0
Em .Guns				cleaned_0index:0
Em. De Wildeman in Louis magnel				cleaned_0index:0
Em. Ladereau in F. Crépin - Herbarium rosarum	Herbarium rosarum	parsed:Em Ladereau in F. Crépin<SEP>Herbarium rosarum	cleaned:Em Ladereau in F. Crépin<SEP>	cleaned_0index:1
Em. de [Lairbye]	Em. de	parsed:Em. de		cleaned_0index:0
Emil Hausser in C. Baenitz in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Emil Hausser in C. Baenitz in F. Crépin<SEP>Herbarium Rosarum	cleaned:Emil Hausser F. Crépin<SEP>	cleaned_0index:1
Emile Burnat in Christ in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Emile Burnat in Christ in F. Crépin<SEP>Herbarium Rosarum	cleaned:Emile Burnat in Christ in F. Crépin<SEP>	cleaned_0index:1
Emile Burnat in F. crépin - Herbarium rosarum				cleaned_0index:0
Emile Durnat in F. Crépin - Herbarium Rosarum	Herbarium Rosarum	parsed:Emile Durnat in F. Crépin<SEP>Herbarium Rosarum	cleaned:Emile Durnat in F. Crépin<SEP>	cleaned_0index:1
Engel H.&.M.				cleaned_0index:0
Engis in Herbarium Juul Slembrouck	Engis in Herbarium Juul Slembrouck	parsed:Engis in Herbarium Juul Slembrouck		cleaned_0index:0
Equipe	Equipe	parsed:Equipe		cleaned_0index:0
